date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-05-12,SD,MIL,-2,4,-3,3,Bradgley Rodriguez,Brandon Sproat
2026-05-13,SD,MIL,2,3,-1,0,Michael King,Jacob Misiorowski
2026-05-14,SD,MIL,-6,1,-7,0,Griffin Canning,Kyle Harrison
2026-05-15,SD,SEA,2,2,1,1,Randy Vasquez,Emerson Hancock
2026-05-16,SD,SEA,3,7,3,5,Walker Buehler,Logan Gilbert
2026-05-17,SD,SEA,5,8,4,7,Lucas Giolito,George Kirby
2026-05-18,SD,LAD,1,1,1,1,Michael King,Yoshinobu Yamamoto
2026-05-19,SD,LAD,-1,4,0,4,Griffin Canning,Emmet Sheehan
2026-05-20,SD,LAD,-4,0,-3,0,Randy Vasquez,Shohei Ohtani
2026-05-22,SD,ATH,4,7,0,3,Walker Buehler,Jeffrey Springs
2026-05-23,SD,ATH,2,2,2,2,Lucas Giolito,J T
2026-05-24,SD,ATH,-3,2,-3,1,Michael King,Luis Medina
2026-05-25,SD,PHI,-3,0,-1,0,Griffin Canning,Jesus Luzardo
2026-05-26,SD,PHI,-1,3,-2,2,Randy Vasquez,Aaron Nola
2026-05-27,SD,PHI,-3,0,-2,0,Walker Buehler,Cristopher Sanchez
2026-05-29,SD,WSH,2,7,0,5,Lucas Giolito,Paxton Schultz
2026-05-30,SD,WSH,-5,4,2,3,Michael King,Foster Griffin
2026-05-31,SD,WSH,-2,2,-3,0,Griffin Canning,Zack Littell
2026-06-02,SD,PHI,-1,2,-1,2,Randy Vasquez,Aaron Nola
2026-06-03,SD,PHI,-1,2,-1,0,Walker Buehler,Cristopher Sanchez
2026-06-04,SD,PHI,-2,4,-3,0,Lucas Giolito,Zack Wheeler
2026-06-05,SD,NYM,-5,0,-4,0,Michael King,Christian Scott
2026-06-06,SD,NYM,1,3,0,1,Griffin Canning,Nolan Mclean
2026-06-07,SD,NYM,-4,3,-4,2,Randy Vasquez,Huascar Brazoban
2026-06-08,SD,CIN,4,6,-1,1,Walker Buehler,Andrew Abbott
2026-06-09,SD,CIN,-2,3,0,2,Lucas Giolito,Chase Burns
2026-06-10,SD,CIN,1,5,0,2,Michael King,Brady Singer
2026-06-12,SD,BAL,-4,3,-4,3,Griffin Canning,Shane Baz
2026-06-13,SD,BAL,6,9,4,6,Randy Vasquez,Trey Gibson
2026-06-14,SD,BAL,3,5,1,2,Walker Buehler,Trevor Rogers
2026-06-15,SD,STL,-3,0,-3,0,Wandy Peralta,Dustin May
2026-06-16,SD,STL,-1,2,-1,2,Michael King,Andre Pallante
2026-06-17,SD,STL,5,6,2,3,Bradgley Rodriguez,Kyle Leahy
2026-06-19,SD,TEX,-2,7,-2,6,Randy Vasquez,Jacob Degrom
2026-06-20,SD,TEX,2,6,0,1,Walker Buehler,Mackenzie Gore
2026-06-21,SD,TEX,-1,3,-1,3,Wandy Peralta,Nathan Eovaldi
2026-06-22,SD,ATL,1,1,1,1,Michael King,Grant Holmes
2026-06-23,SD,ATL,1,7,-1,5,Wandy Peralta,Jr Ritchie
2026-06-24,SD,ATL,3,5,3,5,Jp Sears,Martin Perez
2026-06-26,SD,LAD,6,7,2,3,Walker Buehler,Roki Sasaki
2026-06-27,SD,LAD,-12,3,-8,2,Kyle Hart,Yoshinobu Yamamoto
2026-06-28,SD,LAD,-2,2,-2,2,Michael King,Emmet Sheehan
2026-06-29,SD,CHC,-1,2,0,2,Griffin Canning,Shota Imanaga
2026-06-30,SD,CHC,-2,7,-6,3,Jp Sears,Matthew Boyd
2026-07-01,SD,CHC,-20,3,-13,2,Walker Buehler,Colin Rea
2026-07-02,SD,LAD,-5,7,-5,6,Randy Vasquez,Roki Sasaki
2026-07-03,SD,LAD,-1,3,3,3,Michael King,Shohei Ohtani
2026-07-04,SD,LAD,-3,0,-2,0,Wandy Peralta,Yoshinobu Yamamoto
2026-07-05,SD,LAD,3,5,1,1,Jp Sears,Emmet Sheehan
2026-07-06,SD,AZ,-8,0,-8,0,Walker Buehler,Brandon Pfaadt
2026-07-07,SD,AZ,3,4,3,4,German Marquez,Zac Gallen
2026-07-08,SD,AZ,6,10,7,8,Michael King,Jose Cabrera
2026-07-09,SD,AZ,-2,1,-2,1,Griffin Canning,Merrill Kelly
2026-07-10,SD,TOR,-2,3,-3,2,Jp Sears,Shane Bieber
2026-07-11,SD,TOR,1,8,1,8,Walker Buehler,Trey Yesavage
2026-07-12,SD,TOR,1,5,0,3,German Marquez,Kevin Gausman
2026-07-17,SD,KC,-1,6,0,2,Michael King,Seth Lugo
2026-07-18,SD,KC,-5,1,-5,1,Griffin Canning,Randy Dobnak
2026-07-19,SD,KC,17,19,6,8,German Marquez,Noah Cameron
2026-07-20,SD,ATL,-1,2,-2,1,Jp Sears,Bryce Elder
2026-07-21,SD,ATL,5,8,4,6,Walker Buehler,Reynaldo Lopez
2026-07-22,SD,ATL,-1,6,-1,0,Michael King,Martin Perez
2026-07-23,SD,ATL,-1,5,-2,3,Kyle Hart,Chris Sale
2026-07-24,SD,MIA,2,4,0,2,German Marquez,Ryan Gusto
2026-07-25,SD,MIA,5,7,1,2,Randy Vasquez,Eury Perez
2026-07-26,SD,MIA,2,5,-2,1,Walker Buehler,Janson Junk
2026-07-28,SD,COL,1,8,0,4,Michael King,Michael Lorenzen
2026-07-29,SD,COL,2,3,3,3,Kyle Hart,Gabriel Hughes
2026-07-30,SD,SF,-3,1,-3,1,Jp Sears,Robbie Ray
2026-07-31,SD,SF,7,7,7,7,Bradgley Rodriguez,Carson Whisenhunt
2026-08-01,SD,SF,1,6,2,5,Walker Buehler,Tyler Mahle
2026-08-02,SD,SF,1,5,2,5,Kyle Hart,Landen Roupp
2026-08-03,SD,AZ,-4,1,-3,0,Michael King,Brandon Pfaadt
2026-08-04,SD,AZ,5,9,7,7,Randy Vasquez,Eduardo Rodriguez
2026-08-05,SD,AZ,-6,4,-8,0,Casey Mize,Mitch Bratt
2026-08-06,SD,AZ,4,5,3,4,Walker Buehler,Kohl Drake
2026-08-07,SD,HOU,-3,3,-2,3,Robbie Ray,Ronel Blanco
2026-08-08,SD,HOU,1,3,2,3,Michael King,Peter Lambert
2026-08-09,SD,HOU,5,7,3,5,Randy Vasquez,Cristian Javier
2026-08-10,SD,MIL,1,3,-1,1,Casey Mize,Logan Henderson
2026-08-11,SD,MIL,9,11,10,11,Walker Buehler,Kyle Harrison
2026-08-12,SD,MIL,1,4,-1,1,Robbie Ray,Dustin May
2026-08-14,SD,CLE,2,7,1,5,Michael King,Gavin Williams
2026-08-15,SD,CLE,-5,1,-3,1,Wandy Peralta,Joey Cantillo
2026-08-16,SD,CLE,5,5,3,3,Casey Mize,Tanner Bibee
2026-08-17,SD,NYM,-1,1,-1,1,Walker Buehler,Nolan Mclean
2026-08-18,SD,NYM,3,5,2,3,Robbie Ray,Zac Thornton
2026-08-19,SD,NYM,-2,2,-1,1,Michael King,Robert Stock
2026-08-21,SD,MIN,4,6,4,6,Randy Vasquez,Connor Prielipp
2026-08-22,SD,MIN,2,7,-3,2,Casey Mize,Dean Kremer
2026-08-23,SD,MIN,7,8,4,5,Walker Buehler,Bailey Ober
2026-08-24,SD,PIT,-1,2,-1,1,Robbie Ray,Braxton Ashcraft
2026-08-25,SD,PIT,-1,0,0,0,Michael King,Paul Skenes
2026-08-26,SD,PIT,3,3,2,2,Randy Vasquez,Bubba Chandler
