date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-26,LAD,AZ,6,8,2,4,Yoshinobu Yamamoto,Zac Gallen
2026-03-27,LAD,AZ,1,5,0,4,Emmet Sheehan,Ryne Nelson
2026-03-28,LAD,AZ,1,3,-1,1,Tyler Glasnow,Eduardo Rodriguez
2026-03-30,LAD,CLE,-2,2,-1,0,Roki Sasaki,Parker Messick
2026-03-31,LAD,CLE,3,4,2,2,Shohei Ohtani,Tanner Bibee
2026-04-01,LAD,CLE,-3,1,-2,0,Yoshinobu Yamamoto,Gavin Williams
2026-04-03,LAD,WSH,7,13,7,11,Emmet Sheehan,Miles Mikolas
2026-04-04,LAD,WSH,5,10,7,9,Tyler Glasnow,Jake Irvin
2026-04-05,LAD,WSH,2,8,-3,3,Roki Sasaki,Foster Griffin
2026-04-06,LAD,TOR,12,14,8,9,Justin Wrobleski,Max Scherzer
2026-04-07,LAD,TOR,3,4,2,3,Yoshinobu Yamamoto,Kevin Gausman
2026-04-08,LAD,TOR,-1,3,1,2,Shohei Ohtani,Dylan Cease
2026-04-10,LAD,TEX,1,8,1,5,Tyler Glasnow,Kumar Rocker
2026-04-11,LAD,TEX,3,6,2,5,Emmet Sheehan,Jack Leiter
2026-04-12,LAD,TEX,-3,2,-2,1,Roki Sasaki,Jacob Degrom
2026-04-13,LAD,NYM,4,4,4,4,Justin Wrobleski,David Peterson
2026-04-14,LAD,NYM,1,2,0,1,Yoshinobu Yamamoto,Nolan Mclean
2026-04-15,LAD,NYM,6,8,2,3,Shohei Ohtani,Clay Holmes
2026-04-17,LAD,COL,6,7,6,7,Tyler Glasnow,Tomoyuki Sugano
2026-04-18,LAD,COL,-1,3,-1,3,Emmet Sheehan,Ryan Feltner
2026-04-19,LAD,COL,-3,6,1,4,Roki Sasaki,Michael Lorenzen
2026-04-20,LAD,COL,9,12,5,6,Justin Wrobleski,Jose Quintana
2026-04-21,LAD,SF,-2,1,-2,1,Yoshinobu Yamamoto,Landen Roupp
2026-04-22,LAD,SF,-3,0,0,0,Shohei Ohtani,Tyler Mahle
2026-04-23,LAD,SF,3,3,3,3,Tyler Glasnow,Logan Webb
2026-04-24,LAD,CHC,-2,4,4,4,Emmet Sheehan,Jameson Taillon
2026-04-25,LAD,CHC,8,12,8,12,Roki Sasaki,Colin Rea
2026-04-26,LAD,CHC,6,6,5,5,Justin Wrobleski,Shota Imanaga
2026-04-27,LAD,MIA,1,5,-2,2,Yoshinobu Yamamoto,Chris Paddack
2026-04-28,LAD,MIA,-1,1,-2,0,Shohei Ohtani,Janson Junk
2026-04-29,LAD,MIA,-1,2,0,2,Tyler Glasnow,Sandy Alcantara
2026-05-01,LAD,STL,-5,2,-2,2,Emmet Sheehan,Matthew Liberatore
2026-05-02,LAD,STL,-1,2,-3,0,Roki Sasaki,Michael Mcgreevy
2026-05-03,LAD,STL,3,4,3,3,Justin Wrobleski,Dustin May
2026-05-04,LAD,HOU,5,8,5,8,Yoshinobu Yamamoto,Steven Okert
2026-05-05,LAD,HOU,-1,1,-2,0,Shohei Ohtani,Peter Lambert
2026-05-06,LAD,HOU,10,12,9,10,Tyler Glasnow,Lance Mccullers
2026-05-08,LAD,ATL,2,3,2,3,Emmet Sheehan,Chris Sale
2026-05-09,LAD,ATL,-5,2,-6,0,Blake Snell,Spencer Strider
2026-05-10,LAD,ATL,-5,2,-4,0,Justin Wrobleski,Bryce Elder
2026-05-11,LAD,SF,-6,3,0,3,Roki Sasaki,Trevor Mcdonald
2026-05-12,LAD,SF,-4,2,-1,2,Yoshinobu Yamamoto,Adrian Houser
2026-05-13,LAD,SF,4,4,4,4,Shohei Ohtani,Robbie Ray
2026-05-14,LAD,SF,3,5,3,5,Emmet Sheehan,Landen Roupp
2026-05-15,LAD,LAA,6,6,6,6,Will Klein,Jack Kochanowicz
2026-05-16,LAD,LAA,13,15,4,6,Justin Wrobleski,Jose Soriano
2026-05-17,LAD,LAA,9,10,6,7,Roki Sasaki,Grayson Rodriguez
2026-05-18,LAD,SD,-1,0,-1,0,Yoshinobu Yamamoto,Michael King
2026-05-19,LAD,SD,1,5,0,4,Emmet Sheehan,Griffin Canning
2026-05-20,LAD,SD,4,4,3,3,Shohei Ohtani,Randy Vasquez
2026-05-22,LAD,MIL,-4,1,-5,0,Justin Wrobleski,Logan Henderson
2026-05-23,LAD,MIL,8,11,1,4,Roki Sasaki,Robert Gasser
2026-05-24,LAD,MIL,4,5,4,5,Yoshinobu Yamamoto,Brandon Sproat
2026-05-25,LAD,COL,2,5,-1,1,Emmet Sheehan,Tanner Gordon
2026-05-26,LAD,COL,9,15,14,15,Eric Lauer,Kyle Freeland
2026-05-27,LAD,COL,3,4,2,3,Shohei Ohtani,Tomoyuki Sugano
2026-05-29,LAD,PHI,2,4,3,4,Justin Wrobleski,Zack Wheeler
2026-05-30,LAD,PHI,-1,3,1,2,Roki Sasaki,Jesus Luzardo
2026-05-31,LAD,PHI,8,9,7,7,Yoshinobu Yamamoto,Andrew Painter
2026-06-01,LAD,AZ,-3,1,0,1,Emmet Sheehan,Eduardo Rodriguez
2026-06-02,LAD,AZ,1,6,2,4,Eric Lauer,Michael Soroka
2026-06-03,LAD,AZ,7,7,5,5,Shohei Ohtani,Zac Gallen
2026-06-04,LAD,AZ,-1,2,2,2,Justin Wrobleski,Ryne Nelson
2026-06-05,LAD,LAA,1,1,0,0,Roki Sasaki,Reid Detmers
2026-06-06,LAD,LAA,7,9,8,9,Yoshinobu Yamamoto,Jack Kochanowicz
2026-06-07,LAD,LAA,-8,5,-1,5,Emmet Sheehan,Jose Soriano
2026-06-09,LAD,PIT,9,12,0,2,Eric Lauer,Paul Skenes
2026-06-10,LAD,PIT,-1,8,5,6,Shohei Ohtani,Jared Jones
2026-06-11,LAD,PIT,2,8,1,5,Justin Wrobleski,Mitch Keller
2026-06-12,LAD,CWS,-6,2,-6,2,Roki Sasaki,Anthony Kay
2026-06-13,LAD,CWS,6,7,5,5,Yoshinobu Yamamoto,Sean Burke
2026-06-14,LAD,CWS,-2,4,-5,1,Emmet Sheehan,Bryan Hudson
2026-06-15,LAD,TB,1,4,0,3,Eric Lauer,Nick Martinez
2026-06-16,LAD,TB,1,1,1,1,Justin Wrobleski,Drew Rasmussen
2026-06-17,LAD,TB,1,5,1,5,Shohei Ohtani,Shane Mcclanahan
2026-06-19,LAD,BAL,1,6,0,3,Roki Sasaki,Trey Gibson
2026-06-20,LAD,BAL,-1,2,-3,0,Yoshinobu Yamamoto,Trevor Rogers
2026-06-21,LAD,BAL,-11,1,-5,1,Emmet Sheehan,Brandon Young
2026-06-22,LAD,MIN,1,2,1,2,Will Klein,Zebby Matthews
2026-06-23,LAD,MIN,9,12,4,6,Justin Wrobleski,Kendry Rojas
2026-06-24,LAD,MIN,1,4,1,4,Shohei Ohtani,Joe Ryan
2026-06-26,LAD,SD,-6,1,-2,1,Roki Sasaki,Walker Buehler
2026-06-27,LAD,SD,12,15,8,10,Yoshinobu Yamamoto,Kyle Hart
2026-06-28,LAD,SD,2,4,2,4,Emmet Sheehan,Michael King
2026-06-29,LAD,ATH,5,9,5,8,Eric Lauer,Gage Jump
2026-06-30,LAD,ATH,6,9,5,6,Justin Wrobleski,Jeffrey Springs
