date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-26,BOS,CIN,3,3,0,0,Garrett Crochet,Andrew Abbott
2026-03-28,BOS,CIN,-1,5,-2,3,Sonny Gray,Brady Singer
2026-03-29,BOS,CIN,-1,2,-1,2,Connelly Early,Rhett Lowder
2026-03-30,BOS,HOU,-7,1,-5,0,Ranger Suarez,Lance Mccullers
2026-03-31,BOS,HOU,-7,2,-7,1,Brayan Bello,Hunter Brown
2026-04-01,BOS,HOU,-2,4,-3,2,Garrett Crochet,Mike Burrows
2026-04-03,BOS,SD,3,5,3,5,Sonny Gray,Michael King
2026-04-04,BOS,SD,-1,2,-1,1,Connelly Early,Randy Vasquez
2026-04-05,BOS,SD,-2,6,-2,4,Ranger Suarez,Walker Buehler
2026-04-06,BOS,MIL,-2,6,0,5,Brayan Bello,Brandon Woodruff
2026-04-07,BOS,MIL,1,3,3,3,Garrett Crochet,Jacob Misiorowski
2026-04-08,BOS,MIL,5,5,3,3,Sonny Gray,Shane Drohan
2026-04-10,BOS,STL,-1,2,-1,2,Connelly Early,Dustin May
2026-04-11,BOS,STL,6,7,2,2,Ranger Suarez,Kyle Leahy
2026-04-12,BOS,STL,6,9,5,7,Brayan Bello,Andre Pallante
2026-04-13,BOS,MIN,-7,6,-9,4,Garrett Crochet,Bailey Ober
2026-04-14,BOS,MIN,-6,0,-6,0,Sonny Gray,Mick Abel
2026-04-15,BOS,MIN,4,9,8,9,Connelly Early,Simeon Woods
2026-04-17,BOS,DET,1,1,0,0,Ranger Suarez,Casey Mize
2026-04-18,BOS,DET,-3,1,-3,1,Brayan Bello,Tarik Skubal
2026-04-19,BOS,DET,-4,2,-4,1,Garrett Crochet,Framber Valdez
2026-04-20,BOS,DET,2,8,0,3,Sonny Gray,Jack Flaherty
2026-04-21,BOS,NYY,-4,0,-3,0,Connelly Early,Luis Gil
2026-04-22,BOS,NYY,-3,1,-4,0,Ranger Suarez,Max Fried
2026-04-23,BOS,NYY,-2,2,1,2,Payton Tolle,Cam Schlittler
2026-04-24,BOS,BAL,-7,3,-6,3,Brayan Bello,Brandon Young
2026-04-25,BOS,BAL,16,17,7,7,Garrett Crochet,Trevor Rogers
2026-04-26,BOS,BAL,2,5,3,5,Connelly Early,Kyle Bradish
2026-04-27,BOS,TOR,5,5,4,4,Ranger Suarez,Dylan Cease
2026-04-28,BOS,TOR,-3,0,-3,0,Payton Tolle,Trey Yesavage
2026-04-29,BOS,TOR,-7,1,-6,1,Brayan Bello,Eric Lauer
2026-05-01,BOS,HOU,2,3,2,3,Jake Bennett,Mike Burrows
2026-05-02,BOS,HOU,-3,3,-5,1,Connelly Early,Spencer Arrighetti
2026-05-03,BOS,HOU,-2,1,0,1,Ranger Suarez,Cody Bolton
2026-05-04,BOS,DET,1,5,-2,0,Payton Tolle,Tyler Holton
2026-05-05,BOS,DET,7,10,7,10,Jovani Moran,Framber Valdez
2026-05-06,BOS,DET,4,4,4,4,Sonny Gray,Jack Flaherty
2026-05-07,BOS,TB,-4,4,-2,3,Jake Bennett,Griffin Jax
2026-05-08,BOS,TB,2,2,2,2,Connelly Early,Jesse Scholtens
2026-05-10,BOS,TB,-3,1,-3,1,Payton Tolle,Nick Martinez
2026-05-12,BOS,PHI,-1,1,-2,0,Jovani Moran,Zack Wheeler
2026-05-13,BOS,PHI,2,3,2,3,Sonny Gray,Andrew Painter
2026-05-14,BOS,PHI,-2,1,0,0,Ranger Suarez,Jesus Luzardo
