date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-26,MIL,CWS,12,14,10,11,Jacob Misiorowski,Shane Smith
2026-03-28,MIL,CWS,5,6,4,5,Chad Patrick,Sean Burke
2026-03-29,MIL,CWS,2,9,-4,3,Brandon Sproat,Anthony Kay
2026-03-30,MIL,TB,-1,2,1,2,Kyle Harrison,Nick Martinez
2026-03-31,MIL,TB,4,6,3,5,Brandon Woodruff,Shane Mcclanahan
2026-04-01,MIL,TB,6,8,0,2,Jacob Misiorowski,Drew Rasmussen
2026-04-04,MIL,KC,-3,5,-3,5,Chad Patrick,Luinder Avila
2026-04-05,MIL,KC,3,8,2,4,Kyle Harrison,Kris Bubic
2026-04-06,MIL,BOS,2,8,0,5,Brandon Woodruff,Brayan Bello
2026-04-07,MIL,BOS,-1,2,-3,0,Jacob Misiorowski,Garrett Crochet
2026-04-08,MIL,BOS,-5,0,-3,0,Shane Drohan,Sonny Gray
2026-04-10,MIL,WSH,-4,3,1,3,Aaron Ashby,Jake Irvin
2026-04-11,MIL,WSH,-2,1,-2,0,Kyle Harrison,Foster Griffin
2026-04-12,MIL,WSH,-2,6,1,3,Brandon Woodruff,Zack Littell
