date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-26,CIN,BOS,-3,0,0,0,Andrew Abbott,Garrett Crochet
2026-03-28,CIN,BOS,1,6,2,5,Brady Singer,Sonny Gray
2026-03-29,CIN,BOS,1,3,1,3,Rhett Lowder,Connelly Early
2026-03-30,CIN,PIT,2,2,2,2,Chase Burns,Braxton Ashcraft
2026-03-31,CIN,PIT,-5,3,-5,1,Brandon Williamson,Bubba Chandler
2026-04-01,CIN,PIT,-5,3,-1,3,Andrew Abbott,Paul Skenes
2026-04-03,CIN,TEX,2,5,1,3,Brady Singer,Mackenzie Gore
2026-04-04,CIN,TEX,2,2,2,2,Rhett Lowder,Kumar Rocker
2026-04-05,CIN,TEX,1,2,1,1,Chase Burns,Jack Leiter
2026-04-06,CIN,MIA,2,2,1,1,Brandon Williamson,Janson Junk
2026-04-07,CIN,MIA,3,6,-2,0,Andrew Abbott,Sandy Alcantara
2026-04-08,CIN,MIA,-3,4,-2,4,Brady Singer,Eury Perez
2026-04-09,CIN,MIA,-7,1,-4,1,Rhett Lowder,Max Meyer
2026-04-10,CIN,LAA,-8,2,-4,1,Chase Burns,Jack Kochanowicz
2026-04-11,CIN,LAA,4,7,2,5,Brandon Williamson,George Klassen
2026-04-12,CIN,LAA,-3,6,-7,0,Andrew Abbott,Jose Soriano
2026-04-14,CIN,SF,1,2,1,2,Brady Singer,Robbie Ray
2026-04-15,CIN,SF,5,8,6,8,Rhett Lowder,Tyler Mahle
2026-04-16,CIN,SF,-3,0,0,0,Chase Burns,Landen Roupp
2026-04-17,CIN,MIN,1,2,1,2,Brandon Williamson,Joe Ryan
2026-04-18,CIN,MIN,1,5,-2,2,Andrew Abbott,Taj Bradley
2026-04-19,CIN,MIN,3,7,-2,1,Brady Singer,Bailey Ober
2026-04-20,CIN,TB,5,6,4,5,Rhett Lowder,Jesse Scholtens
2026-04-21,CIN,TB,6,12,7,9,Chase Burns,Steven Matz
2026-04-22,CIN,TB,-5,1,-4,1,Brandon Williamson,Nick Martinez
2026-04-24,CIN,DET,1,9,-2,3,Andrew Abbott,Framber Valdez
2026-04-25,CIN,DET,7,9,6,8,Brady Singer,Jack Flaherty
2026-04-26,CIN,DET,-5,3,1,3,Rhett Lowder,Keider Montero
2026-04-28,CIN,COL,5,7,2,4,Chase Burns,Kyle Freeland
2026-04-29,CIN,COL,-11,2,-5,0,Brandon Williamson,Tomoyuki Sugano
2026-04-30,CIN,COL,2,6,2,4,Andrew Abbott,Michael Lorenzen
2026-05-01,CIN,PIT,-8,1,-8,1,Brady Singer,Mitch Keller
2026-05-02,CIN,PIT,-10,7,-9,6,Rhett Lowder,Carmen Mlodzinski
2026-05-03,CIN,PIT,-1,0,0,0,Chase Burns,Braxton Ashcraft
2026-05-04,CIN,CHC,-1,4,0,3,Chase Petty,Edward Cabrera
2026-05-05,CIN,CHC,-1,2,2,2,Andrew Abbott,Jameson Taillon
2026-05-06,CIN,CHC,-1,6,-2,2,Brady Singer,Colin Rea
2026-05-07,CIN,CHC,-5,3,-7,1,Rhett Lowder,Shota Imanaga
2026-05-08,CIN,HOU,-10,0,-4,0,Nick Lodolo,Mike Burrows
2026-05-09,CIN,HOU,2,3,2,3,Chase Burns,Spencer Arrighetti
2026-05-10,CIN,HOU,5,5,5,5,Andrew Abbott,Kai Wei
2026-05-12,CIN,WSH,-6,4,-5,2,Brady Singer,Miles Mikolas
2026-05-13,CIN,WSH,-1,7,0,6,Nick Lodolo,Jake Irvin
2026-05-14,CIN,WSH,14,15,9,9,Chase Burns,Foster Griffin
2026-05-15,CIN,CLE,1,7,2,3,Andrew Abbott,Tanner Bibee
2026-05-16,CIN,CLE,-3,4,0,4,Chris Paddack,Joey Cantillo
2026-05-17,CIN,CLE,-7,3,-4,2,Brady Singer,Gavin Williams
2026-05-18,CIN,PHI,-1,4,-1,2,Nick Lodolo,Andrew Painter
2026-05-19,CIN,PHI,3,4,1,2,Chase Burns,Jesus Luzardo
2026-05-20,CIN,PHI,5,9,1,5,Andrew Abbott,Aaron Nola
2026-05-23,CIN,STL,-1,7,2,6,Chris Paddack,Kyle Leahy
2026-05-25,CIN,NYM,5,7,6,7,Nick Lodolo,Nolan Mclean
2026-05-26,CIN,NYM,5,7,4,6,Chase Burns,David Peterson
2026-05-27,CIN,NYM,-2,2,-1,2,Andrew Abbott,Huascar Brazoban
2026-05-29,CIN,ATL,-5,3,-5,3,Chris Paddack,Grant Holmes
2026-05-30,CIN,ATL,-3,2,-1,2,Brady Singer,Martin Perez
2026-05-31,CIN,ATL,2,6,2,5,Nick Lodolo,Spencer Strider
2026-06-01,CIN,KC,-7,2,-6,1,Lyon Richardson,Luinder Avila
2026-06-02,CIN,KC,1,4,-2,1,Andrew Abbott,Noah Cameron
2026-06-03,CIN,KC,-3,2,0,2,Chase Burns,Stephen Kolek
2026-06-05,CIN,STL,-7,3,-7,3,Brady Singer,Kyle Leahy
2026-06-06,CIN,STL,-1,5,1,5,Nick Lodolo,Matthew Liberatore
2026-06-07,CIN,STL,-2,3,-1,2,Rhett Lowder,Michael Mcgreevy
2026-06-08,CIN,SD,-4,2,1,2,Andrew Abbott,Walker Buehler
2026-06-09,CIN,SD,2,5,0,2,Chase Burns,Lucas Giolito
2026-06-10,CIN,SD,-1,4,0,2,Brady Singer,Michael King
2026-06-12,CIN,AZ,-3,2,0,2,Nick Lodolo,Eduardo Rodriguez
2026-06-13,CIN,AZ,1,2,0,1,Rhett Lowder,Michael Soroka
2026-06-14,CIN,AZ,-2,3,0,3,Andrew Abbott,Zac Gallen
2026-06-15,CIN,NYM,12,12,9,9,Chase Burns,Tobias Myers
2026-06-16,CIN,NYM,2,5,2,5,Brady Singer,Kodai Senga
2026-06-17,CIN,NYM,-8,1,-6,1,Nick Lodolo,Nolan Mclean
2026-06-19,CIN,NYY,-5,0,-4,0,Rhett Lowder,Cam Schlittler
2026-06-20,CIN,NYY,8,10,5,6,Andrew Abbott,Will Warren
2026-06-21,CIN,NYY,3,4,2,3,Chase Burns,Elmer Rodriguez
2026-06-22,CIN,MIL,-1,1,0,0,Brady Singer,Brandon Woodruff
2026-06-23,CIN,MIL,-2,0,-1,0,Nick Lodolo,Brandon Sproat
2026-06-24,CIN,MIL,-1,5,-2,1,Rhett Lowder,Shane Drohan
2026-06-26,CIN,PIT,2,6,0,4,Andrew Abbott,Paul Skenes
2026-06-27,CIN,PIT,2,9,2,6,Chase Burns,Jared Jones
2026-06-28,CIN,PIT,-5,4,-1,4,Brady Singer,Mitch Keller
2026-06-29,CIN,MIL,-2,3,1,3,Nick Lodolo,Robert Gasser
2026-06-30,CIN,MIL,-5,2,-4,2,Rhett Lowder,Brandon Sproat
2026-07-01,CIN,MIL,-2,2,0,2,Andrew Abbott,Shane Drohan
2026-07-02,CIN,MIL,5,7,3,5,Chase Burns,Jacob Misiorowski
2026-07-03,CIN,BAL,-3,0,-3,0,Brady Singer,Trevor Rogers
2026-07-04,CIN,BAL,-3,5,-4,4,Hunter Greene,Brandon Young
2026-07-05,CIN,BAL,1,3,1,2,Nick Lodolo,Kyle Bradish
2026-07-07,CIN,PHI,-3,1,-3,0,Andrew Abbott,Zack Wheeler
2026-07-08,CIN,PHI,6,11,7,11,Chase Burns,Alan Rangel
2026-07-09,CIN,PHI,-1,0,0,0,Brady Singer,Jesus Luzardo
2026-07-10,CIN,CHC,4,4,1,1,Hunter Greene,Shota Imanaga
2026-07-11,CIN,CHC,-2,3,0,3,Nick Lodolo,Javier Assad
2026-07-12,CIN,CHC,-4,4,0,4,Andrew Abbott,Matthew Boyd
2026-07-17,CIN,COL,5,7,3,4,Brady Singer,Gabriel Hughes
2026-07-18,CIN,COL,-7,3,-8,2,Rhett Lowder,Tomoyuki Sugano
2026-07-19,CIN,COL,3,9,6,9,Hunter Greene,Ryan Feltner
2026-07-20,CIN,SEA,-8,0,-1,0,Andrew Abbott,George Kirby
2026-07-21,CIN,SEA,2,4,3,3,Chase Burns,Luis Castillo
