date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-25,SF,NYY,-7,0,-7,0,Logan Webb,???
2026-03-27,SF,NYY,-3,0,-3,0,Robbie Ray,Cam Schlittler
2026-03-28,SF,NYY,-2,1,-2,1,Tyler Mahle,Will Warren
2026-03-30,SF,SD,1,3,3,3,Landen Roupp,Walker Buehler
2026-03-31,SF,SD,6,9,5,8,Logan Webb,German Marquez
2026-04-01,SF,SD,-6,1,-3,0,Adrian Houser,Nick Pivetta
2026-04-02,SF,NYM,5,7,5,7,Robbie Ray,David Peterson
2026-04-03,SF,NYM,-7,3,-3,2,Tyler Mahle,Nolan Mclean
2026-04-04,SF,NYM,-9,0,-8,0,Landen Roupp,Clay Holmes
2026-04-05,SF,NYM,-3,2,1,2,Logan Webb,Kodai Senga
2026-04-06,SF,PHI,-2,4,2,4,Adrian Houser,Andrew Painter
2026-04-07,SF,PHI,6,6,4,4,Robbie Ray,Cristopher Sanchez
2026-04-08,SF,PHI,5,5,3,3,Tyler Mahle,Aaron Nola
2026-04-10,SF,BAL,3,6,2,3,Landen Roupp,Shane Baz
2026-04-11,SF,BAL,-4,2,-2,2,Logan Webb,Chris Bassitt
2026-04-12,SF,BAL,-4,2,-4,1,Adrian Houser,Cade Povich
2026-04-14,SF,CIN,-1,1,-1,1,Robbie Ray,Brady Singer
2026-04-15,SF,CIN,-5,3,-6,2,Tyler Mahle,Rhett Lowder
2026-04-16,SF,CIN,3,3,0,0,Landen Roupp,Chase Burns
2026-04-17,SF,WSH,5,10,4,8,Logan Webb,Zack Littell
2026-04-18,SF,WSH,1,7,0,5,Adrian Houser,Cade Cavalli
2026-04-19,SF,WSH,-3,0,-3,0,Robbie Ray,Pj Poulin
2026-04-21,SF,LAD,2,3,2,3,Landen Roupp,Yoshinobu Yamamoto
2026-04-22,SF,LAD,3,3,0,0,Tyler Mahle,Shohei Ohtani
2026-04-23,SF,LAD,-3,0,-3,0,Logan Webb,Tyler Glasnow
2026-04-24,SF,MIA,-5,4,-6,3,Adrian Houser,Sandy Alcantara
2026-04-25,SF,MIA,4,6,3,4,Robbie Ray,Eury Perez
2026-04-26,SF,MIA,3,6,0,3,Landen Roupp,Max Meyer
2026-04-28,SF,PHI,-7,0,-5,0,Tyler Mahle,Jesus Luzardo
2026-04-30,SF,PHI,-1,5,0,4,Logan Webb,Cristopher Sanchez
2026-05-01,SF,TB,-3,0,-3,0,Robbie Ray,Shane Mcclanahan
2026-05-02,SF,TB,-4,1,-3,1,Landen Roupp,Griffin Jax
2026-05-03,SF,TB,-1,1,1,1,Tyler Mahle,Steven Matz
2026-05-04,SF,SD,1,3,2,3,Trevor Mcdonald,Randy Vasquez
2026-05-05,SF,SD,-5,5,-4,4,Logan Webb,Walker Buehler
2026-05-06,SF,SD,-4,1,0,1,Adrian Houser,Bradgley Rodriguez
2026-05-08,SF,PIT,3,5,1,2,Robbie Ray,Carmen Mlodzinski
2026-05-09,SF,PIT,-10,3,-3,1,Landen Roupp,Braxton Ashcraft
2026-05-10,SF,PIT,1,7,0,4,Tyler Mahle,Bubba Chandler
2026-05-11,SF,LAD,6,9,0,3,Trevor Mcdonald,Roki Sasaki
2026-05-12,SF,LAD,4,6,1,3,Adrian Houser,Yoshinobu Yamamoto
2026-05-13,SF,LAD,-4,0,-4,0,Robbie Ray,Shohei Ohtani
2026-05-14,SF,LAD,-3,2,-3,2,Landen Roupp,Emmet Sheehan
