date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-26,PIT,NYM,-4,7,-6,5,Paul Skenes,Freddy Peralta
2026-03-28,PIT,NYM,-2,2,0,0,Mitch Keller,David Peterson
2026-03-29,PIT,NYM,1,4,0,2,Carmen Mlodzinski,Nolan Mclean
2026-03-30,PIT,CIN,-2,0,-2,0,Braxton Ashcraft,Chase Burns
2026-03-31,PIT,CIN,5,8,5,6,Bubba Chandler,Brandon Williamson
2026-04-01,PIT,CIN,5,8,1,4,Paul Skenes,Andrew Abbott
2026-04-03,PIT,BAL,1,5,3,5,Mitch Keller,Kyle Bradish
2026-04-04,PIT,BAL,1,3,-1,1,Carmen Mlodzinski,Shane Baz
2026-04-05,PIT,BAL,6,8,7,8,Braxton Ashcraft,Chris Bassitt
2026-04-06,PIT,SD,-5,0,-4,0,Bubba Chandler,German Marquez
2026-04-07,PIT,SD,6,7,2,2,Paul Skenes,Nick Pivetta
2026-04-08,PIT,SD,-6,2,0,0,Mitch Keller,Michael King
2026-04-10,PIT,CHC,2,2,0,0,Carmen Mlodzinski,Shota Imanaga
2026-04-11,PIT,CHC,1,4,2,3,Braxton Ashcraft,Edward Cabrera
2026-04-12,PIT,CHC,-1,6,3,6,Bubba Chandler,Jameson Taillon
2026-04-13,PIT,WSH,11,16,14,15,Paul Skenes,Cade Cavalli
2026-04-14,PIT,WSH,-1,4,-1,4,Mitch Keller,Pj Poulin
2026-04-15,PIT,WSH,2,2,2,2,Mason Montgomery,Jake Irvin
2026-04-16,PIT,WSH,-1,7,1,6,Braxton Ashcraft,Foster Griffin
2026-04-17,PIT,TB,4,5,2,3,Bubba Chandler,Nick Martinez
2026-04-18,PIT,TB,-1,7,-1,4,Paul Skenes,Drew Rasmussen
2026-04-19,PIT,TB,3,6,3,5,Mitch Keller,Shane Mcclanahan
2026-04-21,PIT,TEX,-4,1,-4,1,Carmen Mlodzinski,Kumar Rocker
2026-04-22,PIT,TEX,4,8,2,4,Braxton Ashcraft,Jack Leiter
2026-04-23,PIT,TEX,-5,1,-5,1,Bubba Chandler,Jacob Degrom
2026-04-24,PIT,MIL,6,6,4,4,Paul Skenes,Brandon Woodruff
2026-04-25,PIT,MIL,3,6,0,3,Mitch Keller,Jacob Misiorowski
2026-04-26,PIT,MIL,-5,0,-5,0,Carmen Mlodzinski,Kyle Harrison
2026-04-27,PIT,STL,-2,2,2,2,Mason Montgomery,Dustin May
2026-04-28,PIT,STL,-4,7,-3,3,Braxton Ashcraft,Kyle Leahy
2026-04-29,PIT,STL,-1,4,-2,1,Bubba Chandler,Andre Pallante
2026-04-30,PIT,STL,-5,5,-2,3,Paul Skenes,Hunter Dobbins
2026-05-01,PIT,CIN,8,9,8,9,Mitch Keller,Brady Singer
2026-05-02,PIT,CIN,10,17,9,15,Carmen Mlodzinski,Rhett Lowder
2026-05-03,PIT,CIN,1,1,0,0,Braxton Ashcraft,Chase Burns
2026-05-05,PIT,AZ,-9,0,-7,0,Bubba Chandler,Eduardo Rodriguez
2026-05-06,PIT,AZ,1,1,1,1,Paul Skenes,Michael Soroka
2026-05-07,PIT,AZ,2,4,2,4,Mitch Keller,Zac Gallen
2026-05-08,PIT,SF,-3,2,-1,1,Carmen Mlodzinski,Robbie Ray
2026-05-09,PIT,SF,10,13,3,4,Braxton Ashcraft,Landen Roupp
2026-05-10,PIT,SF,-1,6,0,4,Bubba Chandler,Tyler Mahle
2026-05-12,PIT,COL,2,3,2,2,Paul Skenes,Michael Lorenzen
2026-05-13,PIT,COL,-6,4,-2,4,Mitch Keller,Jose Quintana
2026-05-14,PIT,COL,5,7,5,7,Mason Montgomery,Chase Dollander
2026-05-15,PIT,PHI,-2,9,5,8,Braxton Ashcraft,Aaron Nola
2026-05-16,PIT,PHI,-6,0,-5,0,Bubba Chandler,Cristopher Sanchez
2026-05-17,PIT,PHI,-6,0,-5,0,Paul Skenes,Zack Wheeler
2026-05-19,PIT,STL,-3,6,-1,4,Mitch Keller,Matthew Liberatore
2026-05-20,PIT,STL,7,7,3,3,Carmen Mlodzinski,Michael Mcgreevy
2026-05-21,PIT,STL,4,6,3,4,Braxton Ashcraft,Dustin May
2026-05-22,PIT,TOR,-4,2,-2,1,Bubba Chandler,Kevin Gausman
2026-05-23,PIT,TOR,-3,2,-3,1,Paul Skenes,Patrick Corbin
2026-05-24,PIT,TOR,3,4,3,4,Mitch Keller,Dylan Cease
2026-05-25,PIT,CHC,1,2,0,1,Carmen Mlodzinski,Ben Brown
2026-05-26,PIT,CHC,11,12,8,9,Braxton Ashcraft,Jordan Wicks
2026-05-27,PIT,CHC,-6,4,0,4,Bubba Chandler,Jameson Taillon
2026-05-28,PIT,CHC,-5,2,-1,2,Paul Skenes,Colin Rea
2026-05-29,PIT,MIN,1,6,-1,4,Jared Jones,Taj Bradley
2026-05-30,PIT,MIN,1,10,1,8,Mitch Keller,Bailey Ober
2026-05-31,PIT,MIN,6,9,7,9,Braxton Ashcraft,Zebby Matthews
2026-06-02,PIT,HOU,4,10,2,6,Bubba Chandler,Mike Burrows
2026-06-03,PIT,HOU,-2,9,2,5,Paul Skenes,Spencer Arrighetti
2026-06-04,PIT,HOU,4,5,4,5,Jared Jones,Kai Wei
2026-06-05,PIT,ATL,-3,3,-3,3,Mitch Keller,Martin Perez
2026-06-06,PIT,ATL,-3,3,-3,3,Braxton Ashcraft,Spencer Strider
2026-06-07,PIT,ATL,-1,2,2,2,Mason Montgomery,Bryce Elder
2026-06-09,PIT,LAD,-9,3,0,2,Paul Skenes,Eric Lauer
2026-06-10,PIT,LAD,1,9,-5,1,Jared Jones,Shohei Ohtani
2026-06-11,PIT,LAD,-2,6,-1,4,Mitch Keller,Justin Wrobleski
2026-06-12,PIT,MIA,-5,3,0,2,Braxton Ashcraft,Sandy Alcantara
2026-06-13,PIT,MIA,1,3,0,2,Bubba Chandler,Lake Bachar
2026-06-14,PIT,MIA,-2,2,-1,1,Paul Skenes,Max Meyer
2026-06-15,PIT,ATH,-9,2,-5,1,Jared Jones,J T
2026-06-16,PIT,ATH,1,6,-2,3,Mitch Keller,Jack Perkins
2026-06-17,PIT,ATH,8,12,5,7,Braxton Ashcraft,Aaron Civale
2026-06-19,PIT,COL,-1,3,-2,0,Bubba Chandler,Kyle Freeland
2026-06-20,PIT,COL,-1,1,-1,1,Paul Skenes,Tomoyuki Sugano
2026-06-21,PIT,COL,2,8,4,5,Jared Jones,Michael Lorenzen
2026-06-23,PIT,SEA,-1,2,1,2,Mitch Keller,George Kirby
2026-06-24,PIT,SEA,10,11,4,5,Braxton Ashcraft,Bryan Woo
2026-06-25,PIT,SEA,4,5,2,3,Bubba Chandler,Bryce Miller
2026-06-26,PIT,CIN,-2,4,0,4,Paul Skenes,Andrew Abbott
2026-06-27,PIT,CIN,-2,7,-2,4,Jared Jones,Chase Burns
2026-06-28,PIT,CIN,5,9,1,5,Mitch Keller,Brady Singer
2026-06-29,PIT,PHI,4,11,3,8,Braxton Ashcraft,Aaron Nola
2026-06-30,PIT,PHI,-8,0,-2,0,Bubba Chandler,Cristopher Sanchez
2026-07-01,PIT,PHI,-4,6,-4,4,Paul Skenes,Zack Wheeler
2026-07-02,PIT,PHI,5,6,0,1,Jared Jones,Alan Rangel
2026-07-03,PIT,WSH,-4,5,-4,1,Mitch Keller,Foster Griffin
2026-07-04,PIT,WSH,6,7,4,5,Braxton Ashcraft,Carson Palmquist
2026-07-05,PIT,WSH,6,11,0,4,Bubba Chandler,Cade Cavalli
2026-07-07,PIT,ATL,8,12,8,10,Paul Skenes,Hurston Waldrep
