date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-07-08,PIT,ATL,-3,0,0,0,Jared Jones,Grant Holmes
2026-07-09,PIT,ATL,-5,5,-1,5,Mitch Keller,Bryce Elder
2026-07-11,PIT,MIL,1,7,-2,3,Bubba Chandler,Brandon Sproat
2026-07-12,PIT,MIL,9,14,12,14,Paul Skenes,Robert Gasser
2026-07-18,PIT,CLE,2,7,4,5,Jared Jones,Gavin Williams
2026-07-19,PIT,CLE,6,7,4,5,Paul Skenes,Joey Cantillo
2026-07-20,PIT,NYY,-3,5,-3,5,Braxton Ashcraft,Ryan Weathers
2026-07-22,PIT,NYY,2,5,2,2,Bubba Chandler,Max Fried
2026-07-24,PIT,CHC,-1,2,0,1,Jared Jones,Matthew Boyd
2026-07-25,PIT,CHC,-11,0,-8,0,Paul Skenes,Shota Imanaga
2026-07-26,PIT,CHC,1,8,4,8,Braxton Ashcraft,Jameson Taillon
