date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2026-03-27,MIA,COL,1,2,1,2,Sandy Alcantara,Kyle Freeland
2026-03-28,MIA,COL,1,4,0,3,Eury Perez,Michael Lorenzen
2026-03-29,MIA,COL,1,4,-1,2,Max Meyer,Jose Quintana
2026-03-30,MIA,CWS,-5,4,-6,3,Chris Paddack,Davis Martin
2026-03-31,MIA,CWS,7,9,2,4,Janson Junk,Erick Fedde
2026-04-01,MIA,CWS,10,10,9,9,Sandy Alcantara,Shane Smith
2026-04-03,MIA,NYY,-6,2,-3,2,Eury Perez,Will Warren
2026-04-04,MIA,NYY,-2,7,-1,4,Max Meyer,Ryan Weathers
2026-04-05,MIA,NYY,1,7,-1,3,Pete Fairbanks,Max Fried
2026-04-06,MIA,CIN,-2,0,-1,0,Janson Junk,Brandon Williamson
2026-04-07,MIA,CIN,-3,3,2,2,Sandy Alcantara,Andrew Abbott
2026-04-08,MIA,CIN,3,7,2,6,Eury Perez,Brady Singer
2026-04-09,MIA,CIN,7,8,4,5,Max Meyer,Rhett Lowder
2026-04-10,MIA,DET,-2,0,-2,0,Chris Paddack,Keider Montero
2026-04-11,MIA,DET,-5,1,-4,1,Janson Junk,Casey Mize
2026-04-12,MIA,DET,-6,2,-7,0,Sandy Alcantara,Tarik Skubal
2026-04-13,MIA,ATL,6,10,5,9,Eury Perez,Grant Holmes
2026-04-14,MIA,ATL,-1,5,1,4,Max Meyer,Reynaldo Lopez
2026-04-15,MIA,ATL,-3,3,-3,0,Chris Paddack,Bryce Elder
2026-04-17,MIA,MIL,-2,5,-1,3,Janson Junk,Coleman Crow
2026-04-18,MIA,MIL,-3,2,-4,1,Sandy Alcantara,Brandon Woodruff
2026-04-19,MIA,MIL,2,5,4,5,Eury Perez,Jacob Misiorowski
2026-04-20,MIA,STL,2,5,2,4,Max Meyer,Michael Mcgreevy
2026-04-21,MIA,STL,-2,3,-4,1,Chris Paddack,Dustin May
2026-04-22,MIA,STL,3,4,4,4,Janson Junk,Kyle Leahy
2026-04-24,MIA,SF,5,9,6,9,Sandy Alcantara,Adrian Houser
2026-04-25,MIA,SF,-4,2,-3,1,Eury Perez,Robbie Ray
2026-04-26,MIA,SF,-3,3,0,3,Max Meyer,Landen Roupp
2026-04-27,MIA,LAD,-1,4,2,4,Chris Paddack,Yoshinobu Yamamoto
2026-04-28,MIA,LAD,1,2,2,2,Janson Junk,Shohei Ohtani
2026-04-29,MIA,LAD,1,3,0,2,Sandy Alcantara,Tyler Glasnow
2026-05-01,MIA,PHI,-1,5,-1,1,Eury Perez,Zack Wheeler
2026-05-02,MIA,PHI,4,4,4,4,Max Meyer,Andrew Painter
2026-05-03,MIA,PHI,-5,2,-7,0,Chris Paddack,Jesus Luzardo
2026-05-04,MIA,PHI,-1,0,-1,0,Janson Junk,Aaron Nola
2026-05-05,MIA,BAL,-2,7,-3,4,Sandy Alcantara,Chris Bassitt
2026-05-06,MIA,BAL,-3,4,-2,3,Eury Perez,Brandon Young
2026-05-07,MIA,BAL,1,4,1,3,Max Meyer,Cade Povich
2026-05-08,MIA,WSH,-1,2,-1,2,Robby Snelling,Foster Griffin
2026-05-09,MIA,WSH,1,8,-1,3,Janson Junk,Richard Lovelady
2026-05-10,MIA,WSH,3,5,0,2,Sandy Alcantara,Cade Cavalli
2026-05-12,MIA,MIN,-3,0,-3,0,Eury Perez,Bailey Ober
2026-05-13,MIA,MIN,4,9,5,9,Max Meyer,Simeon Woods
