date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2025-03-28,COL,TB,-1,2,2,2,Kyle Freeland,Ryan Pepiot
2025-03-29,COL,TB,1,2,1,1,Antonio Senzatela,Zack Littell
2025-03-30,COL,TB,-2,4,-4,2,Ryan Feltner,Taj Bradley
2025-03-31,COL,PHI,-5,1,1,1,German Marquez,Cristopher Sanchez
2025-04-02,COL,PHI,-4,1,-2,0,Kyle Freeland,Zack Wheeler
2025-04-03,COL,PHI,-2,1,-1,0,Antonio Senzatela,Taijuan Walker
2025-04-04,COL,ATH,-3,3,-1,2,Ryan Feltner,Osvaldo Bido
2025-04-05,COL,ATH,-3,4,-1,3,German Marquez,Jp Sears
2025-04-06,COL,ATH,7,12,3,7,Chase Dollander,Joey Estes
2025-04-08,COL,MIL,-6,1,-3,1,Kyle Freeland,Freddy Peralta
2025-04-09,COL,MIL,-15,2,-8,2,Antonio Senzatela,Tyler Alexander
2025-04-10,COL,MIL,5,7,0,1,Ryan Feltner,Quinn Priester
2025-04-11,COL,SD,-8,0,-7,0,German Marquez,Nick Pivetta
2025-04-12,COL,SD,-2,0,-2,0,Chase Dollander,Kyle Hart
2025-04-13,COL,SD,-6,0,-5,0,Kyle Freeland,Michael King
2025-04-14,COL,LAD,-2,3,-4,1,Antonio Senzatela,Dustin May
2025-04-15,COL,LAD,-4,2,-3,2,Ryan Feltner,Landon Knack
2025-04-16,COL,LAD,-1,7,-2,6,German Marquez,Bobby Miller
2025-04-19,COL,WSH,-1,11,-7,2,Chase Dollander,Mackenzie Gore
2025-04-20,COL,WSH,0,3,-1,2,Antonio Senzatela,Brad Lord
2025-04-22,COL,KC,-1,3,-1,0,Ryan Feltner,Kris Bubic
2025-04-24,COL,KC,-3,4,-2,4,German Marquez,Cole Ragans
2025-04-25,COL,CIN,-1,7,0,6,Kyle Freeland,Andrew Abbott
2025-04-26,COL,CIN,-2,4,-1,3,Antonio Senzatela,Hunter Greene
2025-04-27,COL,CIN,-7,1,-7,0,Bradley Blalock,Nick Lodolo
2025-04-28,COL,ATL,-3,3,-2,3,Ryan Feltner,Bryce Elder
2025-04-29,COL,ATL,-6,2,-5,2,German Marquez,Aj Smith
2025-04-30,COL,ATL,1,2,1,2,Chase Dollander,Chris Sale
2025-05-01,COL,SF,1,4,-2,1,Kyle Freeland,Justin Verlander
2025-05-02,COL,SF,-4,0,-4,0,Antonio Senzatela,Robbie Ray
2025-05-03,COL,SF,-3,3,-3,3,Bradley Blalock,Jordan Hicks
2025-05-04,COL,SF,-6,3,-4,1,German Marquez,Logan Webb
2025-05-07,COL,DET,-2,6,0,6,Chase Dollander,Jackson Jobe
2025-05-08,COL,DET,-9,2,-8,1,Kyle Freeland,Keider Montero
2025-05-09,COL,SD,-4,9,-10,2,Antonio Senzatela,Randy Vasquez
2025-05-10,COL,SD,-21,0,-20,0,Bradley Blalock,Stephen Kolek
2025-05-11,COL,SD,6,9,5,6,German Marquez,Nick Pivetta
2025-05-12,COL,TEX,-1,1,-1,1,Chase Dollander,Tyler Mahle
2025-05-13,COL,TEX,-3,1,-2,1,Kyle Freeland,Jack Leiter
2025-05-14,COL,TEX,-5,3,-5,3,Antonio Senzatela,Patrick Corbin
2025-05-16,COL,AZ,-8,0,-5,0,Carson Palmquist,Corbin Burnes
2025-05-17,COL,AZ,2,14,-1,10,German Marquez,Zac Gallen
2025-05-18,COL,AZ,-1,0,-1,0,Chase Dollander,Merrill Kelly
2025-05-19,COL,PHI,-6,3,2,3,Kyle Freeland,Cristopher Sanchez
2025-05-20,COL,PHI,-3,4,-3,1,Antonio Senzatela,Jesus Luzardo
2025-05-21,COL,PHI,-4,5,-6,3,Carson Palmquist,Taijuan Walker
2025-05-22,COL,PHI,-2,0,-1,0,German Marquez,Ranger Suarez
2025-05-23,COL,NYY,1,3,1,3,Tanner Gordon,Clarke Schmidt
2025-05-24,COL,NYY,-12,1,-10,1,Kyle Freeland,Max Fried
2025-05-25,COL,NYY,-1,4,-1,3,Antonio Senzatela,Will Warren
2025-05-26,COL,CHC,-2,1,-1,1,Carson Palmquist,Jameson Taillon
2025-05-27,COL,CHC,-1,3,-1,1,German Marquez,Cade Horton
2025-05-28,COL,CHC,-1,1,-1,1,Tanner Gordon,Matthew Boyd
2025-05-30,COL,NYM,-2,2,-2,1,Kyle Freeland,David Peterson
2025-05-31,COL,NYM,-6,2,-6,1,Antonio Senzatela,Kodai Senga
2025-06-01,COL,NYM,-2,3,-1,3,Carson Palmquist,Clay Holmes
2025-06-02,COL,MIA,2,6,1,5,German Marquez,Max Meyer
2025-06-03,COL,MIA,1,3,0,2,Chase Dollander,Sandy Alcantara
2025-06-04,COL,MIA,1,3,3,3,Kyle Freeland,Cal Quantrill
2025-06-06,COL,NYM,-2,2,1,1,Ryan Rolison,Kodai Senga
2025-06-07,COL,NYM,-7,1,-3,1,German Marquez,Clay Holmes
