date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2025-05-20,TOR,SD,3,3,3,3,Chris Bassitt,Dylan Cease
2025-05-21,TOR,SD,14,14,2,2,Kevin Gausman,Randy Vasquez
2025-05-22,TOR,SD,1,7,2,4,Bowden Francis,Stephen Kolek
2025-05-23,TOR,TB,-2,1,-3,0,Eric Lauer,Drew Rasmussen
2025-05-24,TOR,TB,-2,1,-2,1,Jose Berrios,Shane Baz
2025-05-25,TOR,TB,-13,0,-9,0,Chris Bassitt,Ryan Pepiot
2025-05-26,TOR,TEX,1,2,1,2,Kevin Gausman,Jacob Degrom
2025-05-27,TOR,TEX,-2,0,0,0,Bowden Francis,Nathan Eovaldi
2025-05-28,TOR,TEX,2,2,0,0,Paxton Schultz,Tyler Mahle
2025-05-29,TOR,ATH,12,12,11,11,Jose Berrios,Jacob Lopez
2025-05-30,TOR,ATH,4,11,6,11,Chris Bassitt,Jeffrey Springs
2025-05-31,TOR,ATH,1,8,3,8,Braydon Fisher,Gunnar Hoglund
2025-06-01,TOR,ATH,4,8,-1,2,Kevin Gausman,Jp Sears
2025-06-03,TOR,PHI,-5,3,-6,1,Bowden Francis,Cristopher Sanchez
2025-06-04,TOR,PHI,1,2,0,1,Jose Berrios,Mick Abel
2025-06-05,TOR,PHI,8,9,8,9,Chris Bassitt,Jesus Luzardo
2025-06-06,TOR,MIN,2,6,2,5,Paxton Schultz,Bailey Ober
2025-06-07,TOR,MIN,1,5,-1,2,Kevin Gausman,Chris Paddack
2025-06-08,TOR,MIN,-3,3,-3,3,Bowden Francis,Joe Ryan
2025-06-09,TOR,STL,1,5,2,2,Jose Berrios,Andre Pallante
2025-06-10,TOR,STL,1,10,2,6,Chris Bassitt,Miles Mikolas
2025-06-11,TOR,STL,3,5,3,5,Eric Lauer,Matthew Liberatore
2025-06-13,TOR,PHI,-8,0,-5,0,Kevin Gausman,Ranger Suarez
2025-06-14,TOR,PHI,-1,2,0,2,Bowden Francis,Cristopher Sanchez
2025-06-15,TOR,PHI,-7,4,-8,2,Jose Berrios,Zack Wheeler
2025-06-17,TOR,AZ,1,5,-1,2,Chris Bassitt,Brandon Pfaadt
2025-06-18,TOR,AZ,7,8,4,5,Eric Lauer,Eduardo Rodriguez
2025-06-19,TOR,AZ,-4,5,-8,1,Kevin Gausman,Ryne Nelson
2025-06-20,TOR,CWS,-6,1,-7,0,Spencer Turnbull,Grant Taylor
2025-06-21,TOR,CWS,6,7,3,4,Jose Berrios,Aaron Civale
2025-06-22,TOR,CWS,-2,2,0,1,Chris Bassitt,Adrian Houser
2025-06-24,TOR,CLE,4,10,3,4,Eric Lauer,Logan Allen
2025-06-25,TOR,CLE,-1,4,0,4,Max Scherzer,Gavin Williams
2025-06-26,TOR,CLE,6,6,3,3,Kevin Gausman,Tanner Bibee
2025-06-27,TOR,BOS,9,9,3,3,Jose Berrios,Brayan Bello
2025-06-28,TOR,BOS,-14,1,-11,1,Chris Bassitt,Lucas Giolito
2025-06-29,TOR,BOS,2,5,2,5,Eric Lauer,Walker Buehler
2025-06-30,TOR,NYY,1,5,2,5,Max Scherzer,Carlos Rodon
2025-07-01,TOR,NYY,7,12,2,4,Kevin Gausman,Max Fried
2025-07-02,TOR,NYY,2,11,1,8,Jose Berrios,Will Warren
2025-07-03,TOR,NYY,3,8,3,6,Chris Bassitt,Clarke Schmidt
2025-07-04,TOR,LAA,1,4,3,3,Eric Lauer,Kyle Hendricks
2025-07-05,TOR,LAA,1,4,1,3,Max Scherzer,Jack Kochanowicz
2025-07-06,TOR,LAA,1,3,1,3,Kevin Gausman,Tyler Anderson
