date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2025-03-27,TEX,BOS,-3,2,0,2,Nathan Eovaldi,Garrett Crochet
2025-03-28,TEX,BOS,3,4,3,4,Jack Leiter,Tanner Houck
2025-03-29,TEX,BOS,1,4,2,4,Tyler Mahle,Walker Buehler
2025-03-30,TEX,BOS,1,3,1,3,Jacob Degrom,Richard Fitts
2025-03-31,TEX,CIN,-11,3,-12,0,Kumar Rocker,Brady Singer
2025-04-01,TEX,CIN,1,1,1,1,Nathan Eovaldi,Carson Spiers
2025-04-02,TEX,CIN,1,1,1,1,Jack Leiter,Hunter Greene
2025-04-04,TEX,TB,3,5,4,4,Tyler Mahle,Zack Littell
2025-04-05,TEX,TB,2,6,0,4,Jacob Degrom,Taj Bradley
2025-04-06,TEX,TB,1,4,1,2,Kumar Rocker,Drew Rasmussen
2025-04-07,TEX,CHC,-7,0,-7,0,Nathan Eovaldi,Justin Steele
2025-04-08,TEX,CHC,-4,6,-3,3,Patrick Corbin,Jameson Taillon
2025-04-09,TEX,CHC,4,6,4,5,Tyler Mahle,Shota Imanaga
2025-04-11,TEX,SEA,-2,3,0,3,Jacob Degrom,Bryce Miller
2025-04-12,TEX,SEA,-7,2,-4,1,Kumar Rocker,Bryan Woo
2025-04-13,TEX,SEA,-2,1,-2,1,Nathan Eovaldi,Logan Gilbert
2025-04-15,TEX,LAA,4,4,1,1,Tyler Mahle,Yusei Kikuchi
2025-04-16,TEX,LAA,2,3,2,3,Patrick Corbin,Jose Soriano
2025-04-17,TEX,LAA,2,5,1,4,Kumar Rocker,Jack Kochanowicz
2025-04-18,TEX,LAD,-3,0,-1,0,Jacob Degrom,Yoshinobu Yamamoto
2025-04-19,TEX,LAD,1,4,-1,2,Nathan Eovaldi,Roki Sasaki
2025-04-20,TEX,LAD,-1,0,0,0,Tyler Mahle,Tyler Glasnow
2025-04-22,TEX,ATH,3,8,6,8,Patrick Corbin,Osvaldo Bido
2025-04-23,TEX,ATH,-3,2,-3,2,Kumar Rocker,Jp Sears
2025-04-24,TEX,ATH,-1,3,1,3,Jacob Degrom,J T
2025-04-25,TEX,SF,2,2,2,2,Nathan Eovaldi,Justin Verlander
2025-04-26,TEX,SF,-1,2,0,2,Tyler Mahle,Robbie Ray
2025-04-27,TEX,SF,-1,2,0,2,Jack Leiter,Jordan Hicks
2025-04-28,TEX,ATH,-1,1,-1,1,Patrick Corbin,Jp Sears
2025-04-29,TEX,ATH,13,15,12,12,Jacob Degrom,Jacob Lopez
2025-04-30,TEX,ATH,-6,1,0,1,Nathan Eovaldi,Luis Severino
2025-05-01,TEX,ATH,-3,0,-1,0,Tyler Mahle,Jeffrey Springs
2025-05-02,TEX,SEA,-12,1,-10,0,Jack Leiter,Bryan Woo
2025-05-03,TEX,SEA,-1,1,0,1,Patrick Corbin,Luis Castillo
2025-05-04,TEX,SEA,7,8,5,6,Jacob Degrom,Logan Evans
2025-05-06,TEX,BOS,5,6,5,6,Nathan Eovaldi,Lucas Giolito
2025-05-07,TEX,BOS,-2,4,0,3,Tyler Mahle,Tanner Houck
2025-05-08,TEX,BOS,-5,0,-4,0,Jack Leiter,Brayan Bello
2025-05-09,TEX,DET,-1,1,-1,1,Patrick Corbin,Tarik Skubal
2025-05-10,TEX,DET,7,10,5,7,Jacob Degrom,Jack Flaherty
2025-05-11,TEX,DET,5,6,5,5,Nathan Eovaldi,Reese Olson
2025-05-12,TEX,COL,1,2,1,2,Tyler Mahle,Chase Dollander
2025-05-13,TEX,COL,3,4,2,3,Jack Leiter,Kyle Freeland
2025-05-14,TEX,COL,5,8,5,8,Patrick Corbin,Antonio Senzatela
2025-05-15,TEX,HOU,1,1,1,1,Jacob Degrom,Hunter Brown
2025-05-16,TEX,HOU,-3,3,2,2,Nathan Eovaldi,Lance Mccullers
2025-05-17,TEX,HOU,4,5,2,3,Tyler Mahle,Ronel Blanco
2025-05-18,TEX,HOU,-1,3,3,3,Jack Leiter,Framber Valdez
2025-05-20,TEX,NYY,-3,2,-3,0,Patrick Corbin,Will Warren
2025-05-21,TEX,NYY,-1,3,0,1,Jacob Degrom,Ryan Yarbrough
2025-05-22,TEX,NYY,-1,0,-1,0,Nathan Eovaldi,Carlos Rodon
2025-05-23,TEX,CWS,-3,1,-3,1,Tyler Mahle,Sean Burke
2025-05-24,TEX,CWS,-5,5,-4,4,Jack Leiter,Bryse Wilson
2025-05-25,TEX,CWS,1,5,-1,2,Patrick Corbin,Davis Martin
2025-05-26,TEX,TOR,-1,1,-1,1,Jacob Degrom,Kevin Gausman
2025-05-27,TEX,TOR,2,2,0,0,Nathan Eovaldi,Bowden Francis
2025-05-28,TEX,TOR,-2,0,0,0,Tyler Mahle,Paxton Schultz
2025-05-30,TEX,STL,10,11,9,9,Jack Leiter,Matthew Liberatore
2025-05-31,TEX,STL,-2,0,-2,0,Patrick Corbin,Sonny Gray
2025-06-01,TEX,STL,7,8,1,2,Jacob Degrom,Erick Fedde
