date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2025-03-27,MIL,NYY,-2,2,-1,1,Freddy Peralta,Carlos Rodon
2025-03-29,MIL,NYY,-11,9,-12,6,Nestor Cortes,Max Fried
2025-03-30,MIL,NYY,-9,3,-4,3,Aaron Civale,Marcus Stroman
2025-03-31,MIL,KC,-10,1,-4,0,Elvin Rodriguez,Kris Bubic
2025-04-01,MIL,KC,5,5,4,4,Chad Patrick,Michael Lorenzen
2025-04-02,MIL,KC,1,3,0,1,Freddy Peralta,Cole Ragans
2025-04-03,MIL,CIN,1,1,1,1,Nestor Cortes,Nick Lodolo
2025-04-04,MIL,CIN,1,3,3,3,Tyler Alexander,Nick Martinez
2025-04-05,MIL,CIN,-4,7,-2,5,Elvin Rodriguez,Brady Singer
2025-04-06,MIL,CIN,6,8,6,7,Chad Patrick,Carson Spiers
2025-04-08,MIL,COL,6,7,3,4,Freddy Peralta,Kyle Freeland
2025-04-09,MIL,COL,15,17,8,10,Tyler Alexander,Antonio Senzatela
2025-04-10,MIL,COL,-5,2,0,1,Quinn Priester,Ryan Feltner
2025-04-11,MIL,AZ,7,7,3,3,Jose Quintana,Eduardo Rodriguez
2025-04-12,MIL,AZ,-1,4,3,3,Chad Patrick,Corbin Burnes
2025-04-13,MIL,AZ,-3,2,0,2,Freddy Peralta,Zac Gallen
2025-04-14,MIL,DET,-8,1,-9,0,Tyler Alexander,Tarik Skubal
2025-04-15,MIL,DET,5,5,3,3,Quinn Priester,Jack Flaherty
2025-04-16,MIL,DET,4,5,4,5,Jose Quintana,Keider Montero
2025-04-18,MIL,ATH,2,5,2,3,Freddy Peralta,J T
2025-04-19,MIL,ATH,-2,1,-1,1,Chad Patrick,Luis Severino
2025-04-20,MIL,ATH,13,14,8,9,Logan Henderson,Jeffrey Springs
2025-04-21,MIL,SF,-3,2,-1,2,Quinn Priester,Robbie Ray
2025-04-22,MIL,SF,8,11,10,11,Jose Quintana,Jordan Hicks
2025-04-23,MIL,SF,-2,2,-4,0,Freddy Peralta,Logan Webb
2025-04-24,MIL,SF,-1,5,1,5,Tobias Myers,Landen Roupp
2025-04-25,MIL,STL,-1,2,-2,1,Chad Patrick,Matthew Liberatore
2025-04-26,MIL,STL,-1,5,-2,3,Quinn Priester,Sonny Gray
2025-04-27,MIL,STL,6,7,6,7,Jose Quintana,Erick Fedde
2025-04-29,MIL,CWS,5,7,3,5,Freddy Peralta,Tyler Gilbert
2025-04-30,MIL,CWS,2,6,0,3,Tobias Myers,Shane Smith
2025-05-01,MIL,CWS,-8,0,-4,0,Chad Patrick,Sean Burke
2025-05-02,MIL,CHC,-10,0,-9,0,Tyler Alexander,Ben Brown
2025-05-03,MIL,CHC,-4,2,-4,2,Jose Quintana,Jameson Taillon
2025-05-04,MIL,CHC,4,4,4,4,Freddy Peralta,Shota Imanaga
2025-05-05,MIL,HOU,4,5,2,3,Tobias Myers,Ronel Blanco
2025-05-06,MIL,HOU,1,4,4,4,Chad Patrick,Hayden Wesneski
2025-05-07,MIL,HOU,-8,1,-5,1,Quinn Priester,Framber Valdez
2025-05-09,MIL,TB,-1,3,-1,2,Jose Quintana,Zack Littell
2025-05-10,MIL,TB,-1,2,0,2,Tobias Myers,Taj Bradley
2025-05-11,MIL,TB,2,4,1,3,Chad Patrick,Drew Rasmussen
2025-05-12,MIL,CLE,-5,0,-4,0,Freddy Peralta,Ben Lively
2025-05-13,MIL,CLE,-2,0,-1,0,Quinn Priester,Logan Allen
2025-05-14,MIL,CLE,4,9,3,5,Logan Henderson,Gavin Williams
2025-05-16,MIL,MIN,-3,0,-3,0,Chad Patrick,Joe Ryan
2025-05-17,MIL,MIN,-7,0,-6,0,Tobias Myers,Pablo Lopez
2025-05-18,MIL,MIN,3,5,3,4,Freddy Peralta,Zebby Matthews
2025-05-19,MIL,BAL,1,5,3,4,Rob Zastryzny,Dean Kremer
2025-05-20,MIL,BAL,3,5,3,3,Logan Henderson,Keegan Akin
2025-05-21,MIL,BAL,-4,4,1,2,Chad Patrick,Tomoyuki Sugano
2025-05-22,MIL,PIT,3,8,2,5,Aaron Civale,Mike Burrows
2025-05-23,MIL,PIT,-1,5,-1,1,Freddy Peralta,Paul Skenes
2025-05-24,MIL,PIT,-1,1,0,1,Quinn Priester,Mitch Keller
2025-05-25,MIL,PIT,1,6,0,3,Logan Henderson,Bailey Falter
2025-05-26,MIL,BOS,1,3,2,2,Chad Patrick,Garrett Crochet
2025-05-27,MIL,BOS,4,5,-1,0,Aaron Civale,Richard Fitts
2025-05-28,MIL,BOS,1,6,1,4,Freddy Peralta,Brayan Bello
2025-05-30,MIL,PHI,4,6,4,5,Dl Hall,Taijuan Walker
2025-05-31,MIL,PHI,10,17,15,17,Chad Patrick,Jesus Luzardo
2025-06-01,MIL,PHI,3,5,-1,1,Jose Quintana,Ranger Suarez
2025-06-02,MIL,CIN,1,3,1,3,Aaron Civale,Brady Singer
2025-06-03,MIL,CIN,-2,2,0,2,Freddy Peralta,Hunter Greene
2025-06-04,MIL,CIN,8,9,4,5,Dl Hall,Andrew Abbott
2025-06-06,MIL,SD,-2,0,-1,0,Chad Patrick,Randy Vasquez
2025-06-07,MIL,SD,1,4,-1,0,Jose Quintana,Stephen Kolek
2025-06-08,MIL,SD,-1,0,0,0,Freddy Peralta,Ryan Bergert
2025-06-09,MIL,ATL,-6,1,-2,1,Aaron Civale,Chris Sale
2025-06-10,MIL,ATL,3,4,2,3,Quinn Priester,Grant Holmes
2025-06-11,MIL,ATL,-4,2,-4,1,Chad Patrick,Spencer Schwellenbach
2025-06-12,MIL,STL,6,6,6,6,Jacob Misiorowski,Sonny Gray
2025-06-13,MIL,STL,1,3,2,3,Freddy Peralta,Erick Fedde
2025-06-14,MIL,STL,-3,5,-3,4,Jose Quintana,Andre Pallante
2025-06-15,MIL,STL,1,3,1,2,Quinn Priester,Miles Mikolas
2025-06-17,MIL,CHC,-2,3,-1,3,Chad Patrick,Ben Brown
2025-06-19,MIL,CHC,1,8,5,8,Freddy Peralta,Jameson Taillon
2025-06-20,MIL,MIN,11,17,3,3,Jacob Misiorowski,Joe Ryan
2025-06-21,MIL,MIN,9,9,4,4,Jose Quintana,Simeon Woods
2025-06-22,MIL,MIN,1,9,5,9,Quinn Priester,Danny Coulombe
