date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2025-03-27,NYM,HOU,-2,1,-3,0,Clay Holmes,Framber Valdez
2025-03-28,NYM,HOU,2,3,2,3,Tylor Megill,Hunter Brown
2025-03-29,NYM,HOU,-1,1,-1,1,Griffin Canning,Spencer Arrighetti
2025-03-31,NYM,MIA,6,10,8,10,David Peterson,Cal Quantrill
2025-04-01,NYM,MIA,-2,2,-2,2,Kodai Senga,Sandy Alcantara
2025-04-02,NYM,MIA,1,6,-1,1,Clay Holmes,Connor Gillispie
2025-04-04,NYM,TOR,5,5,5,5,Tylor Megill,Kevin Gausman
2025-04-05,NYM,TOR,1,3,-2,0,Griffin Canning,Chris Bassitt
2025-04-06,NYM,TOR,1,2,1,2,David Peterson,Bowden Francis
2025-04-07,NYM,MIA,2,2,1,1,Kodai Senga,Valente Bellozo
2025-04-08,NYM,MIA,5,10,4,9,Clay Holmes,Connor Gillispie
2025-04-09,NYM,MIA,-5,0,-2,0,Tylor Megill,Max Meyer
2025-04-11,NYM,ATH,1,7,2,6,Griffin Canning,Jp Sears
2025-04-12,NYM,ATH,-2,1,-1,1,David Peterson,J T
2025-04-13,NYM,ATH,8,8,1,1,Kodai Senga,Luis Severino
2025-04-14,NYM,MIN,4,5,2,3,Clay Holmes,Joe Ryan
2025-04-15,NYM,MIN,-3,3,-3,2,Tylor Megill,Bailey Ober
2025-04-16,NYM,MIN,-1,3,-3,0,Huascar Brazoban,David Festa
2025-04-17,NYM,STL,3,4,3,4,Griffin Canning,Andre Pallante
2025-04-18,NYM,STL,1,5,0,3,David Peterson,Miles Mikolas
2025-04-19,NYM,STL,3,3,2,2,Kodai Senga,Matthew Liberatore
2025-04-20,NYM,STL,3,7,2,3,Clay Holmes,Sonny Gray
2025-04-21,NYM,PHI,1,5,2,2,Tylor Megill,Aaron Nola
2025-04-22,NYM,PHI,4,5,1,2,Griffin Canning,Cristopher Sanchez
2025-04-23,NYM,PHI,1,4,0,2,David Peterson,Zack Wheeler
2025-04-25,NYM,WSH,-1,4,-2,0,Kodai Senga,Jake Irvin
2025-04-26,NYM,WSH,2,2,2,2,Clay Holmes,Brad Lord
2025-04-27,NYM,WSH,-1,7,6,7,Tylor Megill,Mitchell Parker
2025-04-28,NYM,WSH,14,19,6,6,Griffin Canning,Trevor Williams
2025-04-29,NYM,AZ,5,8,7,8,David Peterson,Eduardo Rodriguez
2025-04-30,NYM,AZ,-1,3,1,1,Huascar Brazoban,Corbin Burnes
2025-05-01,NYM,AZ,-2,2,-1,1,Kodai Senga,Zac Gallen
2025-05-02,NYM,STL,6,9,3,6,Clay Holmes,Sonny Gray
2025-05-04,NYM,STL,-1,5,-2,4,Blade Tidwell,Erick Fedde
2025-05-05,NYM,AZ,1,5,1,2,Griffin Canning,Ryne Nelson
2025-05-06,NYM,AZ,-4,1,-3,1,David Peterson,Zac Gallen
2025-05-07,NYM,AZ,6,7,1,1,Kodai Senga,Merrill Kelly
2025-05-09,NYM,CHC,5,7,5,6,Clay Holmes,Jameson Taillon
2025-05-10,NYM,CHC,-1,5,-1,3,Tylor Megill,Brad Keller
2025-05-11,NYM,CHC,4,6,1,2,Griffin Canning,Matthew Boyd
2025-05-12,NYM,PIT,1,4,0,1,David Peterson,Paul Skenes
2025-05-13,NYM,PIT,1,2,0,1,Kodai Senga,Mitch Keller
2025-05-14,NYM,PIT,-4,0,-4,0,Clay Holmes,Bailey Falter
2025-05-16,NYM,NYY,-4,2,-5,1,Tylor Megill,Carlos Rodon
2025-05-17,NYM,NYY,1,3,0,2,Griffin Canning,Clarke Schmidt
2025-05-18,NYM,NYY,-6,2,0,2,David Peterson,Max Fried
2025-05-19,NYM,BOS,-2,1,-2,1,Kodai Senga,Hunter Dobbins
2025-05-20,NYM,BOS,-2,0,-2,0,Clay Holmes,Walker Buehler
2025-05-21,NYM,BOS,4,5,0,1,Tylor Megill,Garrett Crochet
2025-05-23,NYM,LAD,-2,5,-3,2,Griffin Canning,Clayton Kershaw
2025-05-24,NYM,LAD,3,5,2,4,David Peterson,Tony Gonsolin
2025-05-25,NYM,LAD,2,3,2,3,Kodai Senga,Landon Knack
2025-05-26,NYM,CWS,1,2,-1,0,Clay Holmes,Adrian Houser
2025-05-27,NYM,CWS,2,6,3,5,Tylor Megill,Jonathan Cannon
2025-05-28,NYM,CWS,-5,4,-4,3,Griffin Canning,Shane Smith
2025-05-30,NYM,COL,2,4,2,3,David Peterson,Kyle Freeland
2025-05-31,NYM,COL,6,8,6,7,Kodai Senga,Antonio Senzatela
2025-06-01,NYM,COL,2,5,1,4,Clay Holmes,Carson Palmquist
2025-06-02,NYM,LAD,1,4,2,2,Paul Blackburn,Dustin May
2025-06-03,NYM,LAD,-1,5,1,5,Tylor Megill,Clayton Kershaw
2025-06-04,NYM,LAD,5,6,3,3,Griffin Canning,Tony Gonsolin
2025-06-05,NYM,LAD,-1,5,1,4,David Peterson,Landon Knack
2025-06-06,NYM,COL,2,4,-1,0,Kodai Senga,Ryan Rolison
2025-06-07,NYM,COL,7,8,3,4,Clay Holmes,German Marquez
2025-06-08,NYM,COL,8,13,6,8,Tylor Megill,Chase Dollander
2025-06-10,NYM,WSH,1,5,-2,2,Griffin Canning,Mackenzie Gore
2025-06-11,NYM,WSH,5,5,4,4,David Peterson,Jake Irvin
2025-06-12,NYM,WSH,1,4,4,4,Kodai Senga,Michael Soroka
2025-06-13,NYM,TB,-2,5,-2,5,Clay Holmes,Taj Bradley
2025-06-14,NYM,TB,-4,4,-4,4,Tylor Megill,Drew Rasmussen
2025-06-15,NYM,TB,-9,0,-6,0,Griffin Canning,Shane Baz
