date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2025-03-27,ATH,SEA,-2,2,1,1,Luis Severino,Logan Gilbert
2025-03-28,ATH,SEA,7,7,2,2,Jeffrey Springs,Luis Castillo
2025-03-29,ATH,SEA,2,4,1,3,Osvaldo Bido,Bryce Miller
2025-03-30,ATH,SEA,-1,1,-1,1,Jp Sears,Bryan Woo
2025-03-31,ATH,CHC,-15,3,-13,3,Joey Estes,Ben Brown
2025-04-01,ATH,CHC,-3,4,-2,4,Luis Severino,Justin Steele
2025-04-02,ATH,CHC,-8,2,-6,2,Jeffrey Springs,Jameson Taillon
2025-04-04,ATH,COL,3,6,1,3,Osvaldo Bido,Ryan Feltner
2025-04-05,ATH,COL,3,7,1,4,Jp Sears,German Marquez
2025-04-06,ATH,COL,-7,5,-3,4,Joey Estes,Chase Dollander
2025-04-07,ATH,SD,-1,4,-1,3,Luis Severino,Michael King
2025-04-08,ATH,SD,6,10,5,9,Jeffrey Springs,Dylan Cease
2025-04-09,ATH,SD,-1,1,-1,1,Osvaldo Bido,Randy Vasquez
2025-04-11,ATH,NYM,-1,6,-2,4,Jp Sears,Griffin Canning
2025-04-12,ATH,NYM,2,3,1,2,J T,David Peterson
2025-04-13,ATH,NYM,-8,0,-1,0,Luis Severino,Kodai Senga
2025-04-15,ATH,CWS,9,12,6,9,Jeffrey Springs,Sean Burke
2025-04-16,ATH,CWS,2,3,2,3,Osvaldo Bido,Jonathan Cannon
2025-04-17,ATH,CWS,8,8,4,4,Jp Sears,Davis Martin
2025-04-18,ATH,MIL,-2,3,-2,1,J T,Freddy Peralta
2025-04-19,ATH,MIL,2,3,1,2,Luis Severino,Chad Patrick
2025-04-20,ATH,MIL,-13,1,-8,1,Jeffrey Springs,Logan Henderson
2025-04-22,ATH,TEX,-3,5,-6,2,Osvaldo Bido,Patrick Corbin
2025-04-23,ATH,TEX,3,5,3,5,Jp Sears,Kumar Rocker
2025-04-24,ATH,TEX,1,4,-1,2,J T,Jacob Degrom
2025-04-25,ATH,CWS,1,6,0,3,Luis Severino,Tyler Gilbert
2025-04-26,ATH,CWS,-7,3,-6,1,Jeffrey Springs,Tyler Gilbert
2025-04-27,ATH,CWS,1,3,0,1,Osvaldo Bido,Brandon Eisert
2025-04-28,ATH,TEX,1,2,1,2,Jp Sears,Patrick Corbin
2025-04-29,ATH,TEX,-13,2,-12,0,Jacob Lopez,Jacob Degrom
2025-04-30,ATH,TEX,6,7,0,1,Luis Severino,Nathan Eovaldi
2025-05-01,ATH,TEX,3,3,1,1,Jeffrey Springs,Tyler Mahle
2025-05-02,ATH,MIA,5,6,5,6,Gunnar Hoglund,Valente Bellozo
2025-05-03,ATH,MIA,-3,6,1,5,Osvaldo Bido,Max Meyer
2025-05-04,ATH,MIA,1,3,0,2,Jp Sears,Edward Cabrera
2025-05-05,ATH,SEA,1,7,0,4,Luis Severino,Bryce Miller
2025-05-06,ATH,SEA,-2,3,0,2,Jeffrey Springs,Emerson Hancock
2025-05-07,ATH,SEA,-1,5,1,5,Gunnar Hoglund,Bryan Woo
2025-05-09,ATH,NYY,-8,2,-4,0,Osvaldo Bido,Will Warren
2025-05-10,ATH,NYY,4,11,-2,4,Jp Sears,Carlos Rodon
2025-05-11,ATH,NYY,-10,2,-9,2,Luis Severino,Ryan Yarbrough
2025-05-13,ATH,LAD,10,11,5,6,Jeffrey Springs,Landon Knack
2025-05-14,ATH,LAD,-6,3,-1,3,Gunnar Hoglund,Yoshinobu Yamamoto
2025-05-15,ATH,LAD,-17,2,-14,2,Osvaldo Bido,Matt Sauer
2025-05-16,ATH,SF,-8,1,-7,0,Jp Sears,Logan Webb
2025-05-17,ATH,SF,-1,0,0,0,Luis Severino,Landen Roupp
2025-05-18,ATH,SF,-1,2,1,2,Jeffrey Springs,Justin Verlander
2025-05-19,ATH,LAA,-1,3,-1,3,J T,Jose Soriano
2025-05-20,ATH,LAA,-2,5,-1,4,Gunnar Hoglund,Kyle Hendricks
2025-05-21,ATH,LAA,-5,5,-2,4,Jp Sears,Jack Kochanowicz
2025-05-22,ATH,LAA,-5,5,3,5,Luis Severino,Tyler Anderson
2025-05-23,ATH,PHI,-1,3,-1,0,Jacob Lopez,Zack Wheeler
2025-05-24,ATH,PHI,-3,6,1,5,Jeffrey Springs,Cristopher Sanchez
2025-05-25,ATH,PHI,1,5,0,3,Gunnar Hoglund,Jesus Luzardo
2025-05-27,ATH,HOU,-10,1,-10,1,Jp Sears,Hunter Brown
2025-05-28,ATH,HOU,-2,3,1,3,Luis Severino,Lance Mccullers
2025-05-29,ATH,TOR,-12,0,-11,0,Jacob Lopez,Jose Berrios
2025-05-30,ATH,TOR,-4,7,-6,5,Jeffrey Springs,Chris Bassitt
2025-05-31,ATH,TOR,-1,7,-3,5,Gunnar Hoglund,Braydon Fisher
2025-06-01,ATH,TOR,-4,4,1,3,Jp Sears,Kevin Gausman
