date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2025-03-27,PHI,WSH,4,7,-1,0,Zack Wheeler,Mackenzie Gore
2025-03-29,PHI,WSH,5,11,4,7,Jesus Luzardo,Jake Irvin
2025-03-30,PHI,WSH,-4,1,-5,0,Aaron Nola,Mitchell Parker
2025-03-31,PHI,COL,5,6,-1,0,Cristopher Sanchez,German Marquez
2025-04-02,PHI,COL,4,5,2,2,Zack Wheeler,Kyle Freeland
2025-04-03,PHI,COL,2,3,1,1,Taijuan Walker,Antonio Senzatela
2025-04-04,PHI,LAD,1,3,1,1,Jesus Luzardo,Yoshinobu Yamamoto
2025-04-05,PHI,LAD,-2,1,-2,1,Aaron Nola,Roki Sasaki
2025-04-06,PHI,LAD,1,8,2,6,Cristopher Sanchez,Tyler Glasnow
2025-04-08,PHI,ATL,-2,5,0,5,Zack Wheeler,Chris Sale
2025-04-09,PHI,ATL,1,4,-1,1,Taijuan Walker,Grant Holmes
2025-04-10,PHI,ATL,-2,2,0,1,Jesus Luzardo,Spencer Schwellenbach
2025-04-11,PHI,STL,-2,0,-2,0,Aaron Nola,Andre Pallante
2025-04-12,PHI,STL,3,4,2,3,Cristopher Sanchez,Miles Mikolas
2025-04-13,PHI,STL,-7,0,-4,0,Zack Wheeler,Matthew Liberatore
2025-04-14,PHI,SF,-6,4,-2,4,Taijuan Walker,Landen Roupp
2025-04-15,PHI,SF,2,6,1,4,Jesus Luzardo,Justin Verlander
2025-04-16,PHI,SF,-7,4,-3,4,Aaron Nola,Robbie Ray
2025-04-17,PHI,SF,2,6,2,5,Cristopher Sanchez,Jordan Hicks
2025-04-18,PHI,MIA,5,7,5,7,Zack Wheeler,Sandy Alcantara
2025-04-19,PHI,MIA,1,11,5,9,Taijuan Walker,Cal Quantrill
2025-04-20,PHI,MIA,-2,5,3,4,Jesus Luzardo,Connor Gillispie
2025-04-21,PHI,NYM,-1,4,-2,0,Aaron Nola,Tylor Megill
2025-04-22,PHI,NYM,-4,1,-1,1,Cristopher Sanchez,Griffin Canning
2025-04-23,PHI,NYM,-1,3,0,2,Zack Wheeler,David Peterson
2025-04-25,PHI,CHC,-4,0,-3,0,Taijuan Walker,Colin Rea
2025-04-26,PHI,CHC,6,10,7,9,Jesus Luzardo,Ben Brown
2025-04-27,PHI,CHC,2,3,0,1,Aaron Nola,Jameson Taillon
2025-04-29,PHI,WSH,1,7,2,3,Zack Wheeler,Mackenzie Gore
2025-04-30,PHI,WSH,5,7,4,6,Cristopher Sanchez,Jake Irvin
2025-05-01,PHI,WSH,-2,2,-2,2,Taijuan Walker,Brad Lord
2025-05-02,PHI,AZ,1,3,-1,1,Jesus Luzardo,Merrill Kelly
2025-05-03,PHI,AZ,5,7,7,7,Aaron Nola,Brandon Pfaadt
2025-05-04,PHI,AZ,-2,9,-2,5,Ranger Suarez,Eduardo Rodriguez
2025-05-06,PHI,TB,4,8,1,3,Zack Wheeler,Drew Rasmussen
2025-05-07,PHI,TB,7,7,7,7,Cristopher Sanchez,Shane Baz
2025-05-08,PHI,TB,1,7,-1,1,Jesus Luzardo,Ryan Pepiot
2025-05-09,PHI,CLE,-6,0,-4,0,Aaron Nola,Gavin Williams
2025-05-10,PHI,CLE,6,7,1,1,Ranger Suarez,Tanner Bibee
2025-05-11,PHI,CLE,3,3,1,1,Zack Wheeler,Luis L
2025-05-12,PHI,STL,-1,2,0,2,Cristopher Sanchez,Matthew Liberatore
2025-05-14,PHI,STL,-7,7,-2,7,Aaron Nola,Sonny Gray
2025-05-16,PHI,PIT,4,8,-2,1,Ranger Suarez,Andrew Heaney
2025-05-17,PHI,PIT,3,5,5,5,Zack Wheeler,Carmen Mlodzinski
2025-05-18,PHI,PIT,1,1,1,1,Mick Abel,Paul Skenes
2025-05-19,PHI,COL,6,9,-2,1,Cristopher Sanchez,Kyle Freeland
