date,team,opponent,rundifferential,teamruns,rundifferential6,teamruns6,teamstarter,opponentstarter
2025-03-18,CHC,LAD,-3,1,-2,1,Shota Imanaga,Yoshinobu Yamamoto
2025-03-19,CHC,LAD,-3,3,-3,3,Justin Steele,Roki Sasaki
2025-03-27,CHC,AZ,4,10,3,8,Justin Steele,Zac Gallen
2025-03-28,CHC,AZ,-7,1,-5,1,Jameson Taillon,Merrill Kelly
2025-03-29,CHC,AZ,1,4,2,3,Shota Imanaga,Brandon Pfaadt
2025-03-30,CHC,AZ,-4,6,2,3,Matthew Boyd,Eduardo Rodriguez
2025-03-31,CHC,ATH,15,18,13,16,Ben Brown,Joey Estes
2025-04-01,CHC,ATH,3,7,2,6,Justin Steele,Luis Severino
2025-04-02,CHC,ATH,8,10,6,8,Jameson Taillon,Jeffrey Springs
2025-04-04,CHC,SD,2,3,2,3,Shota Imanaga,Randy Vasquez
2025-04-05,CHC,SD,6,7,7,7,Matthew Boyd,Nick Pivetta
2025-04-06,CHC,SD,-1,7,1,7,Ben Brown,Kyle Hart
2025-04-07,CHC,TEX,7,7,7,7,Justin Steele,Nathan Eovaldi
2025-04-08,CHC,TEX,4,10,3,6,Jameson Taillon,Patrick Corbin
2025-04-09,CHC,TEX,-4,2,-4,1,Shota Imanaga,Tyler Mahle
2025-04-11,CHC,LAD,-3,0,-3,0,Matthew Boyd,Yoshinobu Yamamoto
2025-04-12,CHC,LAD,16,16,2,2,Ben Brown,Roki Sasaki
2025-04-13,CHC,LAD,2,4,0,2,Colin Rea,Tyler Glasnow
2025-04-14,CHC,SD,-6,4,0,3,Jameson Taillon,Dylan Cease
2025-04-15,CHC,SD,1,2,0,1,Shota Imanaga,Randy Vasquez
2025-04-16,CHC,SD,-2,2,-1,1,Matthew Boyd,Nick Pivetta
2025-04-18,CHC,AZ,2,13,1,2,Colin Rea,Corbin Burnes
2025-04-19,CHC,AZ,4,6,5,6,Ben Brown,Zac Gallen
2025-04-20,CHC,AZ,-1,2,0,1,Jameson Taillon,Merrill Kelly
2025-04-22,CHC,LAD,1,11,2,7,Shota Imanaga,Dustin May
2025-04-23,CHC,LAD,1,7,1,7,Matthew Boyd,Ben Casparius

2025-04-25,CHC,PHI,4,4,3,3,Colin Rea,Taijuan Walker
2025-04-26,CHC,PHI,-6,4,-7,2,Ben Brown,Jesus Luzardo
2025-04-27,CHC,PHI,-2,1,0,1,Jameson Taillon,Aaron Nola
2025-04-29,CHC,PIT,9,9,4,4,Shota Imanaga,Andrew Heaney
2025-04-30,CHC,PIT,-1,3,1,3,Matthew Boyd,Carmen Mlodzinski
2025-05-01,CHC,PIT,5,8,1,3,Colin Rea,Paul Skenes
2025-05-02,CHC,MIL,10,10,9,9,Ben Brown,Tyler Alexander
2025-05-03,CHC,MIL,4,6,4,6,Jameson Taillon,Jose Quintana
2025-05-04,CHC,MIL,-4,0,-4,0,Shota Imanaga,Freddy Peralta
2025-05-05,CHC,SF,7,9,7,9,Matthew Boyd,Landen Roupp
2025-05-06,CHC,SF,-9,5,-2,3,Colin Rea,Justin Verlander
2025-05-07,CHC,SF,-2,1,-2,1,Ben Brown,Robbie Ray
2025-05-09,CHC,NYM,-5,2,-5,1,Jameson Taillon,Clay Holmes
2025-05-10,CHC,NYM,1,6,1,4,Brad Keller,Tylor Megill
