hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
NYM,PHI,0.2944658183207546,0.7055341816792454,6.5,,,2024-05-14T17:10:00.0000000Z
CWS,WAS,0.47391341595118586,0.5260865840488141,8.0,Chris Flexen,Trevor Williams,2024-05-14T20:40:00.0000000Z
BAL,TOR,0.5996387716075958,0.4003612283924042,8.0,Kyle Bradish,Chris Bassitt,2024-05-14T22:35:00.0000000Z
DET,MIA,0.6164383554888346,0.3835616445111653,8.0,Reese Olson,Ryan Weathers,2024-05-14T22:40:00.0000000Z
BOS,TB,0.5108342368128271,0.48916576318717286,9.0,Nick Pivetta,Aaron Civale,2024-05-14T23:10:00.0000000Z
ATL,CHC,0.6369041809336118,0.36309581906638816,8.0,Chris Sale,Jameson Taillon,2024-05-14T23:20:00.0000000Z
MIN,NYY,0.4782608704725898,0.5217391295274102,8.5,Chris Paddack,Carlos Rodon,2024-05-14T23:40:00.0000000Z
MIL,PIT,0.5933697527596193,0.4066302472403806,8.5,Joe Ross,Quinn Priester,2024-05-14T23:40:00.0000000Z
CWS,WAS,0.48916576318717286,0.5108342368128271,7.5,Erick Fedde,Mitchell Parker,2024-05-14T23:40:00.0000000Z
TEX,CLE,0.5217391295274103,0.47826087047258975,9.0,Jack Leiter,Ben Lively,2024-05-15T00:05:00.0000000Z
HOU,OAK,0.6092362331597097,0.39076376684029035,8.5,Ronel Blanco,JP Sears,2024-05-15T00:10:00.0000000Z
LAA,STL,0.43650793764630424,0.5634920623536958,7.0,Reid Detmers,Sonny Gray,2024-05-15T01:38:00.0000000Z
SD,COL,0.7220792577383549,0.2779207422616451,7.0,Dylan Cease,Cal Quantrill,2024-05-15T01:40:00.0000000Z
SEA,KC,0.5933697527596193,0.4066302472403806,7.0,Logan Gilbert,Michael Wacha,2024-05-15T01:40:00.0000000Z
ARI,CIN,0.5260865840488141,0.47391341595118586,8.5,Slade Cecconi,Hunter Greene,2024-05-15T01:40:00.0000000Z
SF,LAD,0.36905965723913503,0.630940342760865,8.5,Keaton Winn,Gavin Stone,2024-05-15T01:45:00.0000000Z
