hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
TB,NYY,0.8187022889826496,0.18129771101735037,11.5,,,2024-07-11T22:50:00.0000000Z
BOS,OAK,0.9627252529051191,0.03727474709488092,8.5,,,2024-07-11T23:09:52.0000000Z
HOU,MIA,0.6805678784802174,0.3194321215197827,10.5,,,2024-07-12T00:10:38.0000000Z
LAA,SEA,0.40663024724038055,0.5933697527596195,9.0,Jack Kochanowicz,Luis Castillo,2024-07-12T01:38:00.0000000Z
ARI,ATL,0.4826358742776059,0.5173641257223941,7.5,Brandon Pfaadt,Max Fried,2024-07-12T01:40:00.0000000Z
TB,CLE,0.5514411134008372,0.4485588865991628,8.5,Taj Bradley,Carlos Carrasco,2024-07-12T22:50:00.0000000Z
NYM,COL,0.6750312465671372,0.3249687534328628,9.0,Sean Manaea,Tanner Gordon,2024-07-12T23:10:00.0000000Z
CIN,MIA,0.5720596349287028,0.4279403650712972,9.5,Carson Spiers,Yonny Chirinos,2024-07-12T23:10:00.0000000Z
HOU,TEX,0.5933697527596193,0.4066302472403806,8.0,Hunter Brown,Andrew Heaney,2024-07-13T00:10:00.0000000Z
LAA,SEA,0.4279403650712972,0.5720596349287028,8.0,Tyler Anderson,Bryan Woo,2024-07-13T01:38:00.0000000Z
SD,ATL,0.4572564613405057,0.5427435386594943,8.5,Randy Vasquez,Spencer Schwellenbach,2024-07-13T01:40:00.0000000Z
ARI,TOR,0.5324675324675324,0.4675324675324676,9.0,Ryne Nelson,Yariel Rodriguez,2024-07-13T01:48:00.0000000Z
SF,MIN,0.44855888659916276,0.5514411134008372,7.5,Kyle Harrison,Joe Ryan,2024-07-13T02:15:00.0000000Z
American,National,0.5217391295274103,0.47826087047258975,8.0,,,2024-07-17T00:10:00.0000000Z
