hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
NYM,ARI,0.32558139534883723,0.6744186046511628,6.5,,,2024-05-30T23:10:00.0000000Z
BOS,DET,0.2692889572767616,0.7307110427232384,4.5,,,2024-05-30T23:20:00.0000000Z
ATL,WAS,0.3560327777663672,0.6439672222336328,8.5,,,2024-05-30T23:21:15.0000000Z
LAA,NYY,0.39624302994387584,0.6037569700561242,8.5,Patrick Sandoval,Carlos Rodon,2024-05-31T01:38:00.0000000Z
CHC,CIN,0.5720596349287028,0.4279403650712972,-1.0,Javier Assad,Graham Ashcraft,2024-05-31T18:20:00.0000000Z
PHI,STL,0.6224665504181792,0.3775334495818207,8.0,Aaron Nola,Miles Mikolas,2024-05-31T22:40:00.0000000Z
BAL,TB,0.5720596349287028,0.4279403650712972,8.5,Albert Suarez,Aaron Civale,2024-05-31T23:05:00.0000000Z
CLE,WAS,0.6574752256290606,0.3425247743709395,8.0,Tanner Bibee,Patrick Corbin,2024-05-31T23:10:00.0000000Z
NYM,ARI,0.5043297536554499,0.49567024634455015,7.5,Luis Severino,Jordan Montgomery,2024-05-31T23:10:00.0000000Z
MIA,TEX,0.4763948509989132,0.5236051490010868,8.5,Sixto Sanchez,Jose Urena,2024-05-31T23:10:00.0000000Z
BOS,DET,0.5720596349287028,0.4279403650712972,8.5,Tanner Houck,Kenta Maeda,2024-05-31T23:10:00.0000000Z
MIL,CWS,0.5933697527596193,0.4066302472403806,8.0,Tobias Myers,Erick Fedde,2024-06-01T00:10:00.0000000Z
HOU,MIN,0.5043297536554499,0.49567024634455015,8.0,Ronel Blanco,Pablo Lopez,2024-06-01T00:10:00.0000000Z
KC,SD,0.4572564613405057,0.5427435386594943,8.5,Michael Wacha,Dylan Cease,2024-06-01T00:10:00.0000000Z
LAD,COL,0.7179705215114242,0.28202947848857585,8.5,Walker Buehler,Dakota Hudson,2024-06-01T02:10:00.0000000Z
