hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
CLE,KC,0.4106205621201777,0.5893794378798223,6.5,,,2024-08-27T22:40:00.0000000Z
CIN,OAK,0.17154811729346486,0.8284518827065351,8.5,,,2024-08-27T22:41:00.0000000Z
CIN,OAK,0.5788976194669078,0.42110238053309224,14.5,,,2024-08-27T22:41:00.0000000Z
PHI,HOU,0.9540352750754076,0.04596472492459238,5.5,,,2024-08-27T22:41:45.0000000Z
WAS,NYY,0.9202453987730062,0.07975460122699388,5.5,,,2024-08-27T22:45:46.0000000Z
BOS,TOR,0.8734177206787374,0.12658227932126262,9.5,,,2024-08-27T23:11:05.0000000Z
MIN,ATL,0.3114754102875571,0.6885245897124429,7.5,,,2024-08-27T23:40:46.0000000Z
STL,SD,0.3044871799330211,0.6955128200669789,11.5,,,2024-08-27T23:45:52.0000000Z
MIL,SF,0.5505617969279973,0.44943820307200266,6.5,,,2024-08-28T00:10:00.0000000Z
COL,MIA,0.5720596349287028,0.4279403650712972,11.5,Cal Quantrill,Roddery Munoz,2024-08-28T00:44:00.0000000Z
DET,LAA,0.5829926396165348,0.41700736038346525,9.5,Brant Hurter,Johnny Cueto,2024-08-28T00:45:00.0000000Z
ARI,NYM,0.5,0.5,8.0,Brandon Pfaadt,Sean Manaea,2024-08-28T01:40:00.0000000Z
SEA,TB,0.5996387716075958,0.4003612283924042,6.5,Logan Gilbert,Jeffrey Springs,2024-08-28T01:40:00.0000000Z
LAD,BAL,0.630940342760865,0.36905965723913503,8.5,Jack Flaherty,Cole Irvin,2024-08-28T02:10:00.0000000Z
PIT,CHC,0.6092362331597097,0.39076376684029035,7.5,Paul Skenes,Kyle Hendricks,2024-08-28T16:35:00.0000000Z
CLE,KC,0.5427435386594943,0.4572564613405057,8.0,Tanner Bibee,Michael Wacha,2024-08-28T17:10:00.0000000Z
PHI,HOU,0.5043297536554499,0.49567024634455015,9.5,Taijuan Walker,Spencer Arrighetti,2024-08-28T20:05:00.0000000Z
WAS,NYY,0.3630958190663881,0.6369041809336119,9.0,MacKenzie Gore,Carlos Rodon,2024-08-28T22:45:00.0000000Z
BOS,TOR,0.5829926396165348,0.41700736038346525,9.5,Brayan Bello,Chris Bassitt,2024-08-28T23:10:00.0000000Z
MIN,ATL,0.4279403650712972,0.5720596349287028,7.5,David Festa,Chris Sale,2024-08-28T23:40:00.0000000Z
STL,SD,0.4572564613405057,0.5427435386594943,8.5,Andre Pallante,Joe Musgrove,2024-08-28T23:45:00.0000000Z
MIL,SF,0.6037569700561242,0.39624302994387584,7.5,Freddy Peralta,Kyle Harrison,2024-08-29T00:10:00.0000000Z
COL,MIA,0.5427435386594943,0.4572564613405057,10.5,Kyle Freeland,Max Meyer,2024-08-29T00:40:00.0000000Z
ARI,NYM,0.5514411134008372,0.4485588865991628,8.5,Brandon Pfaadt,Luis Severino,2024-08-29T01:40:00.0000000Z
LAD,BAL,0.5108342368128271,0.48916576318717286,8.5,Walker Buehler,Corbin Burnes,2024-08-29T02:10:00.0000000Z
