hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
PHI,NYM,0.5933697527596193,0.4066302472403806,8.5,Aaron Nola,Jose Quintana,2024-09-13T22:40:00.0000000Z
DET,BAL,0.4675324675324676,0.5324675324675324,8.0,,Zach Eflin,2024-09-13T22:40:00.0000000Z
PIT,KC,0.5108342368128271,0.48916576318717286,8.5,Luis Ortiz (PIT),Alec Marsh,2024-09-13T22:40:00.0000000Z
WAS,MIA,0.5720596349287028,0.4279403650712972,8.0,DJ Herz,Edward Cabrera,2024-09-13T22:45:00.0000000Z
NYY,BOS,0.5933697527596193,0.4066302472403806,8.5,Clarke Schmidt,Tanner Houck,2024-09-13T23:05:00.0000000Z
TOR,STL,0.5514411134008372,0.4485588865991628,7.5,,Erick Fedde,2024-09-13T23:07:00.0000000Z
CLE,TB,0.6164383554888346,0.3835616445111653,7.5,Tanner Bibee,Zack Littell,2024-09-13T23:10:00.0000000Z
ATL,LAD,0.49567024634455015,0.5043297536554499,8.5,Spencer Schwellenbach,Landon Knack,2024-09-13T23:20:00.0000000Z
CWS,OAK,0.44855888659916276,0.5514411134008372,7.5,Garrett Crochet,Brady Basso,2024-09-13T23:40:00.0000000Z
MIN,CIN,0.6636481233329261,0.3363518766670739,8.5,Bailey Ober,Julian Aguiar,2024-09-14T00:10:00.0000000Z
COL,CHC,0.4279403650712972,0.5720596349287028,11.0,Austin Gomber,Javier Assad,2024-09-14T00:40:00.0000000Z
LAA,HOU,0.355270821500165,0.644729178499835,8.5,Samuel Aldegheri,Yusei Kikuchi,2024-09-14T01:38:00.0000000Z
ARI,MIL,0.5324675324675324,0.4675324675324676,8.5,Eduardo Rodriguez,Freddy Peralta,2024-09-14T01:40:00.0000000Z
SEA,TEX,0.4572564613405057,0.5427435386594943,7.0,Emerson Hancock,Jacob deGrom,2024-09-14T02:10:00.0000000Z
SF,SD,0.48916576318717286,0.5108342368128271,7.0,Logan Webb,Dylan Cease,2024-09-14T02:15:00.0000000Z
