hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
PHI,STL,0.9047619046757369,0.09523809532426303,6.5,,,2024-05-31T22:40:00.0000000Z
BAL,TB,0.46938775521032905,0.530612244789671,5.5,,,2024-05-31T23:05:00.0000000Z
TOR,PIT,0.3932584276480242,0.6067415723519758,3.5,,,2024-05-31T23:07:00.0000000Z
CLE,WAS,0.8882882880322052,0.11171171196779482,4.5,,,2024-05-31T23:10:00.0000000Z
NYM,ARI,0.9130434780804262,0.08695652191957381,15.5,,,2024-05-31T23:10:00.0000000Z
BOS,DET,0.9313929313929314,0.06860706860706861,8.5,,,2024-05-31T23:10:00.0000000Z
MIA,TEX,0.7905405394722425,0.2094594605277575,8.5,,,2024-05-31T23:10:20.0000000Z
ATL,OAK,0.8542857134070204,0.14571428659297958,7.5,,,2024-05-31T23:20:00.0000000Z
KC,SD,0.48987854329984104,0.510121456700159,6.5,,,2024-06-01T00:10:00.0000000Z
MIL,CWS,0.7951344423600033,0.20486555763999667,7.5,,,2024-06-01T00:10:00.0000000Z
HOU,MIN,0.5,0.5,5.5,,,2024-06-01T00:10:00.0000000Z
LAD,COL,0.7408716132268129,0.25912838677318706,8.5,Walker Buehler,Dakota Hudson,2024-06-01T02:10:00.0000000Z
SEA,LAA,0.5933697527596193,0.4066302472403806,7.0,Bryan Woo,Jose Soriano,2024-06-01T02:10:00.0000000Z
SF,NYY,0.44855888659916276,0.5514411134008372,7.5,Jordan Hicks,Marcus Stroman,2024-06-01T02:15:00.0000000Z
TOR,PIT,0.5996387716075958,0.4003612283924042,8.0,Yusei Kikuchi,Mitch Keller,2024-06-01T19:07:00.0000000Z
BAL,TB,0.5996387716075958,0.4003612283924042,8.0,Kyle Bradish,Taj Bradley,2024-06-01T20:05:00.0000000Z
ATL,OAK,0.7179705215114242,0.28202947848857585,8.0,Chris Sale,Aaron Brooks,2024-06-01T20:10:00.0000000Z
CLE,WAS,0.5829926396165348,0.41700736038346525,8.5,Ben Lively,Mitchell Parker,2024-06-01T20:10:00.0000000Z
MIL,CWS,0.5829926396165348,0.41700736038346525,7.0,Robert Gasser,Garrett Crochet,2024-06-01T20:10:00.0000000Z
BOS,DET,0.49567024634455015,0.5043297536554499,8.5,Cooper Criswell,Reese Olson,2024-06-01T20:10:00.0000000Z
KC,SD,0.4826358742776059,0.5173641257223941,8.5,Alec Marsh,Joe Musgrove,2024-06-01T20:10:00.0000000Z
HOU,MIN,0.5427435386594943,0.4572564613405057,8.0,Framber Valdez,Joe Ryan,2024-06-01T20:10:00.0000000Z
NYM,ARI,0.5514411134008372,0.4485588865991628,8.0,Sean Manaea,Blake Walston,2024-06-01T20:10:00.0000000Z
SEA,LAA,0.6092362331597097,0.39076376684029035,7.5,Bryce Miller,Reid Detmers,2024-06-01T23:15:00.0000000Z
PHI,STL,0.5634920623536956,0.4365079376463043,7.5,Ranger Suarez,Sonny Gray,2024-06-01T23:15:00.0000000Z
CHC,CIN,0.5514411134008372,0.4485588865991628,-1.0,Justin Steele,Hunter Greene,2024-06-01T23:15:00.0000000Z
SF,NYY,0.5217391295274103,0.47826087047258975,8.0,Logan Webb,Cody Poteet,2024-06-02T02:05:00.0000000Z
LAD,COL,0.7408716132268129,0.25912838677318706,8.0,Yoshinobu Yamamoto,Cal Quantrill,2024-06-02T02:10:00.0000000Z
