hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
NYY,CLE,0.6164383554888346,0.3835616445111653,8.0,Gerrit Cole,Gavin Williams,2024-08-22T17:05:00.0000000Z
WAS,COL,0.5427435386594943,0.4572564613405057,9.0,Patrick Corbin,Cal Quantrill,2024-08-22T17:05:00.0000000Z
STL,MIL,0.4572564613405057,0.5427435386594943,8.0,Miles Mikolas,Freddy Peralta,2024-08-22T18:15:00.0000000Z
CHC,DET,0.644729178499835,0.35527082150016503,8.0,Justin Steele,,2024-08-22T18:20:00.0000000Z
OAK,TB,0.4675324675324676,0.5324675324675324,7.5,Osvaldo Bido,Jeffrey Springs,2024-08-22T19:37:00.0000000Z
PIT,CIN,0.5829926396165348,0.41700736038346525,7.5,Paul Skenes,Nick Lodolo,2024-08-22T22:40:00.0000000Z
TOR,LAA,0.5996387716075958,0.4003612283924042,8.5,,,2024-08-22T23:07:00.0000000Z
BAL,HOU,0.5996387716075958,0.4003612283924042,8.5,Corbin Burnes,Spencer Arrighetti,2024-08-22T23:08:00.0000000Z
ATL,PHI,0.5108342368128271,0.48916576318717286,8.0,Spencer Schwellenbach,Cristopher Sanchez,2024-08-22T23:08:00.0000000Z
SD,NYM,0.5829926396165348,0.41700736038346525,7.5,Dylan Cease,Luis Severino,2024-08-23T01:40:00.0000000Z
