hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
TB,MIA,0.6690070208618835,0.3309929791381165,7.5,Taj Bradley,Roddery Munoz,2024-07-31T16:10:00.0000000Z
PHI,NYY,0.5514411134008372,0.4485588865991628,9.5,Cristopher Sanchez,Nestor Cortes,2024-07-31T16:35:00.0000000Z
BAL,TOR,0.6750312465671372,0.3249687534328628,9.0,Grayson Rodriguez,Paolo Espino,2024-07-31T16:35:00.0000000Z
NYM,MIN,0.48916576318717286,0.5108342368128271,8.5,Luis Severino,Pablo Lopez,2024-07-31T17:10:00.0000000Z
MIL,ATL,0.4572564613405057,0.5427435386594943,7.0,Freddy Peralta,Chris Sale,2024-07-31T18:10:00.0000000Z
CWS,KC,0.3630958190663881,0.6369041809336119,9.0,Drew Thorpe,Brady Singer,2024-07-31T18:10:00.0000000Z
STL,TEX,0.5043297536554499,0.49567024634455015,9.0,Michael McGreevy,Andrew Heaney,2024-07-31T18:15:00.0000000Z
ARI,WAS,0.6164383554888346,0.3835616445111653,8.5,Zac Gallen,MacKenzie Gore,2024-07-31T19:40:00.0000000Z
BOS,SEA,0.4782608704725898,0.5217391295274102,9.5,Brayan Bello,George Kirby,2024-07-31T20:10:00.0000000Z
CIN,CHC,0.5720596349287028,0.4279403650712972,9.5,Nick Lodolo,Kyle Hendricks,2024-07-31T23:10:00.0000000Z
HOU,PIT,0.644729178499835,0.35527082150016503,8.0,Framber Valdez,Jake Woodford,2024-08-01T00:10:00.0000000Z
SD,LAD,0.5427435386594943,0.4572564613405057,7.5,Dylan Cease,Clayton Kershaw,2024-08-01T00:40:00.0000000Z
LAA,COL,0.5634920623536956,0.4365079376463043,8.5,Davis Daniel,Kyle Freeland,2024-08-01T01:38:00.0000000Z
SF,OAK,0.6574752256290606,0.3425247743709395,8.0,Logan Webb,Ross Stripling,2024-08-01T01:45:00.0000000Z
