hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
PHI,OAK,0.6957699506235259,0.30423004937647413,9.0,Ranger Suarez,Hogan Harris,2024-07-12T22:40:00.0000000Z
DET,LAD,0.5829926396165348,0.41700736038346525,8.0,Tarik Skubal,James Paxton,2024-07-12T22:40:00.0000000Z
TB,CLE,0.5514411134008372,0.4485588865991628,7.5,Taj Bradley,Carlos Carrasco,2024-07-12T22:50:00.0000000Z
BAL,NYY,0.4675324675324676,0.5324675324675324,9.0,Cade Povich,Gerrit Cole,2024-07-12T23:05:00.0000000Z
NYM,COL,0.700162073079075,0.299837926920925,8.5,Sean Manaea,Tanner Gordon,2024-07-12T23:10:00.0000000Z
CIN,MIA,0.6164383554888346,0.3835616445111653,9.0,Carson Spiers,Yonny Chirinos,2024-07-12T23:10:00.0000000Z
BOS,KC,0.48916576318717286,0.5108342368128271,9.5,,Cole Ragans,2024-07-12T23:10:00.0000000Z
MIL,WAS,0.6907928829347395,0.3092071170652605,8.0,Freddy Peralta,Jackson Rutledge,2024-07-13T00:10:00.0000000Z
HOU,TEX,0.5829926396165348,0.41700736038346525,8.0,Hunter Brown,Andrew Heaney,2024-07-13T00:10:00.0000000Z
CWS,PIT,0.6037569700561242,0.39624302994387584,7.5,Garrett Crochet,,2024-07-13T00:10:00.0000000Z
STL,CHC,0.6369041809336118,0.36309581906638816,8.0,Sonny Gray,Kyle Hendricks,2024-07-13T00:15:00.0000000Z
LAA,SEA,0.43650793764630424,0.5634920623536958,8.5,Tyler Anderson,Bryan Woo,2024-07-13T01:38:00.0000000Z
SD,ATL,0.47391341595118586,0.5260865840488141,8.5,Randy Vasquez,Spencer Schwellenbach,2024-07-13T01:40:00.0000000Z
ARI,TOR,0.5324675324675324,0.4675324675324676,9.0,Ryne Nelson,Yariel Rodriguez,2024-07-13T01:48:00.0000000Z
SF,MIN,0.4279403650712972,0.5720596349287028,7.5,Kyle Harrison,Joe Ryan,2024-07-13T02:15:00.0000000Z
SF,MIN,0.745495107395753,0.254504892604247,8.0,Kyle Harrison,Joe Ryan,2024-07-13T02:15:00.0000000Z
