hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
BOS,ATL,0.5043297536554499,0.49567024634455015,9.5,Nick Pivetta,Spencer Schwellenbach,2024-06-05T17:35:00.0000000Z
HOU,STL,0.6037569700561242,0.39624302994387584,8.5,Ronel Blanco,Miles Mikolas,2024-06-05T18:10:00.0000000Z
COL,CIN,0.4572564613405057,0.5427435386594943,11.5,Dakota Hudson,Graham Ashcraft,2024-06-05T19:10:00.0000000Z
ARI,SF,0.5324675324675324,0.4675324675324676,8.5,Jordan Montgomery,Jordan Hicks,2024-06-05T19:40:00.0000000Z
WAS,NYM,0.43650793764630424,0.5634920623536958,9.5,Patrick Corbin,Luis Severino,2024-06-05T20:05:00.0000000Z
PIT,LAD,0.5217391295274103,0.47826087047258975,8.0,Paul Skenes,James Paxton,2024-06-05T22:40:00.0000000Z
MIA,TB,0.4675324675324676,0.5324675324675324,7.5,,,2024-06-05T22:40:00.0000000Z
NYY,MIN,0.6224665504181792,0.3775334495818207,8.5,Carlos Rodon,Chris Paddack,2024-06-05T23:05:00.0000000Z
TOR,BAL,0.5427435386594943,0.4572564613405057,8.0,Jose Berrios,,2024-06-05T23:07:00.0000000Z
CHC,CWS,0.6224665504181792,0.3775334495818207,-1.0,Jameson Taillon,Erick Fedde,2024-06-06T00:05:00.0000000Z
TEX,DET,0.5427435386594943,0.4572564613405057,9.0,Jose Urena,Kenta Maeda,2024-06-06T00:05:00.0000000Z
LAA,SD,0.4279403650712972,0.5720596349287028,7.5,Jose Soriano,Dylan Cease,2024-06-06T01:38:00.0000000Z
OAK,SEA,0.4170073603834652,0.5829926396165348,7.5,Joey Estes,Logan Gilbert,2024-06-06T01:40:00.0000000Z
