hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
PHI,TB,0.7699936682669445,0.2300063317330555,-1.0,,,2024-09-09T22:40:00.0000000Z
PIT,MIA,0.8998646817591706,0.10013531824082941,4.5,,,2024-09-09T22:40:00.0000000Z
ATL,CIN,0.2692889572767616,0.7307110427232384,2.5,,,2024-09-09T22:40:00.0000000Z
TOR,NYM,0.3044871799330211,0.6955128200669789,3.5,,,2024-09-09T23:07:00.0000000Z
NYY,KC,0.4796954304980804,0.5203045695019196,10.5,,,2024-09-09T23:08:00.0000000Z
BOS,BAL,0.778313252411903,0.22168674758809698,10.5,,,2024-09-09T23:12:00.0000000Z
MIN,LAA,0.23595505652316628,0.7640449434768337,9.5,,,2024-09-09T23:40:00.0000000Z
CWS,CLE,0.08695652191957381,0.9130434780804262,8.5,,,2024-09-09T23:40:16.0000000Z
LAD,CHC,0.630940342760865,0.36905965723913503,10.0,Walker Buehler,Kyle Hendricks,2024-09-10T02:10:00.0000000Z
DET,COL,0.6164383554888346,0.3835616445111653,8.5,Keider Montero,Bradley Blalock,2024-09-10T22:40:00.0000000Z
PHI,TB,0.6092362331597097,0.39076376684029035,7.5,Ranger Suarez,Taj Bradley,2024-09-10T22:40:00.0000000Z
WAS,ATL,0.40663024724038055,0.5933697527596195,8.0,MacKenzie Gore,Reynaldo Lopez,2024-09-10T22:45:00.0000000Z
NYY,KC,0.5634920623536956,0.4365079376463043,8.5,Marcus Stroman,Seth Lugo,2024-09-10T23:05:00.0000000Z
BOS,BAL,0.5043297536554499,0.49567024634455015,9.0,Kutter Crawford,Albert Suarez,2024-09-10T23:10:00.0000000Z
MIN,LAA,0.6805555548308899,0.3194444451691101,8.0,Pablo Lopez,Griffin Canning,2024-09-10T23:40:00.0000000Z
HOU,OAK,0.630940342760865,0.36905965723913503,8.5,Spencer Arrighetti,Osvaldo Bido,2024-09-11T00:10:00.0000000Z
ARI,TEX,0.5634920623536956,0.4365079376463043,8.0,Zac Gallen,Nathan Eovaldi,2024-09-11T01:40:00.0000000Z
SEA,SD,0.48916576318717286,0.5108342368128271,7.0,George Kirby,Yu Darvish,2024-09-11T01:40:00.0000000Z
