hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
ATL,DET,0.5427435386594943,0.4572564613405057,7.5,Reynaldo Lopez,Tarik Skubal,2024-06-19T16:20:00.0000000Z
PIT,CIN,0.5217391295274103,0.47826087047258975,8.0,Mitch Keller,Hunter Greene,2024-06-19T16:35:00.0000000Z
PHI,SD,0.5996387716075958,0.4003612283924042,8.5,Ranger Suarez,Matt Waldron,2024-06-19T17:05:00.0000000Z
WAS,ARI,0.40663024724038055,0.5933697527596195,9.0,Patrick Corbin,Brandon Pfaadt,2024-06-19T20:05:00.0000000Z
CLE,SEA,0.5514411134008372,0.4485588865991628,7.5,Tanner Bibee,Bryan Woo,2024-06-19T22:40:00.0000000Z
NYY,BAL,0.6092362331597097,0.39076376684029035,8.5,Gerrit Cole,Cade Povich,2024-06-19T23:05:00.0000000Z
TOR,BOS,0.5427435386594943,0.4572564613405057,8.0,Kevin Gausman,Brayan Bello,2024-06-19T23:07:00.0000000Z
MIN,TB,0.5996387716075958,0.4003612283924042,7.5,Joe Ryan,Taj Bradley,2024-06-19T23:40:00.0000000Z
TEX,NYM,0.5,0.5,8.5,Andrew Heaney,Sean Manaea,2024-06-20T00:05:00.0000000Z
CWS,HOU,0.4826358742776059,0.5173641257223941,7.5,Garrett Crochet,Hunter Brown,2024-06-20T00:10:00.0000000Z
COL,LAD,0.3630958190663881,0.6369041809336119,10.5,Ryan Feltner,Bobby Miller,2024-06-20T00:40:00.0000000Z
LAA,MIL,0.39076376684029035,0.6092362331597097,8.5,Tyler Anderson,Freddy Peralta,2024-06-20T01:38:00.0000000Z
OAK,KC,0.38356164451116537,0.6164383554888346,7.5,Luis Medina,Cole Ragans,2024-06-20T01:40:00.0000000Z
