hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
WAS,MIN,0.44855888659916276,0.5514411134008372,8.5,Jake Irvin,Simeon Woods Richardson,2024-05-22T17:05:00.0000000Z
CLE,NYM,0.5427435386594943,0.4572564613405057,9.0,Triston McKenzie,Jose Quintana,2024-05-22T17:10:00.0000000Z
STL,BAL,0.43650793764630424,0.5634920623536958,8.5,Kyle Gibson,John Means,2024-05-22T17:15:00.0000000Z
KC,DET,0.47391341595118586,0.5260865840488141,7.0,Cole Ragans,Tarik Skubal,2024-05-22T18:10:00.0000000Z
HOU,LAA,0.630940342760865,0.36905965723913503,9.0,Hunter Brown,Tyler Anderson,2024-05-22T18:10:00.0000000Z
CIN,SD,0.4675324675324676,0.5324675324675324,9.0,Nick Martinez,Michael King,2024-05-22T22:40:00.0000000Z
MIA,MIL,0.44855888659916276,0.5514411134008372,7.5,Jesus Luzardo,Freddy Peralta,2024-05-22T22:40:00.0000000Z
PHI,TEX,0.5514411134008372,0.4485588865991628,9.5,Taijuan Walker,Dane Dunning,2024-05-22T22:40:00.0000000Z
PIT,SF,0.5217391295274103,0.47826087047258975,7.5,Jared Jones,Blake Snell,2024-05-22T22:40:00.0000000Z
TB,BOS,0.5324675324675324,0.4675324675324676,7.5,Ryan Pepiot,Brayan Bello,2024-05-22T22:50:00.0000000Z
NYY,SEA,0.5933697527596193,0.4066302472403806,8.0,Nestor Cortes,Bryce Miller,2024-05-22T23:05:00.0000000Z
CHC,ATL,0.44855888659916276,0.5514411134008372,9.0,Justin Steele,Max Fried,2024-05-22T23:40:00.0000000Z
OAK,COL,0.5427435386594943,0.4572564613405057,8.0,Joey Estes,Austin Gomber,2024-05-23T01:40:00.0000000Z
LAD,ARI,0.7050331627641904,0.2949668372358097,8.5,Tyler Glasnow,Ryne Nelson,2024-05-23T02:10:00.0000000Z
