hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
BAL,CWS,0.7335423194042905,0.26645768059570957,8.5,Cade Povich,Nick Nastrini,2024-09-03T22:35:00.0000000Z
MIA,WAS,0.5173641257223942,0.48263587427760585,8.0,Max Meyer,Patrick Corbin,2024-09-03T22:40:00.0000000Z
TB,MIN,0.5043297536554499,0.49567024634455015,7.0,Jeffrey Springs,David Festa,2024-09-03T22:50:00.0000000Z
TOR,PHI,0.5260865840488141,0.47391341595118586,9.0,Chris Bassitt,Tyler Phillips,2024-09-03T23:07:00.0000000Z
NYM,BOS,0.5634920623536956,0.4365079376463043,7.5,David Peterson,Kutter Crawford,2024-09-03T23:10:00.0000000Z
ATL,COL,0.7508125673885969,0.24918743261140305,7.5,Chris Sale,Kyle Freeland,2024-09-03T23:20:00.0000000Z
CHC,PIT,0.47391341595118586,0.5260865840488141,7.5,Kyle Hendricks,Paul Skenes,2024-09-03T23:40:00.0000000Z
MIL,STL,0.5829926396165348,0.41700736038346525,8.5,Aaron Civale,Steven Matz,2024-09-03T23:40:00.0000000Z
KC,CLE,0.48916576318717286,0.5108342368128271,8.0,Brady Singer,Tanner Bibee,2024-09-03T23:40:00.0000000Z
TEX,NYY,0.4279403650712972,0.5720596349287028,9.0,Andrew Heaney,Carlos Rodon,2024-09-04T00:05:00.0000000Z
LAA,LAD,0.3775334495818208,0.6224665504181792,9.0,Reid Detmers,Walker Buehler,2024-09-04T01:38:00.0000000Z
OAK,SEA,0.4170073603834652,0.5829926396165348,8.5,J.T. Ginn,Luis Castillo,2024-09-04T01:40:00.0000000Z
SF,ARI,0.4572564613405057,0.5427435386594943,7.5,Kyle Harrison,Ryne Nelson,2024-09-04T01:45:00.0000000Z
