hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
TB,CIN,0.4572564613405057,0.5427435386594943,7.5,,Hunter Greene,2024-07-28T15:35:00.0000000Z
PHI,CLE,0.5720596349287028,0.4279403650712972,9.5,Kolby Allard,Joey Cantillo,2024-07-28T17:35:00.0000000Z
BAL,SD,0.5829926396165348,0.41700736038346525,9.5,Albert Suarez,Randy Vasquez,2024-07-28T17:35:00.0000000Z
TOR,TEX,0.48916576318717286,0.5108342368128271,8.5,Jose Berrios,Jon Gray,2024-07-28T17:35:00.0000000Z
NYM,ATL,0.5043297536554499,0.49567024634455015,8.0,David Peterson,Reynaldo Lopez,2024-07-28T17:40:00.0000000Z
DET,MIN,0.3775334495818208,0.6224665504181792,8.0,Alex Faedo,Bailey Ober,2024-07-28T17:40:00.0000000Z
KC,CHC,0.6037569700561242,0.39624302994387584,8.5,Cole Ragans,Javier Assad,2024-07-28T18:10:00.0000000Z
MIL,MIA,0.644729178499835,0.35527082150016503,8.5,Tobias Myers,Kyle Tyler,2024-07-28T18:10:00.0000000Z
CWS,SEA,0.5043297536554499,0.49567024634455015,7.0,Garrett Crochet,Bryce Miller,2024-07-28T18:10:00.0000000Z
HOU,LAD,0.5324675324675324,0.4675324675324676,9.0,Spencer Arrighetti,River Ryan,2024-07-28T18:10:00.0000000Z
STL,WAS,0.5829926396165348,0.41700736038346525,8.5,Miles Mikolas,DJ Herz,2024-07-28T18:15:00.0000000Z
SF,COL,0.644729178499835,0.35527082150016503,7.5,Jordan Hicks,Austin Gomber,2024-07-28T20:05:00.0000000Z
LAA,OAK,0.5514411134008372,0.4485588865991628,9.0,Jose Soriano,Osvaldo Bido,2024-07-28T20:05:00.0000000Z
ARI,PIT,0.4826358742776059,0.5173641257223941,8.5,Yilber Diaz,Mitch Keller,2024-07-28T20:10:00.0000000Z
BOS,NYY,0.49567024634455015,0.5043297536554499,9.0,Tanner Houck,Carlos Rodon,2024-07-28T23:10:00.0000000Z
