hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
BAL,CLE,0.2853214166873447,0.7146785833126553,6.5,,,2024-06-24T22:36:19.0000000Z
DET,PHI,0.03140134354007196,0.968598656459928,10.5,,,2024-06-24T22:40:00.0000000Z
TB,SEA,0.4796954304980804,0.5203045695019196,5.5,,,2024-06-24T22:49:59.0000000Z
CIN,PIT,0.8115183236301089,0.18848167636989116,12.5,,,2024-06-24T23:10:00.0000000Z
BOS,TOR,0.7449664424530427,0.25503355754695733,5.5,,,2024-06-24T23:11:07.0000000Z
STL,ATL,0.7307110427232383,0.2692889572767617,8.5,,,2024-06-24T23:45:00.0000000Z
CWS,LAD,0.4412029544654722,0.5587970455345278,6.5,,,2024-06-25T00:10:00.0000000Z
KC,MIA,0.6864406764536053,0.3135593235463947,7.5,,,2024-06-25T00:10:00.0000000Z
MIL,TEX,0.5992714012402083,0.4007285987597918,6.5,,,2024-06-25T00:10:00.0000000Z
LAA,OAK,0.5634920623536956,0.4365079376463043,9.0,Griffin Canning,Luis Medina,2024-06-25T01:38:00.0000000Z
SD,WAS,0.630940342760865,0.36905965723913503,7.5,Matt Waldron,Patrick Corbin,2024-06-25T01:40:00.0000000Z
SF,CHC,0.48916576318717286,0.5108342368128271,7.0,Erik Miller,Justin Steele,2024-06-25T01:45:00.0000000Z
BAL,CLE,0.5634920623536956,0.4365079376463043,9.0,Cole Irvin,Logan Allen (CLE),2024-06-25T22:35:00.0000000Z
DET,PHI,0.4782608704725898,0.5217391295274102,7.5,Tarik Skubal,Ranger Suarez,2024-06-25T22:40:00.0000000Z
TB,SEA,0.44855888659916276,0.5514411134008372,7.5,Zack Littell,Luis Castillo,2024-06-25T22:50:00.0000000Z
NYM,NYY,0.4279403650712972,0.5720596349287028,8.0,David Peterson,Gerrit Cole,2024-06-25T23:10:00.0000000Z
STL,ATL,0.44855888659916276,0.5514411134008372,8.0,Kyle Gibson,Reynaldo Lopez,2024-06-25T23:45:00.0000000Z
CWS,LAD,0.355270821500165,0.644729178499835,9.0,Chris Flexen,Bobby Miller,2024-06-26T00:10:00.0000000Z
HOU,COL,0.6907928829347395,0.3092071170652605,8.5,Hunter Brown,Austin Gomber,2024-06-26T00:10:00.0000000Z
KC,MIA,0.644729178499835,0.35527082150016503,10.0,Seth Lugo,Yonny Chirinos,2024-06-26T00:10:00.0000000Z
MIL,TEX,0.5324675324675324,0.4675324675324676,8.5,Bryse Wilson,Andrew Heaney,2024-06-26T00:10:00.0000000Z
LAA,OAK,0.5427435386594943,0.4572564613405057,8.5,Tyler Anderson,Mitch Spence,2024-06-26T01:38:00.0000000Z
SD,WAS,0.5427435386594943,0.4572564613405057,7.5,Yu Darvish,MacKenzie Gore,2024-06-26T01:40:00.0000000Z
ARI,MIN,0.4782608704725898,0.5217391295274102,8.5,Brandon Pfaadt,Joe Ryan,2024-06-26T01:40:00.0000000Z
