hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
DET,LAA,0.4412029544654722,0.5587970455345278,5.5,,,2024-08-29T17:10:06.0000000Z
CWS,TEX,0.3044871799330211,0.6955128200669789,8.5,,,2024-08-29T18:09:45.0000000Z
MIL,SF,0.5427435386594943,0.4572564613405057,8.0,Aaron Civale,Hayden Birdsong,2024-08-29T18:13:00.0000000Z
STL,SD,0.5108342368128271,0.48916576318717286,7.5,Sonny Gray,Michael King,2024-08-29T18:16:00.0000000Z
COL,MIA,0.5514411134008372,0.4485588865991628,11.5,Bradley Blalock,Valente Bellozo,2024-08-29T19:10:00.0000000Z
ARI,NYM,0.5260865840488141,0.47391341595118586,8.0,Ryne Nelson,David Peterson,2024-08-29T19:40:00.0000000Z
CIN,OAK,0.5514411134008372,0.4485588865991628,10.5,Julian Aguiar,J.T. Ginn,2024-08-29T21:10:00.0000000Z
PHI,ATL,0.5933697527596193,0.4066302472403806,8.0,Cristopher Sanchez,Charlie Morton,2024-08-29T22:40:00.0000000Z
BOS,TOR,0.5634920623536956,0.4365079376463043,8.5,Kutter Crawford,Bowden Francis,2024-08-29T23:10:00.0000000Z
HOU,KC,0.5933697527596193,0.4066302472403806,8.0,Hunter Brown,Brady Singer,2024-08-30T00:10:00.0000000Z
LAD,BAL,0.5720596349287028,0.4279403650712972,9.0,Bobby Miller,Cade Povich,2024-08-30T02:10:00.0000000Z
