hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
BAL,BOS,0.9761672341134735,0.02383276588652651,7.5,,,2024-05-29T22:35:00.0000000Z
TB,OAK,0.4310344832491081,0.5689655167508919,6.5,,,2024-05-29T22:50:00.0000000Z
ATL,WAS,0.5992714012402083,0.4007285987597918,6.5,,,2024-05-29T23:20:00.0000000Z
MIL,CHC,0.8734177206787374,0.12658227932126262,11.5,,,2024-05-29T23:40:00.0000000Z
MIN,KC,0.22168674758809692,0.7783132524119031,9.5,,,2024-05-29T23:40:00.0000000Z
CWS,TOR,0.3044871799330211,0.6955128200669789,6.5,,,2024-05-29T23:40:00.0000000Z
COL,CLE,0.4279403650712972,0.5720596349287028,11.0,Ty Blach,Logan Allen (CLE),2024-05-30T00:40:00.0000000Z
LAA,NYY,0.3425247743709394,0.6574752256290606,8.5,Tyler Anderson,Luis Gil,2024-05-30T01:38:00.0000000Z
SEA,HOU,0.5043297536554499,0.49567024634455015,7.0,George Kirby,Justin Verlander,2024-05-30T01:40:00.0000000Z
MIL,CHC,0.5173641257223942,0.48263587427760585,8.5,Colin Rea,Jameson Taillon,2024-05-30T17:10:00.0000000Z
MIN,KC,0.5427435386594943,0.4572564613405057,8.0,Chris Paddack,Brady Singer,2024-05-30T17:10:00.0000000Z
SEA,HOU,0.5634920623536956,0.4365079376463043,7.5,Logan Gilbert,Spencer Arrighetti,2024-05-30T20:10:00.0000000Z
NYM,ARI,0.4826358742776059,0.5173641257223941,7.5,Christian Scott,Zac Gallen,2024-05-30T23:10:00.0000000Z
BOS,DET,0.5173641257223942,0.48263587427760585,8.5,Nick Pivetta,Jack Flaherty,2024-05-30T23:10:00.0000000Z
ATL,WAS,0.6636481233329261,0.3363518766670739,8.5,Reynaldo Lopez,Trevor Williams,2024-05-30T23:20:00.0000000Z
LAA,NYY,0.3775334495818208,0.6224665504181792,8.5,Patrick Sandoval,Carlos Rodon,2024-05-31T01:38:00.0000000Z
