hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
PHI,NYM,0.5829926396165348,0.41700736038346525,11.0,Taijuan Walker,Jose Quintana,2024-06-09T14:10:00.0000000Z
TEX,SF,0.5933697527596193,0.4066302472403806,8.0,Nathan Eovaldi,Keaton Winn,2024-06-09T17:05:00.0000000Z
WAS,ATL,0.40036122839240407,0.5996387716075959,9.5,DJ Herz,Hurston Waldrep,2024-06-09T17:35:00.0000000Z
PIT,MIN,0.5043297536554499,0.49567024634455015,8.0,Jared Jones,Bailey Ober,2024-06-09T17:35:00.0000000Z
TB,BAL,0.44855888659916276,0.5514411134008372,8.0,Zack Littell,Grayson Rodriguez,2024-06-09T17:40:00.0000000Z
MIA,CLE,0.49567024634455015,0.5043297536554499,9.0,Trevor Rogers,Carlos Carrasco,2024-06-09T17:40:00.0000000Z
CIN,CHC,0.47391341595118586,0.5260865840488141,9.0,Frankie Montas,Shota Imanaga,2024-06-09T17:40:00.0000000Z
DET,MIL,0.6092362331597097,0.39076376684029035,7.5,Tarik Skubal,Bryse Wilson,2024-06-09T17:40:00.0000000Z
KC,SEA,0.5260865840488141,0.47391341595118586,7.5,Cole Ragans,George Kirby,2024-06-09T18:10:00.0000000Z
CWS,BOS,0.40036122839240407,0.5996387716075959,9.0,Chris Flexen,Zack Kelly,2024-06-09T18:10:00.0000000Z
STL,COL,0.6224665504181792,0.3775334495818207,8.5,Andre Pallante,Ty Blach,2024-06-09T18:15:00.0000000Z
LAA,HOU,0.40663024724038055,0.5933697527596195,8.5,Patrick Sandoval,Justin Verlander,2024-06-09T20:07:00.0000000Z
OAK,TOR,0.4675324675324676,0.5324675324675324,8.0,Mitch Spence,Bowden Francis,2024-06-09T20:07:00.0000000Z
SD,ARI,0.5514411134008372,0.4485588865991628,8.5,Adam Mazur,Scott McGough,2024-06-09T20:10:00.0000000Z
NYY,LAD,0.47577854761976024,0.5242214523802398,7.5,Luis Gil,Tyler Glasnow,2024-06-09T23:10:00.0000000Z
