hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
TOR,BAL,0.8647058818442906,0.13529411815570935,7.5,,,2024-06-06T17:07:00.0000000Z
CLE,KC,0.738041001941667,0.261958998058333,7.5,,,2024-06-06T17:11:00.0000000Z
OAK,SEA,0.43650793764630424,0.5634920623536958,8.0,JP Sears,Bryan Woo,2024-06-06T19:37:00.0000000Z
PIT,LAD,0.36905965723913503,0.630940342760865,9.5,Bailey Falter,Walker Buehler,2024-06-06T22:40:00.0000000Z
WAS,ATL,0.4279403650712972,0.5720596349287028,8.5,Mitchell Parker,Reynaldo Lopez,2024-06-06T22:45:00.0000000Z
NYY,MIN,0.5634920623536956,0.4365079376463043,8.5,Marcus Stroman,Pablo Lopez,2024-06-06T23:05:00.0000000Z
CIN,CHC,0.5324675324675324,0.4675324675324676,9.5,Hunter Greene,Javier Assad,2024-06-06T23:10:00.0000000Z
STL,COL,0.6636481233329261,0.3363518766670739,7.0,Sonny Gray,Cal Quantrill,2024-06-06T23:45:00.0000000Z
CWS,BOS,0.3194444451691101,0.6805555548308899,8.5,Jake Woodford,Tanner Houck,2024-06-07T00:10:00.0000000Z
SD,ARI,0.5260865840488141,0.47391341595118586,8.5,Randy Vasquez,Slade Cecconi,2024-06-07T01:40:00.0000000Z
