hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
DET,CWS,0.3932584276480242,0.6067415723519758,7.5,,,2024-06-22T17:10:00.0000000Z
STL,SF,0.5217391295274103,0.47826087047258975,9.0,Miles Mikolas,Jordan Hicks,2024-06-22T18:15:00.0000000Z
CHC,NYM,0.4675324675324676,0.5324675324675324,11.0,Jameson Taillon,Tylor Megill,2024-06-22T18:20:00.0000000Z
PHI,ARI,0.6853932584269662,0.31460674157303375,9.0,Zack Wheeler,Tommy Henry,2024-06-22T20:05:00.0000000Z
PIT,TB,0.5108342368128271,0.48916576318717286,8.5,Jared Jones,Zach Eflin,2024-06-22T20:05:00.0000000Z
TEX,KC,0.5634920623536956,0.4365079376463043,8.0,Jon Gray,Michael Wacha,2024-06-22T20:05:00.0000000Z
OAK,MIN,0.39076376684029035,0.6092362331597097,8.0,JP Sears,Bailey Ober,2024-06-22T20:07:00.0000000Z
HOU,BAL,0.43650793764630424,0.5634920623536958,7.5,Ronel Blanco,Corbin Burnes,2024-06-22T20:10:00.0000000Z
MIA,SEA,0.39624302994387584,0.6037569700561242,7.5,Shaun Anderson,Logan Gilbert,2024-06-22T20:10:00.0000000Z
CIN,BOS,0.47391341595118586,0.5260865840488141,9.5,Frankie Montas,Nick Pivetta,2024-06-22T20:10:00.0000000Z
CLE,TOR,0.5720596349287028,0.4279403650712972,9.0,Ben Lively,Jose Berrios,2024-06-22T20:10:00.0000000Z
NYY,ATL,0.5427435386594943,0.4572564613405057,9.0,Marcus Stroman,Charlie Morton,2024-06-22T23:15:00.0000000Z
SD,MIL,0.5,0.5,8.5,Randy Vasquez,Carlos Rodriguez,2024-06-22T23:15:00.0000000Z
COL,WAS,0.4826358742776059,0.5173641257223941,10.5,Cal Quantrill,Mitchell Parker,2024-06-23T01:10:00.0000000Z
LAD,LAA,0.765902104081777,0.23409789591822303,8.5,Tyler Glasnow,Zach Plesac,2024-06-23T02:10:00.0000000Z
