hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
DET,CLE,0.3044871799330211,0.6955128200669789,5.5,,,2024-07-30T17:10:14.0000000Z
BAL,TOR,0.6574752256290606,0.3425247743709395,8.5,Corbin Burnes,Chris Bassitt,2024-07-30T22:35:00.0000000Z
PHI,NYY,0.5043297536554499,0.49567024634455015,9.5,Aaron Nola,Gerrit Cole,2024-07-30T22:40:00.0000000Z
TB,MIA,0.5996387716075958,0.4003612283924042,7.0,Jeffrey Springs,Edward Cabrera,2024-07-30T22:50:00.0000000Z
NYM,MIN,0.5260865840488141,0.47391341595118586,8.5,Sean Manaea,David Festa,2024-07-30T23:10:00.0000000Z
BOS,SEA,0.48916576318717286,0.5108342368128271,10.5,James Paxton,Luis Castillo,2024-07-30T23:10:00.0000000Z
CIN,CHC,0.44855888659916276,0.5514411134008372,9.0,,Justin Steele,2024-07-30T23:10:00.0000000Z
STL,TEX,0.4826358742776059,0.5173641257223941,8.5,Lance Lynn,Max Scherzer,2024-07-30T23:45:00.0000000Z
CWS,KC,0.36905965723913503,0.630940342760865,9.0,Jonathan Cannon,Michael Wacha,2024-07-31T00:10:00.0000000Z
HOU,PIT,0.630940342760865,0.36905965723913503,8.5,Hunter Brown,Bailey Falter,2024-07-31T00:10:00.0000000Z
MIL,ATL,0.5217391295274103,0.47826087047258975,9.0,,Bryce Elder,2024-07-31T00:10:00.0000000Z
LAA,COL,0.5427435386594943,0.4572564613405057,9.0,Griffin Canning,Cal Quantrill,2024-07-31T01:38:00.0000000Z
SD,LAD,0.44855888659916276,0.5514411134008372,7.5,Matt Waldron,Tyler Glasnow,2024-07-31T01:40:00.0000000Z
ARI,WAS,0.5996387716075958,0.4003612283924042,9.0,Ryne Nelson,Patrick Corbin,2024-07-31T01:40:00.0000000Z
SF,OAK,0.630940342760865,0.36905965723913503,7.5,Robbie Ray,JP Sears,2024-07-31T01:45:00.0000000Z
