hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
MIA,CIN,0.5893794378798224,0.4106205621201776,7.5,,,2024-08-08T22:10:00.0000000Z
TOR,BAL,0.842287693806187,0.1577123061938131,10.5,,,2024-08-08T23:08:16.0000000Z
NYY,LAA,0.22168674758809692,0.7783132524119031,9.5,,,2024-08-08T23:08:34.0000000Z
STL,TB,0.778313252411903,0.22168674758809698,9.5,,,2024-08-08T23:15:00.0000000Z
ARI,PHI,0.5427435386594943,0.4572564613405057,10.5,Jordan Montgomery,Kolby Allard,2024-08-09T01:40:00.0000000Z
SEA,DET,0.6369041809336118,0.36309581906638816,7.5,Bryan Woo,Brenan Hanifee,2024-08-09T01:40:00.0000000Z
WAS,LAA,0.5324675324675324,0.4675324675324676,9.0,Mitchell Parker,Jose Soriano,2024-08-09T22:45:00.0000000Z
NYY,TEX,0.6164383554888346,0.3835616445111653,8.5,Carlos Rodon,Cody Bradford,2024-08-09T23:05:00.0000000Z
MIA,SD,0.4279403650712972,0.5720596349287028,8.5,Edward Cabrera,Martin Perez,2024-08-09T23:10:00.0000000Z
CWS,CHC,0.43650793764630424,0.5634920623536958,7.5,Garrett Crochet,Jameson Taillon,2024-08-10T00:10:00.0000000Z
MIL,CIN,0.5514411134008372,0.4485588865991628,8.5,Aaron Civale,Carson Spiers,2024-08-10T00:10:00.0000000Z
KC,STL,0.5217391295274103,0.47826087047258975,9.0,Michael Lorenzen,Miles Mikolas,2024-08-10T00:10:00.0000000Z
COL,ATL,0.39076376684029035,0.6092362331597097,11.5,Tanner Gordon,Grant Holmes,2024-08-10T00:40:00.0000000Z
ARI,PHI,0.4170073603834652,0.5829926396165348,8.5,Ryne Nelson,Zack Wheeler,2024-08-10T01:40:00.0000000Z
LAD,PIT,0.6164383554888346,0.3835616445111653,8.0,Jack Flaherty,Mitch Keller,2024-08-10T02:10:00.0000000Z
