hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
CIN,LAD,0.5689655167508918,0.4310344832491082,7.5,,,2024-05-25T23:15:00.0000000Z
STL,CHC,0.33069734078092305,0.669302659219077,8.5,,,2024-05-25T23:15:00.0000000Z
COL,PHI,0.3194444451691101,0.6805555548308899,10.5,Dakota Hudson,Aaron Nola,2024-05-26T01:10:00.0000000Z
LAA,CLE,0.4279403650712972,0.5720596349287028,8.0,Jose Soriano,Tanner Bibee,2024-05-26T01:38:00.0000000Z
SD,NYY,0.5324675324675324,0.4675324675324676,7.0,Dylan Cease,Marcus Stroman,2024-05-26T01:40:00.0000000Z
ARI,MIA,0.6164383554888346,0.3835616445111653,9.5,Jordan Montgomery,Sixto Sanchez,2024-05-26T02:10:00.0000000Z
DET,TOR,0.4675324675324676,0.5324675324675324,8.0,Casey Mize,Yusei Kikuchi,2024-05-26T15:35:00.0000000Z
PIT,ATL,0.3425247743709394,0.6574752256290606,8.0,Martin Perez,Chris Sale,2024-05-26T17:35:00.0000000Z
NYM,SF,0.47391341595118586,0.5260865840488141,7.5,Sean Manaea,Logan Webb,2024-05-26T17:40:00.0000000Z
TB,KC,0.5217391295274103,0.47826087047258975,8.0,Taj Bradley,Michael Wacha,2024-05-26T17:40:00.0000000Z
CWS,BAL,0.40663024724038055,0.5933697527596195,7.5,Garrett Crochet,Kyle Bradish,2024-05-26T18:10:00.0000000Z
COL,PHI,0.3309929791381164,0.6690070208618836,10.0,Cal Quantrill,Ranger Suarez,2024-05-26T19:10:00.0000000Z
OAK,HOU,0.39624302994387584,0.6037569700561242,9.0,Aaron Brooks,Ronel Blanco,2024-05-26T20:07:00.0000000Z
LAA,CLE,0.4782608704725898,0.5217391295274102,8.5,Reid Detmers,Ben Lively,2024-05-26T20:07:00.0000000Z
SD,NYY,0.47391341595118586,0.5260865840488141,8.5,Joe Musgrove,Clarke Schmidt,2024-05-26T20:10:00.0000000Z
