hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
CHC,NYM,0.5933697527596193,0.4066302472403806,-1.0,Shota Imanaga,Jose Quintana,2024-06-21T18:20:00.0000000Z
PHI,ARI,0.5514411134008372,0.4485588865991628,9.5,Taijuan Walker,Jordan Montgomery,2024-06-21T22:40:00.0000000Z
DET,CWS,0.6164383554888346,0.3835616445111653,7.5,Jack Flaherty,Erick Fedde,2024-06-21T22:40:00.0000000Z
NYY,ATL,0.48916576318717286,0.5108342368128271,8.0,Carlos Rodon,Chris Sale,2024-06-21T23:05:00.0000000Z
MIA,SEA,0.40663024724038055,0.5933697527596195,7.5,Trevor Rogers,George Kirby,2024-06-21T23:10:00.0000000Z
CIN,BOS,0.5108342368128271,0.48916576318717286,9.0,Andrew Abbott,Kutter Crawford,2024-06-21T23:10:00.0000000Z
TEX,KC,0.5720596349287028,0.4279403650712972,8.0,Nathan Eovaldi,Brady Singer,2024-06-22T00:05:00.0000000Z
HOU,BAL,0.4170073603834652,0.5829926396165348,8.5,Jake Bloss,Grayson Rodriguez,2024-06-22T00:10:00.0000000Z
COL,WAS,0.4782608704725898,0.5217391295274102,11.0,Dakota Hudson,DJ Herz,2024-06-22T00:40:00.0000000Z
OAK,MIN,0.40036122839240407,0.5996387716075959,8.0,Joey Estes,Chris Paddack,2024-06-22T01:40:00.0000000Z
SD,MIL,0.5829926396165348,0.41700736038346525,7.5,Dylan Cease,Colin Rea,2024-06-22T01:40:00.0000000Z
