hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
CLE,MIN,0.2048655576399967,0.7951344423600033,6.5,,,2024-09-16T22:40:00.0000000Z
NYM,WAS,0.3560327777663672,0.6439672222336328,3.5,,,2024-09-16T23:10:00.0000000Z
ATL,LAD,0.3560327777663672,0.6439672222336328,5.5,,,2024-09-16T23:20:00.0000000Z
MIL,PHI,0.7520040075639254,0.24799599243607456,7.5,,,2024-09-16T23:40:00.0000000Z
KC,DET,0.8998646817591706,0.10013531824082941,8.5,,,2024-09-16T23:40:00.0000000Z
CHC,OAK,0.9202453987730062,0.07975460122699388,13.5,,,2024-09-16T23:40:03.0000000Z
STL,PIT,0.5407914007308465,0.4592085992691534,4.5,,,2024-09-16T23:45:00.0000000Z
COL,ARI,0.38356164451116537,0.6164383554888346,11.0,Antonio Senzatela,Merrill Kelly,2024-09-17T00:40:00.0000000Z
LAA,CWS,0.6369041809336118,0.36309581906638816,8.0,Reid Detmers,Jonathan Cannon,2024-09-17T01:38:00.0000000Z
SD,HOU,0.5108342368128271,0.48916576318717286,8.0,Yu Darvish,Spencer Arrighetti,2024-09-17T01:40:00.0000000Z
BAL,SF,0.4826358742776059,0.5173641257223941,8.0,Albert Suarez,Blake Snell,2024-09-17T22:35:00.0000000Z
CLE,MIN,0.5324675324675324,0.4675324675324676,8.5,Gavin Williams,Zebby Matthews,2024-09-17T22:40:00.0000000Z
TB,BOS,0.49567024634455015,0.5043297536554499,7.5,Shane Baz,Nick Pivetta,2024-09-17T22:50:00.0000000Z
NYM,WAS,0.5996387716075958,0.4003612283924042,7.5,Tylor Megill,Mitchell Parker,2024-09-17T23:10:00.0000000Z
KC,DET,0.6092362331597097,0.39076376684029035,8.0,Cole Ragans,Casey Mize,2024-09-17T23:40:00.0000000Z
MIL,PHI,0.4279403650712972,0.5720596349287028,7.5,Frankie Montas,Zack Wheeler,2024-09-17T23:40:00.0000000Z
CHC,OAK,0.5933697527596193,0.4066302472403806,-1.0,Jordan Wicks,Mitch Spence,2024-09-17T23:40:00.0000000Z
STL,PIT,0.5634920623536956,0.4365079376463043,8.0,Lance Lynn,Bailey Falter,2024-09-17T23:45:00.0000000Z
TEX,TOR,0.5634920623536956,0.4365079376463043,8.0,Nathan Eovaldi,,2024-09-18T00:05:00.0000000Z
COL,ARI,0.40663024724038055,0.5933697527596195,11.5,,,2024-09-18T00:40:00.0000000Z
LAA,CWS,0.5933697527596193,0.4066302472403806,8.5,Griffin Canning,Davis Martin,2024-09-18T01:38:00.0000000Z
SEA,NYY,0.4782608704725898,0.5217391295274102,7.0,Bryan Woo,Luis Gil,2024-09-18T01:40:00.0000000Z
SD,HOU,0.5108342368128271,0.48916576318717286,7.0,Michael King,Hunter Brown,2024-09-18T01:40:00.0000000Z
