hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
CIN,STL,0.5173641257223942,0.48263587427760585,9.5,Frankie Montas,,2024-05-29T17:10:00.0000000Z
TEX,ARI,0.5427435386594943,0.4572564613405057,9.0,Dane Dunning,Ryne Nelson,2024-05-29T18:35:00.0000000Z
SF,PHI,0.4572564613405057,0.5427435386594943,8.0,Kyle Harrison,Cristopher Sanchez,2024-05-29T19:45:00.0000000Z
NYM,LAD,0.4675324675324676,0.5324675324675324,8.5,David Peterson,James Paxton,2024-05-29T20:10:00.0000000Z
SD,MIA,0.6037569700561242,0.39624302994387584,7.5,Yu Darvish,Braxton Garrett,2024-05-29T20:10:00.0000000Z
BAL,BOS,0.6224665504181792,0.3775334495818207,7.5,Corbin Burnes,Kutter Crawford,2024-05-29T22:35:00.0000000Z
ATL,WAS,0.5829926396165348,0.41700736038346525,8.5,Spencer Schwellenbach,MacKenzie Gore,2024-05-29T23:20:00.0000000Z
MIL,CHC,0.44855888659916276,0.5514411134008372,7.5,Bryse Wilson,Shota Imanaga,2024-05-29T23:40:00.0000000Z
CWS,TOR,0.39076376684029035,0.6092362331597097,8.5,Chris Flexen,Alek Manoah,2024-05-29T23:40:00.0000000Z
MIN,KC,0.5427435386594943,0.4572564613405057,7.5,Bailey Ober,Seth Lugo,2024-05-29T23:40:00.0000000Z
COL,CLE,0.4170073603834652,0.5829926396165348,11.0,Ty Blach,Logan Allen (CLE),2024-05-30T00:40:00.0000000Z
LAA,NYY,0.3775334495818208,0.6224665504181792,8.5,Tyler Anderson,Luis Gil,2024-05-30T01:38:00.0000000Z
SEA,HOU,0.5043297536554499,0.49567024634455015,7.0,George Kirby,Justin Verlander,2024-05-30T01:40:00.0000000Z
