hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
BAL,WAS,0.027079617317982918,0.9729203826820171,11.5,,,2024-08-13T22:36:36.0000000Z
BAL,WAS,0.5073622252251232,0.4926377747748768,5.5,,,2024-08-13T22:36:36.0000000Z
BAL,WAS,0.6703965448423929,0.32960345515760714,17.5,,,2024-08-13T22:36:36.0000000Z
PHI,MIA,0.08695652191957381,0.9130434780804262,5.5,,,2024-08-13T22:40:36.0000000Z
CLE,CHC,0.7581792317196435,0.24182076828035645,5.5,,,2024-08-13T22:41:54.0000000Z
TB,HOU,0.1457142865929797,0.8542857134070203,5.5,,,2024-08-13T22:50:00.0000000Z
NYM,OAK,0.06417112307805961,0.9358288769219404,12.5,,,2024-08-13T23:10:00.0000000Z
BOS,TEX,0.8734177206787374,0.12658227932126262,11.5,,,2024-08-13T23:10:00.0000000Z
MIN,KC,0.9313929313929314,0.06860706860706861,10.5,,,2024-08-13T23:40:00.0000000Z
MIL,LAD,0.4796954304980804,0.5203045695019196,8.5,,,2024-08-14T00:10:00.0000000Z
CWS,NYY,0.2853214166873447,0.7146785833126553,7.5,,,2024-08-14T00:10:57.0000000Z
LAA,TOR,0.48916576318717286,0.5108342368128271,9.0,Carson Fulmer,Kevin Gausman,2024-08-14T01:38:00.0000000Z
ARI,COL,0.6369041809336118,0.36309581906638816,8.5,Eduardo Rodriguez,Austin Gomber,2024-08-14T01:40:00.0000000Z
SD,PIT,0.6907928829347395,0.3092071170652605,8.0,Michael King,Luis Ortiz (PIT),2024-08-14T01:40:00.0000000Z
SF,ATL,0.5108342368128271,0.48916576318717286,8.0,Kyle Harrison,Charlie Morton,2024-08-14T01:45:00.0000000Z
MIN,KC,0.5514411134008372,0.4485588865991628,8.0,,Cole Ragans,2024-08-14T17:10:00.0000000Z
ARI,COL,0.6690070208618835,0.3309929791381165,9.0,Jordan Montgomery,Tanner Gordon,2024-08-14T19:40:00.0000000Z
SD,PIT,0.5514411134008372,0.4485588865991628,8.0,Martin Perez,Mitch Keller,2024-08-14T20:10:00.0000000Z
BAL,WAS,0.6164383554888346,0.3835616445111653,9.0,Dean Kremer,DJ Herz,2024-08-14T22:35:00.0000000Z
CIN,STL,0.49567024634455015,0.5043297536554499,9.5,Carson Spiers,Kyle Gibson,2024-08-14T22:40:00.0000000Z
CLE,CHC,0.5427435386594943,0.4572564613405057,8.5,Alex Cobb,Jameson Taillon,2024-08-14T22:40:00.0000000Z
TB,HOU,0.47391341595118586,0.5260865840488141,8.0,Zack Littell,Ronel Blanco,2024-08-14T22:50:00.0000000Z
NYM,OAK,0.630940342760865,0.36905965723913503,8.5,David Peterson,Joey Estes,2024-08-14T23:10:00.0000000Z
MIL,LAD,0.44855888659916276,0.5514411134008372,9.0,Frankie Montas,Walker Buehler,2024-08-15T00:10:00.0000000Z
LAA,TOR,0.5043297536554499,0.49567024634455015,8.5,Tyler Anderson,Jose Berrios,2024-08-15T01:38:00.0000000Z
SF,ATL,0.5108342368128271,0.48916576318717286,8.0,Robbie Ray,Grant Holmes,2024-08-15T01:45:00.0000000Z
