hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
TEX,SEA,0.4412029544654722,0.5587970455345278,7.5,,,2024-09-21T23:05:00.0000000Z
TEX,SEA,0.7514747971121849,0.24852520288781504,13.5,,,2024-09-21T23:05:00.0000000Z
MIL,ARI,0.15771230619381305,0.842287693806187,5.5,,,2024-09-21T23:11:39.0000000Z
STL,CLE,0.695512820066979,0.304487179933021,5.5,,,2024-09-21T23:15:00.0000000Z
SD,CWS,0.7520040075639254,0.24799599243607456,7.5,,,2024-09-22T00:44:20.0000000Z
OAK,NYY,0.3775334495818208,0.6224665504181792,8.0,JP Sears,Carlos Rodon,2024-09-22T01:07:00.0000000Z
LAD,COL,0.7095435673941252,0.29045643260587484,9.0,Walker Buehler,Cal Quantrill,2024-09-22T01:10:00.0000000Z
CIN,PIT,0.47391341595118586,0.5260865840488141,8.0,Hunter Greene,Paul Skenes,2024-09-22T17:10:00.0000000Z
MIA,ATL,0.3630958190663881,0.6369041809336119,8.5,Darren McCaughan,Grant Holmes,2024-09-22T17:40:00.0000000Z
HOU,LAA,0.7095435673941252,0.29045643260587484,8.5,Spencer Arrighetti,Griffin Canning,2024-09-22T18:10:00.0000000Z
KC,SF,0.48916576318717286,0.5108342368128271,7.5,Seth Lugo,Blake Snell,2024-09-22T18:10:00.0000000Z
MIL,ARI,0.5260865840488141,0.47391341595118586,9.0,Frankie Montas,Jordan Montgomery,2024-09-22T18:10:00.0000000Z
CHC,WAS,0.6369041809336118,0.36309581906638816,-1.0,Shota Imanaga,Jake Irvin,2024-09-22T18:20:00.0000000Z
TEX,SEA,0.4675324675324676,0.5324675324675324,8.0,Andrew Heaney,Bryan Woo,2024-09-22T18:35:00.0000000Z
OAK,NYY,0.38356164451116537,0.6164383554888346,8.5,Joey Estes,Luis Gil,2024-09-22T20:07:00.0000000Z
LAD,COL,0.7440690139844259,0.25593098601557407,8.5,Yoshinobu Yamamoto,Antonio Senzatela,2024-09-22T20:10:00.0000000Z
SD,CWS,0.7257525076330242,0.27424749236697576,7.5,Yu Darvish,Sean Burke,2024-09-22T20:10:00.0000000Z
