hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
MIN,COL,0.9313929313929314,0.06860706860706861,10.5,,,2024-06-12T17:10:00.0000000Z
MIL,TOR,0.5505617969279973,0.44943820307200266,8.5,Tobias Myers,Chris Bassitt,2024-06-12T18:10:00.0000000Z
SF,HOU,0.5324675324675324,0.4675324675324676,7.5,Logan Webb,Framber Valdez,2024-06-12T19:45:00.0000000Z
SD,OAK,0.6636481233329261,0.3363518766670739,8.0,Michael King,Hogan Harris,2024-06-12T20:10:00.0000000Z
BAL,ATL,0.5324675324675324,0.4675324675324676,9.0,Cade Povich,Spencer Schwellenbach,2024-06-12T22:35:00.0000000Z
DET,WAS,0.5260865840488141,0.47391341595118586,7.5,Reese Olson,Jake Irvin,2024-06-12T22:40:00.0000000Z
TB,CHC,0.5,0.5,8.0,Aaron Civale,Javier Assad,2024-06-12T22:50:00.0000000Z
BOS,PHI,0.4675324675324676,0.5324675324675324,8.0,Nick Pivetta,Cristopher Sanchez,2024-06-12T23:10:00.0000000Z
NYM,MIA,0.5829926396165348,0.41700736038346525,7.5,David Peterson,Braxton Garrett,2024-06-12T23:10:00.0000000Z
CIN,CLE,0.49567024634455015,0.5043297536554499,8.0,Nick Lodolo,Tanner Bibee,2024-06-12T23:10:00.0000000Z
STL,PIT,0.6164383554888346,0.3835616445111653,8.5,Sonny Gray,Bailey Falter,2024-06-12T23:45:00.0000000Z
KC,NYY,0.40663024724038055,0.5933697527596195,11.0,Dan Altavilla,Cody Poteet,2024-06-13T00:10:00.0000000Z
SEA,CWS,0.6853932584269662,0.31460674157303375,7.5,Bryce Miller,Jonathan Cannon,2024-06-13T01:40:00.0000000Z
ARI,LAA,0.5720596349287028,0.4279403650712972,8.5,Slade Cecconi,Jose Soriano,2024-06-13T01:40:00.0000000Z
LAD,TEX,0.630940342760865,0.36905965723913503,8.0,Walker Buehler,,2024-06-13T02:10:00.0000000Z
