hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
TOR,PIT,0.5933697527596193,0.4066302472403806,8.0,Yusei Kikuchi,Mitch Keller,2024-06-01T19:07:00.0000000Z
BAL,TB,0.5996387716075958,0.4003612283924042,7.5,Kyle Bradish,Taj Bradley,2024-06-01T20:05:00.0000000Z
ATL,OAK,0.7257525076330242,0.27424749236697576,8.0,Chris Sale,Aaron Brooks,2024-06-01T20:10:00.0000000Z
MIL,CWS,0.5933697527596193,0.4066302472403806,7.5,Robert Gasser,Garrett Crochet,2024-06-01T20:10:00.0000000Z
CLE,WAS,0.5829926396165348,0.41700736038346525,8.5,Ben Lively,Mitchell Parker,2024-06-01T20:10:00.0000000Z
HOU,MIN,0.5427435386594943,0.4572564613405057,7.5,Framber Valdez,Joe Ryan,2024-06-01T20:10:00.0000000Z
NYM,ARI,0.5427435386594943,0.4572564613405057,8.0,Sean Manaea,Slade Cecconi,2024-06-01T20:10:00.0000000Z
KC,SD,0.47391341595118586,0.5260865840488141,8.5,Alec Marsh,Joe Musgrove,2024-06-01T20:10:00.0000000Z
BOS,DET,0.49567024634455015,0.5043297536554499,8.5,Cooper Criswell,Reese Olson,2024-06-01T20:10:00.0000000Z
MIA,TEX,0.4675324675324676,0.5324675324675324,8.0,Ryan Weathers,Michael Lorenzen,2024-06-01T20:10:00.0000000Z
PHI,STL,0.5720596349287028,0.4279403650712972,7.5,Ranger Suarez,Sonny Gray,2024-06-01T23:15:00.0000000Z
SEA,LAA,0.6037569700561242,0.39624302994387584,7.5,Bryce Miller,Reid Detmers,2024-06-01T23:15:00.0000000Z
CHC,CIN,0.5634920623536956,0.4365079376463043,7.5,Justin Steele,Hunter Greene,2024-06-01T23:15:00.0000000Z
SF,NYY,0.5324675324675324,0.4675324675324676,7.5,Logan Webb,Cody Poteet,2024-06-02T02:05:00.0000000Z
LAD,COL,0.7408716132268129,0.25912838677318706,8.0,Yoshinobu Yamamoto,Cal Quantrill,2024-06-02T02:10:00.0000000Z
