hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
TB,BAL,0.15771230619381305,0.842287693806187,8.5,,,2024-06-10T22:50:00.0000000Z
MIN,COL,0.8647058818442906,0.13529411815570935,6.5,,,2024-06-10T23:40:00.0000000Z
KC,NYY,0.32558139534883723,0.6744186046511628,9.5,,,2024-06-11T00:10:00.0000000Z
MIL,TOR,0.5992714012402083,0.4007285987597918,7.5,,,2024-06-11T00:10:42.0000000Z
SEA,CWS,0.644729178499835,0.35527082150016503,7.0,Logan Gilbert,Erick Fedde,2024-06-11T01:40:00.0000000Z
SD,OAK,0.6805555548308899,0.3194444451691101,7.5,Dylan Cease,Joey Estes,2024-06-11T01:40:00.0000000Z
SF,HOU,0.4826358742776059,0.5173641257223941,8.0,Kyle Harrison,Spencer Arrighetti,2024-06-11T01:45:00.0000000Z
DET,WAS,0.5043297536554499,0.49567024634455015,8.5,Kenta Maeda,Mitchell Parker,2024-06-11T22:40:00.0000000Z
BOS,PHI,0.40036122839240407,0.5996387716075959,8.5,Kutter Crawford,Zack Wheeler,2024-06-11T23:10:00.0000000Z
NYM,MIA,0.5514411134008372,0.4485588865991628,7.5,Tylor Megill,Jesus Luzardo,2024-06-11T23:10:00.0000000Z
STL,PIT,0.4675324675324676,0.5324675324675324,7.5,Miles Mikolas,Paul Skenes,2024-06-11T23:45:00.0000000Z
KC,NYY,0.43650793764630424,0.5634920623536958,9.0,Brady Singer,Marcus Stroman,2024-06-12T00:10:00.0000000Z
SEA,CWS,0.6690070208618835,0.3309929791381165,7.0,Bryan Woo,Drew Thorpe,2024-06-12T01:40:00.0000000Z
ARI,LAA,0.6092362331597097,0.39076376684029035,9.0,Jordan Montgomery,Jose Suarez,2024-06-12T01:40:00.0000000Z
SD,OAK,0.5829926396165348,0.41700736038346525,8.0,Randy Vasquez,JP Sears,2024-06-12T01:40:00.0000000Z
SF,HOU,0.48916576318717286,0.5108342368128271,7.5,Jordan Hicks,Ronel Blanco,2024-06-12T01:45:00.0000000Z
