hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
PHI,NYM,0.5992714012402083,0.4007285987597918,6.5,,,2024-05-16T22:41:08.0000000Z
BOS,TB,0.11171171196779472,0.8882882880322053,10.5,,,2024-05-16T23:10:00.0000000Z
CHC,PIT,0.4310344832491081,0.5689655167508919,9.5,,,2024-05-16T23:39:05.0000000Z
HOU,OAK,0.6634806845500825,0.3365193154499176,7.5,,,2024-05-17T00:10:00.0000000Z
LAD,CIN,0.7257525076330242,0.27424749236697576,7.5,Tyler Glasnow,Brent Suter,2024-05-17T02:10:00.0000000Z
PHI,WAS,0.6957699506235259,0.30423004937647413,7.5,Zack Wheeler,Jake Irvin,2024-05-17T22:40:00.0000000Z
NYY,CWS,0.6907928829347395,0.3092071170652605,8.5,Nestor Cortes,Mike Clevinger,2024-05-17T23:05:00.0000000Z
MIA,NYM,0.4826358742776059,0.5173641257223941,7.5,Jesus Luzardo,Christian Scott,2024-05-17T23:10:00.0000000Z
CLE,MIN,0.5260865840488141,0.47391341595118586,8.0,Triston McKenzie,Simeon Woods Richardson,2024-05-17T23:10:00.0000000Z
ATL,SD,0.6574752256290606,0.3425247743709395,8.0,Max Fried,Matt Waldron,2024-05-17T23:20:00.0000000Z
TEX,LAA,0.6164383554888346,0.3835616445111653,9.0,Andrew Heaney,Tyler Anderson,2024-05-18T00:05:00.0000000Z
HOU,MIL,0.48916576318717286,0.5108342368128271,8.5,Hunter Brown,Freddy Peralta,2024-05-18T00:10:00.0000000Z
STL,BOS,0.4826358742776059,0.5173641257223941,8.0,Kyle Gibson,Brayan Bello,2024-05-18T00:15:00.0000000Z
ARI,DET,0.4279403650712972,0.5720596349287028,8.0,Ryne Nelson,Tarik Skubal,2024-05-18T01:40:00.0000000Z
LAD,CIN,0.6574752256290606,0.3425247743709395,9.0,James Paxton,Frankie Montas,2024-05-18T02:10:00.0000000Z
SF,COL,0.6164383554888346,0.3835616445111653,7.5,Kyle Harrison,Ryan Feltner,2024-05-18T02:15:00.0000000Z
