hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
NYY,PIT,0.8341463406496133,0.16585365935038668,4.5,,,2024-09-27T23:05:00.0000000Z
TOR,MIA,0.11171171196779472,0.8882882880322053,17.5,,,2024-09-27T23:07:54.0000000Z
BOS,TB,0.3194321215197825,0.6805678784802175,3.5,,,2024-09-27T23:10:29.0000000Z
CLE,HOU,0.09100998958725104,0.908990010412749,9.5,,,2024-09-27T23:11:11.0000000Z
ATL,KC,0.8882882880322052,0.11171171196779482,4.5,,,2024-09-27T23:20:00.0000000Z
MIN,BAL,0.3712871287128713,0.6287128712871287,9.5,,,2024-09-28T00:10:21.0000000Z
COL,LAD,0.16585365935038665,0.8341463406496133,15.5,,,2024-09-28T00:11:37.0000000Z
MIL,NYM,0.8341463406496133,0.16585365935038668,10.5,,,2024-09-28T00:13:06.0000000Z
LAA,TEX,0.40036122839240407,0.5996387716075959,7.5,Reid Detmers,Jacob deGrom,2024-09-28T01:38:00.0000000Z
ARI,SD,0.5514411134008372,0.4485588865991628,8.5,Merrill Kelly,Yu Darvish,2024-09-28T01:40:00.0000000Z
SEA,OAK,0.6092362331597097,0.39076376684029035,7.0,Bryan Woo,JP Sears,2024-09-28T02:10:00.0000000Z
SF,STL,0.5514411134008372,0.4485588865991628,7.5,Landen Roupp,Miles Mikolas,2024-09-28T02:10:00.0000000Z
NYY,PIT,0.5324675324675324,0.4675324675324676,7.5,Luis Gil,Paul Skenes,2024-09-28T17:05:00.0000000Z
CHC,CIN,0.5260865840488141,0.47391341595118586,-1.0,Kyle Hendricks,Rhett Lowder,2024-09-28T18:20:00.0000000Z
WAS,PHI,0.3425247743709394,0.6574752256290606,7.5,MacKenzie Gore,Zack Wheeler,2024-09-28T20:05:00.0000000Z
BOS,TB,0.5324675324675324,0.4675324675324676,8.0,Kutter Crawford,Shane Baz,2024-09-28T20:10:00.0000000Z
CLE,HOU,0.5217391295274103,0.47826087047258975,8.0,Ben Lively,Justin Verlander,2024-09-28T22:10:00.0000000Z
COL,LAD,0.29496683723580985,0.7050331627641901,11.0,Antonio Senzatela,Yoshinobu Yamamoto,2024-09-29T00:10:00.0000000Z
LAA,TEX,0.4279403650712972,0.5720596349287028,8.5,Griffin Canning,Andrew Heaney,2024-09-29T01:38:00.0000000Z
