hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
PHI,TB,0.6378504666935977,0.3621495333064023,10.5,,,2024-09-10T22:40:00.0000000Z
PHI,TB,0.8777409684303936,0.12225903156960641,11.5,,,2024-09-10T22:40:00.0000000Z
PIT,MIA,0.8998646817591706,0.10013531824082941,10.5,,,2024-09-10T22:43:00.0000000Z
PIT,MIA,0.9895693847095502,0.010430615290449745,11.5,,,2024-09-10T22:43:00.0000000Z
NYY,KC,0.17154811729346486,0.8284518827065351,5.5,,,2024-09-10T23:08:49.0000000Z
TOR,NYM,0.9046454762860098,0.09535452371399022,9.5,,,2024-09-10T23:09:00.0000000Z
BOS,BAL,0.2619589980583331,0.7380410019416669,8.5,,,2024-09-10T23:10:00.0000000Z
CWS,CLE,0.2853214166873447,0.7146785833126553,5.5,,,2024-09-10T23:40:39.0000000Z
CWS,CLE,0.6483121394174214,0.35168786058257867,10.5,,,2024-09-10T23:40:39.0000000Z
STL,CIN,0.5,0.5,5.5,,,2024-09-10T23:46:19.0000000Z
HOU,OAK,0.4796954304980804,0.5203045695019196,9.5,,,2024-09-11T00:10:13.0000000Z
ARI,TEX,0.6164383554888346,0.3835616445111653,7.5,Zac Gallen,Nathan Eovaldi,2024-09-11T01:40:00.0000000Z
SEA,SD,0.5427435386594943,0.4572564613405057,7.0,George Kirby,Yu Darvish,2024-09-11T01:40:00.0000000Z
SF,MIL,0.48916576318717286,0.5108342368128271,7.5,Landen Roupp,Aaron Civale,2024-09-11T01:45:00.0000000Z
LAD,CHC,0.5829926396165348,0.41700736038346525,8.0,Yoshinobu Yamamoto,Shota Imanaga,2024-09-11T02:10:00.0000000Z
CWS,CLE,0.3425247743709394,0.6574752256290606,8.0,Davis Martin,Matthew Boyd,2024-09-11T18:10:00.0000000Z
TOR,NYM,0.47391341595118586,0.5260865840488141,8.0,Bowden Francis,Sean Manaea,2024-09-11T19:07:00.0000000Z
ARI,TEX,0.5634920623536956,0.4365079376463043,8.5,Merrill Kelly,Cody Bradford,2024-09-11T19:40:00.0000000Z
PHI,TB,0.644729178499835,0.35527082150016503,7.5,Zack Wheeler,Shane Baz,2024-09-11T22:40:00.0000000Z
WAS,ATL,0.39624302994387584,0.6037569700561242,7.5,Jake Irvin,Max Fried,2024-09-11T22:45:00.0000000Z
NYY,KC,0.5634920623536956,0.4365079376463043,8.0,Luis Gil,Cole Ragans,2024-09-11T23:05:00.0000000Z
MIN,LAA,0.6369041809336118,0.36309581906638816,8.5,Zebby Matthews,Jack Kochanowicz,2024-09-11T23:10:00.0000000Z
BOS,BAL,0.5324675324675324,0.4675324675324676,9.5,Nick Pivetta,Dean Kremer,2024-09-11T23:10:00.0000000Z
HOU,OAK,0.6369041809336118,0.36309581906638816,8.0,Hunter Brown,JP Sears,2024-09-12T00:10:00.0000000Z
SEA,SD,0.5043297536554499,0.49567024634455015,7.0,Bryan Woo,Michael King,2024-09-12T01:40:00.0000000Z
