hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
NYY,PIT,0.6164383554888346,0.3835616445111653,8.0,Clarke Schmidt,Bailey Falter,2024-09-29T19:05:00.0000000Z
WAS,PHI,0.43650793764630424,0.5634920623536958,7.5,Jake Irvin,Aaron Nola,2024-09-29T19:05:00.0000000Z
SF,STL,0.5324675324675324,0.4675324675324676,7.5,Hayden Birdsong,Michael McGreevy,2024-09-29T19:05:00.0000000Z
BOS,TB,0.5,0.5,7.5,Quinn Priester,Ryan Pepiot,2024-09-29T19:05:00.0000000Z
LAA,TEX,0.4279403650712972,0.5720596349287028,8.0,Jack Kochanowicz,Nathan Eovaldi,2024-09-29T19:07:00.0000000Z
TOR,MIA,0.5217391295274103,0.47826087047258975,7.5,Ryan Burr,Ryan Weathers,2024-09-29T19:07:00.0000000Z
MIL,NYM,0.43650793764630424,0.5634920623536958,8.0,Colin Rea,David Peterson,2024-09-29T19:10:00.0000000Z
ARI,SD,0.6574752256290606,0.3425247743709395,8.5,Brandon Pfaadt,Martin Perez,2024-09-29T19:10:00.0000000Z
SEA,OAK,0.630940342760865,0.36905965723913503,7.0,Logan Gilbert,Mitch Spence,2024-09-29T19:10:00.0000000Z
COL,LAD,0.4170073603834652,0.5829926396165348,11.0,Ryan Feltner,Anthony Banda,2024-09-29T19:10:00.0000000Z
MIN,BAL,0.5427435386594943,0.4572564613405057,8.0,Bailey Ober,Albert Suarez,2024-09-29T19:10:00.0000000Z
CLE,HOU,0.5634920623536956,0.4365079376463043,7.5,Nick Sandlin,Ryan Gusto,2024-09-29T19:10:00.0000000Z
DET,CWS,0.6805555548308899,0.3194444451691101,7.5,Kenta Maeda,Jonathan Cannon,2024-09-29T19:10:00.0000000Z
ATL,KC,0.6574752256290606,0.3425247743709395,8.0,Charlie Morton,Alec Marsh,2024-09-29T19:20:00.0000000Z
CHC,CIN,0.4826358742776059,0.5173641257223941,7.0,Caleb Kilian,Hunter Greene,2024-09-29T19:20:00.0000000Z
