hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
PHI,NYY,0.5427435386594943,0.4572564613405057,9.0,Cristopher Sanchez,Nestor Cortes,2024-07-31T16:35:00.0000000Z
NYM,MIN,0.48916576318717286,0.5108342368128271,8.5,Luis Severino,Pablo Lopez,2024-07-31T17:10:00.0000000Z
MIL,ATL,0.4572564613405057,0.5427435386594943,7.0,Freddy Peralta,Chris Sale,2024-07-31T18:10:00.0000000Z
CWS,KC,0.36905965723913503,0.630940342760865,9.0,Drew Thorpe,Brady Singer,2024-07-31T18:10:00.0000000Z
STL,TEX,0.5043297536554499,0.49567024634455015,9.0,Michael McGreevy,Andrew Heaney,2024-07-31T18:15:00.0000000Z
ARI,WAS,0.6224665504181792,0.3775334495818207,8.5,Zac Gallen,MacKenzie Gore,2024-07-31T19:40:00.0000000Z
BOS,SEA,0.4782608704725898,0.5217391295274102,9.5,Brayan Bello,George Kirby,2024-07-31T20:10:00.0000000Z
CIN,CHC,0.5829926396165348,0.41700736038346525,9.0,Nick Lodolo,Kyle Hendricks,2024-07-31T23:10:00.0000000Z
SD,LAD,0.5427435386594943,0.4572564613405057,7.5,Dylan Cease,Clayton Kershaw,2024-08-01T00:40:00.0000000Z
SF,OAK,0.6574752256290606,0.3425247743709395,8.0,Logan Webb,Ross Stripling,2024-08-01T01:45:00.0000000Z
