hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
CHC,PIT,0.48916576318717286,0.5108342368128271,7.5,Kyle Hendricks,Paul Skenes,2024-05-17T18:20:00.0000000Z
PHI,WAS,0.700162073079075,0.299837926920925,7.5,Zack Wheeler,Jake Irvin,2024-05-17T22:40:00.0000000Z
NYY,CWS,0.700162073079075,0.299837926920925,8.0,Nestor Cortes,Mike Clevinger,2024-05-17T23:05:00.0000000Z
BAL,SEA,0.5427435386594943,0.4572564613405057,8.0,,Bryce Miller,2024-05-17T23:05:00.0000000Z
TOR,TB,0.6164383554888346,0.3835616445111653,8.5,Chris Bassitt,Tyler Alexander,2024-05-17T23:07:00.0000000Z
MIA,NYM,0.4782608704725898,0.5217391295274102,7.5,Jesus Luzardo,Christian Scott,2024-05-17T23:10:00.0000000Z
CLE,MIN,0.5260865840488141,0.47391341595118586,8.5,Triston McKenzie,Simeon Woods Richardson,2024-05-17T23:10:00.0000000Z
ATL,SD,0.6574752256290606,0.3425247743709395,8.0,Max Fried,Matt Waldron,2024-05-17T23:20:00.0000000Z
TEX,LAA,0.6164383554888346,0.3835616445111653,9.0,Andrew Heaney,Tyler Anderson,2024-05-18T00:05:00.0000000Z
HOU,MIL,0.5,0.5,8.5,Hunter Brown,Freddy Peralta,2024-05-18T00:10:00.0000000Z
STL,BOS,0.48916576318717286,0.5108342368128271,8.0,Kyle Gibson,Brayan Bello,2024-05-18T00:15:00.0000000Z
ARI,DET,0.43650793764630424,0.5634920623536958,7.5,Ryne Nelson,Tarik Skubal,2024-05-18T01:40:00.0000000Z
LAD,CIN,0.644729178499835,0.35527082150016503,9.0,James Paxton,Frankie Montas,2024-05-18T02:10:00.0000000Z
SF,COL,0.5996387716075958,0.4003612283924042,7.5,Kyle Harrison,Ryan Feltner,2024-05-18T02:15:00.0000000Z
