hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
MIA,STL,0.43650793764630424,0.5634920623536958,8.0,Roddery Munoz,Lance Lynn,2024-06-18T22:10:00.0000000Z
PHI,SD,0.5634920623536956,0.4365079376463043,9.0,Aaron Nola,Michael King,2024-06-18T22:40:00.0000000Z
PIT,CIN,0.4572564613405057,0.5427435386594943,8.0,Bailey Falter,Nick Lodolo,2024-06-18T22:40:00.0000000Z
CLE,SEA,0.5324675324675324,0.4675324675324676,8.5,Triston McKenzie,Bryce Miller,2024-06-18T22:40:00.0000000Z
WAS,ARI,0.5260865840488141,0.47391341595118586,9.0,Jake Irvin,Slade Cecconi,2024-06-18T22:45:00.0000000Z
NYY,BAL,0.5634920623536956,0.4365079376463043,9.0,Nestor Cortes,Albert Suarez,2024-06-18T23:05:00.0000000Z
TOR,BOS,0.47391341595118586,0.5260865840488141,7.5,Chris Bassitt,Tanner Houck,2024-06-18T23:07:00.0000000Z
ATL,DET,0.5996387716075958,0.4003612283924042,9.0,Spencer Schwellenbach,Casey Mize,2024-06-18T23:20:00.0000000Z
MIN,TB,0.6164383554888346,0.3835616445111653,8.5,Pablo Lopez,Aaron Civale,2024-06-18T23:40:00.0000000Z
TEX,NYM,0.48916576318717286,0.5108342368128271,8.5,Michael Lorenzen,Luis Severino,2024-06-19T00:05:00.0000000Z
CHC,SF,0.5,0.5,9.5,Justin Steele,Logan Webb,2024-06-19T00:05:00.0000000Z
CWS,HOU,0.36905965723913503,0.630940342760865,9.0,Jonathan Cannon,Framber Valdez,2024-06-19T00:10:00.0000000Z
COL,LAD,0.38356164451116537,0.6164383554888346,11.0,Austin Gomber,Walker Buehler,2024-06-19T00:40:00.0000000Z
LAA,MIL,0.43650793764630424,0.5634920623536958,9.0,Griffin Canning,Tobias Myers,2024-06-19T01:38:00.0000000Z
OAK,KC,0.4675324675324676,0.5324675324675324,8.0,Hogan Harris,Alec Marsh,2024-06-19T01:40:00.0000000Z
