hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
PIT,STL,0.6164383554888346,0.3835616445111653,8.0,Paul Skenes,Lance Lynn,2024-07-23T22:40:00.0000000Z
CLE,DET,0.5634920623536956,0.4365079376463043,8.5,Xzavion Curry,,2024-07-23T22:40:00.0000000Z
MIA,BAL,0.39076376684029035,0.6092362331597097,8.5,,Albert Suarez,2024-07-23T22:40:00.0000000Z
NYY,NYM,0.5933697527596193,0.4066302472403806,8.5,Luis Gil,Jose Quintana,2024-07-23T23:05:00.0000000Z
TOR,TB,0.5829926396165348,0.41700736038346525,8.5,Jose Berrios,Shawn Armstrong,2024-07-23T23:07:00.0000000Z
ATL,CIN,0.6805555548308899,0.3194444451691101,8.0,Chris Sale,,2024-07-23T23:20:00.0000000Z
MIN,PHI,0.4170073603834652,0.5829926396165348,8.0,Simeon Woods Richardson,Zack Wheeler,2024-07-23T23:40:00.0000000Z
TEX,CWS,0.5427435386594943,0.4572564613405057,7.5,Jon Gray,Garrett Crochet,2024-07-24T00:05:00.0000000Z
CHC,MIL,0.5173641257223942,0.48263587427760585,-1.0,Jameson Taillon,Colin Rea,2024-07-24T00:05:00.0000000Z
KC,ARI,0.4782608704725898,0.5217391295274102,10.0,Alec Marsh,Jordan Montgomery,2024-07-24T00:10:00.0000000Z
SEA,LAA,0.6224665504181792,0.3775334495818207,7.0,Logan Gilbert,Jose Soriano,2024-07-24T01:40:00.0000000Z
OAK,HOU,0.4572564613405057,0.5427435386594943,9.0,Osvaldo Bido,Jake Bloss,2024-07-24T01:40:00.0000000Z
LAD,SF,0.5634920623536956,0.4365079376463043,8.5,Landon Knack,Jordan Hicks,2024-07-24T02:10:00.0000000Z
