hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
CLE,SEA,0.9761672341134735,0.02383276588652651,8.5,,,2024-06-19T22:40:00.0000000Z
TOR,BOS,0.3932584276480242,0.6067415723519758,9.5,,,2024-06-19T23:07:00.0000000Z
NYY,BAL,0.2619589980583331,0.7380410019416669,8.5,,,2024-06-19T23:09:00.0000000Z
MIN,TB,0.5203045695019197,0.47969543049808033,7.5,,,2024-06-19T23:40:00.0000000Z
TEX,NYM,0.64989058995638,0.35010941004362,7.5,,,2024-06-20T00:05:00.0000000Z
CWS,HOU,0.48987854329984104,0.510121456700159,6.5,,,2024-06-20T00:10:00.0000000Z
COL,LAD,0.3630958190663881,0.6369041809336119,10.5,Ryan Feltner,Bobby Miller,2024-06-20T00:44:00.0000000Z
LAA,MIL,0.36905965723913503,0.630940342760865,8.0,Tyler Anderson,Freddy Peralta,2024-06-20T01:38:00.0000000Z
OAK,KC,0.36905965723913503,0.630940342760865,7.0,Luis Medina,Cole Ragans,2024-06-20T01:40:00.0000000Z
WAS,ARI,0.5634920623536956,0.4365079376463043,9.0,MacKenzie Gore,Ryne Nelson,2024-06-20T17:05:00.0000000Z
CLE,SEA,0.4826358742776059,0.5173641257223941,8.5,Logan Allen (CLE),Luis Castillo,2024-06-20T17:10:00.0000000Z
MIN,TB,0.5427435386594943,0.4572564613405057,8.0,Simeon Woods Richardson,Zack Littell,2024-06-20T17:10:00.0000000Z
COL,LAD,0.3249687534328628,0.6750312465671372,11.5,Ty Blach,Gavin Stone,2024-06-20T19:10:00.0000000Z
OAK,KC,0.43650793764630424,0.5634920623536958,8.0,Mitch Spence,Seth Lugo,2024-06-20T19:37:00.0000000Z
NYY,BAL,0.5634920623536956,0.4365079376463043,8.5,Luis Gil,Cole Irvin,2024-06-20T20:05:00.0000000Z
SD,MIL,0.4826358742776059,0.5173641257223941,8.5,Adam Mazur,Bryse Wilson,2024-06-21T01:40:00.0000000Z
