hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
BAL,WAS,0.6092362331597097,0.39076376684029035,9.0,Trevor Rogers,Jake Irvin,2024-08-13T22:35:00.0000000Z
CIN,STL,0.5514411134008372,0.4485588865991628,8.5,Hunter Greene,Erick Fedde,2024-08-13T22:40:00.0000000Z
CLE,CHC,0.5427435386594943,0.4572564613405057,8.5,Matthew Boyd,Javier Assad,2024-08-13T22:40:00.0000000Z
TB,HOU,0.4532304738350278,0.5467695261649722,8.0,Shane Baz,Yusei Kikuchi,2024-08-13T22:50:00.0000000Z
BOS,TEX,0.5634920623536956,0.4365079376463043,10.0,Kutter Crawford,Jose Urena,2024-08-13T23:10:00.0000000Z
MIN,KC,0.5043297536554499,0.49567024634455015,8.5,Zebby Matthews,Seth Lugo,2024-08-13T23:40:00.0000000Z
CWS,NYY,0.277920742261645,0.722079257738355,9.0,Jonathan Cannon,Nestor Cortes,2024-08-14T00:10:00.0000000Z
MIL,LAD,0.4675324675324676,0.5324675324675324,8.5,Colin Rea,Gavin Stone,2024-08-14T00:10:00.0000000Z
LAA,TOR,0.4279403650712972,0.5720596349287028,8.5,Carson Fulmer,Kevin Gausman,2024-08-14T01:38:00.0000000Z
ARI,COL,0.6907928829347395,0.3092071170652605,9.0,Eduardo Rodriguez,Austin Gomber,2024-08-14T01:40:00.0000000Z
SD,PIT,0.644729178499835,0.35527082150016503,8.0,Michael King,Luis Ortiz (PIT),2024-08-14T01:40:00.0000000Z
SF,ATL,0.49567024634455015,0.5043297536554499,8.5,Kyle Harrison,Charlie Morton,2024-08-14T01:45:00.0000000Z
