hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
BAL,ATL,0.9627252529051191,0.03727474709488092,5.5,,,2024-06-11T22:35:00.0000000Z
DET,WAS,0.7581792317196435,0.24182076828035645,8.5,,,2024-06-11T22:40:00.0000000Z
TB,CHC,0.18848167636989122,0.8115183236301088,3.5,,,2024-06-11T22:50:00.0000000Z
BOS,PHI,0.12658227932126265,0.8734177206787374,7.5,,,2024-06-11T23:10:00.0000000Z
NYM,MIA,0.5587970455345277,0.44120295446547225,7.5,,,2024-06-11T23:10:00.0000000Z
CIN,CLE,0.22168674758809692,0.7783132524119031,7.5,,,2024-06-11T23:11:25.0000000Z
MIN,COL,0.6287128712871287,0.3712871287128713,4.5,,,2024-06-11T23:40:00.0000000Z
STL,PIT,0.4592085992691535,0.5407914007308465,3.5,,,2024-06-11T23:45:00.0000000Z
KC,NYY,0.27706185674146766,0.7229381432585323,9.5,,,2024-06-12T00:10:00.0000000Z
MIL,TOR,0.35010941004362006,0.6498905899563799,8.5,,,2024-06-12T00:10:00.0000000Z
SEA,CWS,0.6164383554888346,0.3835616445111653,7.5,Jhonathan Diaz,Drew Thorpe,2024-06-12T01:40:00.0000000Z
SD,OAK,0.5933697527596193,0.4066302472403806,8.0,Randy Vasquez,JP Sears,2024-06-12T01:40:00.0000000Z
ARI,LAA,0.5829926396165348,0.41700736038346525,9.0,Jordan Montgomery,Jose Suarez,2024-06-12T01:40:00.0000000Z
SF,HOU,0.5173641257223942,0.48263587427760585,8.0,Jordan Hicks,Ronel Blanco,2024-06-12T01:45:00.0000000Z
LAD,TEX,0.5996387716075958,0.4003612283924042,8.5,James Paxton,Dane Dunning,2024-06-12T02:10:00.0000000Z
MIN,COL,0.6690070208618835,0.3309929791381165,8.0,Pablo Lopez,Austin Gomber,2024-06-12T17:10:00.0000000Z
MIL,TOR,0.5043297536554499,0.49567024634455015,8.5,Tobias Myers,Chris Bassitt,2024-06-12T18:10:00.0000000Z
SF,HOU,0.5,0.5,7.5,Logan Webb,Framber Valdez,2024-06-12T19:45:00.0000000Z
SD,OAK,0.630940342760865,0.36905965723913503,8.0,Michael King,Hogan Harris,2024-06-12T20:10:00.0000000Z
BAL,ATL,0.5324675324675324,0.4675324675324676,9.0,Cade Povich,Spencer Schwellenbach,2024-06-12T22:35:00.0000000Z
DET,WAS,0.5514411134008372,0.4485588865991628,7.5,Reese Olson,Jake Irvin,2024-06-12T22:40:00.0000000Z
TB,CHC,0.5260865840488141,0.47391341595118586,8.0,Aaron Civale,Javier Assad,2024-06-12T22:50:00.0000000Z
NYM,MIA,0.5720596349287028,0.4279403650712972,7.5,David Peterson,Braxton Garrett,2024-06-12T23:10:00.0000000Z
CIN,CLE,0.5217391295274103,0.47826087047258975,8.5,Nick Lodolo,Tanner Bibee,2024-06-12T23:10:00.0000000Z
STL,PIT,0.6092362331597097,0.39076376684029035,7.5,Sonny Gray,Bailey Falter,2024-06-12T23:45:00.0000000Z
SEA,CWS,0.6750312465671372,0.3249687534328628,7.5,Bryce Miller,Jonathan Cannon,2024-06-13T01:40:00.0000000Z
