hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
NYM,LAD,0.3630958190663881,0.6369041809336119,8.5,Tylor Megill,Tyler Glasnow,2024-05-28T20:10:00.0000000Z
BAL,BOS,0.6037569700561242,0.39624302994387584,8.5,Grayson Rodriguez,Brayan Bello,2024-05-28T22:35:00.0000000Z
DET,PIT,0.5829926396165348,0.41700736038346525,7.0,Tarik Skubal,Jared Jones,2024-05-28T22:40:00.0000000Z
DET,PIT,0.8465196059223737,0.15348039407762623,9.0,Tarik Skubal,Jared Jones,2024-05-28T22:40:00.0000000Z
ATL,WAS,0.6853932584269662,0.31460674157303375,8.0,Max Fried,Jake Irvin,2024-05-28T23:20:00.0000000Z
CWS,TOR,0.3425247743709394,0.6574752256290606,8.5,Mike Clevinger,Kevin Gausman,2024-05-28T23:40:00.0000000Z
MIN,KC,0.4675324675324676,0.5324675324675324,7.5,Simeon Woods Richardson,Cole Ragans,2024-05-28T23:40:00.0000000Z
MIL,CHC,0.5933697527596193,0.4066302472403806,8.0,Freddy Peralta,Ben Brown,2024-05-28T23:40:00.0000000Z
COL,CLE,0.4279403650712972,0.5720596349287028,10.5,Ryan Feltner,Triston McKenzie,2024-05-29T00:40:00.0000000Z
LAA,NYY,0.38356164451116537,0.6164383554888346,9.0,Griffin Canning,Nestor Cortes,2024-05-29T01:38:00.0000000Z
SD,MIA,0.5427435386594943,0.4572564613405057,7.5,Matt Waldron,Jesus Luzardo,2024-05-29T01:40:00.0000000Z
SEA,HOU,0.5427435386594943,0.4572564613405057,7.5,Luis Castillo,Hunter Brown,2024-05-29T01:40:00.0000000Z
