hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
NYM,BAL,0.5427435386594943,0.4572564613405057,8.5,Sean Manaea,Cole Irvin,2024-08-21T17:10:00.0000000Z
HOU,BOS,0.5829926396165348,0.41700736038346525,8.5,Justin Verlander,Cooper Criswell,2024-08-21T18:10:00.0000000Z
TEX,PIT,0.5933697527596193,0.4066302472403806,8.5,Andrew Heaney,Domingo German,2024-08-21T18:35:00.0000000Z
SF,CWS,0.6750312465671372,0.3249687534328628,7.0,Logan Webb,Garrett Crochet,2024-08-21T19:45:00.0000000Z
SD,MIN,0.5324675324675324,0.4675324675324676,8.5,Matt Waldron,Simeon Woods Richardson,2024-08-21T22:40:00.0000000Z
MIA,ARI,0.40036122839240407,0.5996387716075959,8.5,Roddery Munoz,Jordan Montgomery,2024-08-21T22:40:00.0000000Z
WAS,COL,0.5933697527596193,0.4066302472403806,8.5,Mitchell Parker,Tanner Gordon,2024-08-21T22:45:00.0000000Z
NYY,CLE,0.6037569700561242,0.39624302994387584,8.5,Nestor Cortes,Joey Cantillo,2024-08-21T23:05:00.0000000Z
TOR,CIN,0.48916576318717286,0.5108342368128271,8.5,Yariel Rodriguez,Nick Martinez,2024-08-21T23:07:00.0000000Z
ATL,PHI,0.5260865840488141,0.47391341595118586,8.0,Max Fried,Aaron Nola,2024-08-21T23:20:00.0000000Z
STL,MIL,0.5,0.5,8.0,Kyle Gibson,Tobias Myers,2024-08-21T23:45:00.0000000Z
CHC,DET,0.5933697527596193,0.4066302472403806,7.5,Jameson Taillon,,2024-08-22T00:05:00.0000000Z
KC,LAA,0.630940342760865,0.36905965723913503,9.0,Michael Lorenzen,Johnny Cueto,2024-08-22T00:10:00.0000000Z
OAK,TB,0.4572564613405057,0.5427435386594943,7.5,Mitch Spence,Ryan Pepiot,2024-08-22T01:40:00.0000000Z
LAD,SEA,0.5996387716075958,0.4003612283924042,8.0,Jack Flaherty,Logan Gilbert,2024-08-22T02:10:00.0000000Z
