hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
BAL,SF,0.2944658183207546,0.7055341816792454,10.5,,,2024-09-18T22:36:54.0000000Z
MIA,LAD,0.0566473991929165,0.9433526008070835,10.5,,,2024-09-18T22:40:00.0000000Z
MIA,LAD,0.5197233718008081,0.48027662819919187,7.5,,,2024-09-18T22:40:00.0000000Z
CLE,MIN,0.5587970455345277,0.44120295446547225,5.5,,,2024-09-18T22:40:00.0000000Z
SD,HOU,0.9433526008070834,0.05664739919291657,4.5,,,2024-09-18T22:40:08.0000000Z
TB,BOS,0.42043984476067264,0.5795601552393274,4.5,,,2024-09-18T22:50:08.0000000Z
TB,BOS,0.7371084867600675,0.26289151323993254,11.5,,,2024-09-18T22:50:08.0000000Z
MIL,PHI,0.4284750338346026,0.5715249661653974,5.5,,,2024-09-18T23:40:00.0000000Z
KC,DET,0.19630485081258098,0.803695149187419,10.5,,,2024-09-18T23:40:00.0000000Z
STL,PIT,0.8187022889826496,0.18129771101735037,10.5,,,2024-09-18T23:45:00.0000000Z
TEX,TOR,0.5893794378798224,0.4106205621201776,5.5,,,2024-09-19T00:06:00.0000000Z
SEA,NYY,0.48916576318717286,0.5108342368128271,7.5,Bryce Miller,Nestor Cortes,2024-09-19T01:40:00.0000000Z
BAL,SF,0.5514411134008372,0.4485588865991628,7.5,Zach Eflin,Logan Webb,2024-09-19T17:05:00.0000000Z
CIN,ATL,0.355270821500165,0.644729178499835,8.0,Julian Aguiar,Chris Sale,2024-09-19T17:10:00.0000000Z
CLE,MIN,0.5108342368128271,0.48916576318717286,8.5,Joey Cantillo,Simeon Woods Richardson,2024-09-19T17:10:00.0000000Z
TEX,TOR,0.5108342368128271,0.48916576318717286,7.5,Kumar Rocker,Kevin Gausman,2024-09-19T18:35:00.0000000Z
SEA,NYY,0.49567024634455015,0.5043297536554499,7.5,Logan Gilbert,Clarke Schmidt,2024-09-19T20:10:00.0000000Z
MIA,LAD,0.355270821500165,0.644729178499835,8.0,Edward Cabrera,Jack Flaherty,2024-09-19T20:40:00.0000000Z
TB,BOS,0.5108342368128271,0.48916576318717286,8.0,Zack Littell,,2024-09-19T22:50:00.0000000Z
NYM,PHI,0.5634920623536956,0.4365079376463043,8.0,Luis Severino,Taijuan Walker,2024-09-19T23:15:00.0000000Z
MIL,ARI,0.5,0.5,8.0,Tobias Myers,Brandon Pfaadt,2024-09-19T23:15:00.0000000Z
STL,PIT,0.5634920623536956,0.4365079376463043,8.0,Erick Fedde,Luis Ortiz (PIT),2024-09-19T23:15:00.0000000Z
HOU,LAA,0.7050331627641904,0.2949668372358097,8.0,Yusei Kikuchi,Jose Suarez,2024-09-20T00:10:00.0000000Z
