hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
MIN,OAK,0.644729178499835,0.35527082150016503,8.5,Bailey Ober,Joey Estes,2024-06-15T18:10:00.0000000Z
CHC,STL,0.6164383554888346,0.3835616445111653,-1.0,Shota Imanaga,Andre Pallante,2024-06-15T18:20:00.0000000Z
BAL,PHI,0.6164383554888346,0.3835616445111653,8.5,Grayson Rodriguez,Taijuan Walker,2024-06-15T20:05:00.0000000Z
WAS,MIA,0.5260865840488141,0.47391341595118586,8.5,DJ Herz,Trevor Rogers,2024-06-15T20:05:00.0000000Z
WAS,MIA,0.8099719850256173,0.19002801497438268,-1.0,DJ Herz,Trevor Rogers,2024-06-15T20:05:00.0000000Z
ATL,TB,0.5829926396165348,0.41700736038346525,8.5,Charlie Morton,Ryan Pepiot,2024-06-15T20:10:00.0000000Z
MIL,CIN,0.5427435386594943,0.4572564613405057,8.5,Bryse Wilson,Andrew Abbott,2024-06-15T20:10:00.0000000Z
HOU,DET,0.5514411134008372,0.4485588865991628,7.5,Justin Verlander,Jack Flaherty,2024-06-15T20:10:00.0000000Z
NYM,SD,0.5217391295274103,0.47826087047258975,8.5,Jose Quintana,Adam Mazur,2024-06-15T20:10:00.0000000Z
BOS,NYY,0.39624302994387584,0.6037569700561242,9.0,Cooper Criswell,Carlos Rodon,2024-06-15T23:15:00.0000000Z
SEA,TEX,0.5427435386594943,0.4572564613405057,7.0,George Kirby,Nathan Eovaldi,2024-06-15T23:15:00.0000000Z
LAD,KC,0.644729178499835,0.35527082150016503,8.0,Yoshinobu Yamamoto,Seth Lugo,2024-06-16T01:10:00.0000000Z
COL,PIT,0.39076376684029035,0.6092362331597097,10.5,Ty Blach,Jared Jones,2024-06-16T01:10:00.0000000Z
